 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.2274311596	0.0709555673054	0.0151513762	0.01416797456	0.035447221296	0.114868402535	0.05139094086	0.0900529198	0.3805344422
a29	0.1254436038	0.102024500509	0.0966688775	0.1069199288	0.3525093576	0.1091561456	0.06031843052	0.03066436642	0.01629480953
a31	0.113874450997	0.0329717443021	0.136728475675	0.059299163672	0.4015779672	0.15800894088	0.05394402055	0.032668757716	0.0109265169972
a20	0.07558679618	0.024817416566	0.14653800514	0.14256458192	0.24370648514	0.30157180216	0.02884174266	0.02984028344	0.006532851812
a31	0.10257223476	0.0381128952292	0.1859882128	0.04513431844	0.3026585928	0.1015234036	0.070761572406	0.072781693904	0.0804670875656
a28	0.116830472	0.116434054386	0.0876466306	0.1617974874	0.1403980064	0.079272023556	0.108933113094	0.072091727252	0.116596480718
a3	0.1904383931	0.102952860022	0.076525769086	0.18503441149	0.0689163416	0.08409259624	0.0633097761	0.05755388592	0.171175958854
a35	0.25010046844	0.112799284762	0.07812710758	0.14520175554	0.05250279734	0.0844028712	0.0650169608	0.046377620294	0.165471119108
a31	0.2814635372	0.0909377831634	0.069056548	0.1209125489	0.04592941166	0.1493904758	0.093234357	0.0577295106	0.0913457906972
a20	0.1913847568	0.182636777498	0.108407369	0.0827692693	0.0900639236	0.1287151	0.084756617	0.0804792704	0.0507869528
a31	0.1946765988	0.123561918954	0.109341087	0.0717464822	0.0471202636	0.1126442402	0.090871379	0.086480755	0.1635572808
a28	0.1106944596	0.219763017474	0.148150824	0.04818226024	0.139415349	0.0748485464	0.05384304654	0.069347779	0.1357547296
a13	0.2073927914	0.087454115116	0.0985635508	0.02629974112	0.0562680072	0.1536181248	0.078451591	0.0802011876	0.2117508968
a41	0.153779035	0.076216063108	0.0950669362	0.03294863552	0.0785295726	0.15062129	0.080003384	0.085665032	0.24717006
a28	0.1495460572	0.089398089794	0.0918786876	0.05168092748	0.1303411764	0.099982476	0.0784369114	0.0876235768	0.2211120744
a31	0.1234357352	0.076917884108	0.092978813	0.0726070236	0.186555202	0.097388962	0.0722452556	0.0847426709	0.1931284636
a20	0.122998022	0.110918022986	0.1604412278	0.0541694541	0.174059478	0.1247522226	0.0582048496	0.0609943624	0.13346237164
a31	0.1546277566	0.061661695594	0.0590880046	0.04120898448	0.1602813186	0.089620757	0.0893415312	0.1404062552	0.20376372
a24	0.1762642904	0.10148592145	0.120789943	0.04636893727	0.131314952	0.1008096488	0.086507373	0.1146457496	0.12181316432
a46	0.1268311674	0.080021468056	0.0961431012	0.07604150894	0.1414959912	0.0979281158	0.0758733458	0.1152497572	0.1904155572
</S>	0.1096124004	0.05337815672	0.079641666	0.100840618	0.1502677886	0.1125670772	0.0801762422	0.122011486	0.1915045644
