 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.038013063544	0.0090087778044	0.197853729252	0.0688955178	0.0906110169	0.1606653153	0.1448060306	0.1128512402	0.177295329
a28	0.029558460478	0.0172398876	0.1691211382	0.1343271408	0.1775164122	0.2491387676	0.052451807	0.1586508637	0.01199548716
a37	0.00386528686	0.00549968332	0.186637959589	0.241815223296	0.20101521444	0.061482918488	0.1044594625	0.177694415365	0.017529810266
a20	0.011153513392	0.024167872754	0.05968965556	0.28004981144	0.23336821816	0.101883243	0.12784437768	0.1381220405	0.02372129632
a37	0.022580024636	0.01811124708	0.03793362764	0.203767073158	0.2404255376	0.1088970758	0.201242907	0.14985969378	0.01718280792
a24	0.046195516186	0.003665972218	0.00788429798	0.2445211428	0.1541511628	0.1983824214	0.1157818686	0.21924090296	0.010176741612
a21	0.062272487238	0.010277748601	0.0100903112888	0.100440558869	0.1168821274	0.310118658	0.1267877188	0.23446542276	0.028664952508
a28	0.028709452448	0.010398784284	0.004873106474	0.271096925016	0.1276830858	0.2597118436	0.0504081002	0.2346456788	0.01247301906
a24	0.0604763848972	0.014840137896	0.015088421834	0.183260252074	0.175927184	0.226388332	0.0569556388	0.24054084	0.0265228151
a31	0.0715912375126	0.00913739506	0.01754804796	0.15083206884	0.1551102576	0.126531541	0.0984543004	0.2322025012	0.138592683
a20	0.0079944446962	0.005006641838	0.0145813179	0.2521015612	0.15186313972	0.16847450788	0.1159781424	0.1668208332	0.11717940584
a24	0.0494892610931	0.030698839846	0.013720119132	0.342348232	0.1141974342	0.1292209286	0.0779492842	0.148470706	0.09390521634
a20	0.0754985435502	0.041771678913	0.043232884128	0.300830914	0.117336284	0.1047615002	0.088134678	0.1405163204	0.08791719558
a33	0.0719240685014	0.0468957547412	0.052010027128	0.34182336	0.1006439218	0.0953435672	0.078666213	0.1265022394	0.08619085294
a20	0.0830049883318	0.045198172614	0.049491234352	0.324535398	0.090089787	0.1020526308	0.0749244262	0.1294756392	0.10122773084
a31	0.0638574811178	0.057530761149	0.06664125322	0.2379543412	0.0875469068	0.1175039028	0.0878891714	0.1617480772	0.11932810848
a3	0.0521659539386	0.0402965149376	0.08709665126	0.1844838246	0.0760442734	0.0934452664	0.0852218001	0.264500345	0.11674538234
a20	0.0720638801462	0.055944482713	0.05013712548	0.21855207	0.0906093148	0.0972204188	0.0794092814	0.2009957372	0.13506767366
</S>	0.081390924848	0.0865486756174	0.06547827	0.179270162	0.097818869	0.0950359668	0.0780988164	0.185741124	0.1306171938
