 	la	pasta	vuole	sale	</S>
a20	0.147950207	0.3272309098	0.094416752	0.18088612398	0.249515979064
a31	0.211426913	0.470584364	0.0857560347	0.10665692806	0.12557575836
a37	0.2181157772	0.513728088	0.1690556919	0.083668004436	0.0154324049466
a46	0.0696731804	0.3486547274	0.06260091988	0.2823520183	0.23671914854
a3	0.0937251282	0.404740616	0.08360723554	0.27236910224	0.14555795254
a27	0.1902126368	0.300025606	0.05831680508	0.33051653046	0.1209284133
a8	0.237933345	0.3874340716	0.05672424898	0.26025864456	0.0576496981
a31	0.280504252	0.455328472	0.07630700156	0.11978981974	0.06807044188
a18	0.216091018	0.394958598	0.08816588494	0.20457790744	0.09620652428
a31	0.2427359276	0.363457592	0.0789006428	0.16037566	0.15453018474
a23	0.148988184	0.3098208668	0.0917451368	0.13164840506	0.3177974014
</S>	0.218113196	0.333368558	0.0823986446	0.1128817792	0.25323786986
