 	dovevo	comprare	il	pane	ogni	giorno	</S>
a31	0.2382046276	0.12111918392	0.06156711066	0.1071669592	0.0905433866	0.171336138	0.210062608
a28	0.26381046046	0.16884534896	0.3195922813	0.10225188126	0.042296097206	0.094004239256	0.00919972221
a11	0.279559450609	0.12730599904	0.1646459328	0.0402842894	0.0580704878352	0.14424910766	0.185884709341
a31	0.2222062926	0.11870575188	0.1949505829	0.1764409796	0.0992506934	0.14630315794	0.0421425111
a37	0.25854979156	0.13083631494	0.1888305988	0.1825608288	0.080697200888	0.12084115956	0.0376841325
a31	0.28759087734	0.0728574281	0.16419079934	0.1363403258	0.090295766136	0.22076596752	0.027958846912
a20	0.30793567694	0.06394527968	0.131148675	0.1871205439	0.1127759012	0.16536914422	0.03170476546
a46	0.338664456605	0.020252940352	0.0618484795	0.124008890628	0.14722393756	0.26811647018	0.03988481298
a31	0.402508835937	0.05996698082	0.055400726	0.13236371306	0.13960509268	0.17999058788	0.03016406104
a20	0.3387757762	0.056606349	0.0632132116	0.1393417572	0.1194070599	0.2037339686	0.0789218592
a0	0.344307137152	0.0349491291	0.05746360348	0.13241752212	0.1302107688	0.2127658472	0.0878860106
a31	0.33728661606	0.086602321	0.069875571	0.0867698709	0.110837554	0.188972362	0.1196557434
a20	0.209379956	0.073491754	0.0718541746	0.1770560164	0.1235702216	0.1645588596	0.1800890208
a15	0.1963795348	0.0649840176	0.0827225612	0.128823911	0.1430691714	0.231966298	0.1520545332
a31	0.190505255	0.1360738174	0.1112683188	0.120662724	0.120421633	0.186382546	0.1346856992
a18	0.1662873242	0.1076228972	0.0746179634	0.2160599704	0.1153247728	0.1252890388	0.1947980355
a31	0.1764646594	0.131163388	0.11043092	0.120707636	0.109105912	0.179862726	0.1722647588
a20	0.1801212512	0.1250581586	0.0653215078	0.207350099	0.1069667268	0.127592372	0.1875898866
a18	0.159948518	0.1273610649	0.1002482454	0.0838257782	0.1092585676	0.2012133004	0.2181445432
a46	0.195647182	0.1569797606	0.0831650322	0.109632376	0.118672539	0.1767774208	0.159125685
a8	0.16137383	0.194406316	0.109768928	0.1303187814	0.1078507336	0.154706114	0.1415753032
a20	0.1578066006	0.20618592	0.118892234	0.1663172756	0.1046351488	0.138120135	0.1080426674
a31	0.1603455852	0.169010679	0.1100921246	0.1791361106	0.1119110196	0.136862795	0.1326416858
a46	0.159798752	0.0810480978	0.0806589212	0.242111714	0.146781652	0.1549688094	0.1346320368
a31	0.1855274146	0.172631752	0.095684132	0.151476248	0.095038757	0.1342999586	0.1653417554
a24	0.16724482	0.0881324714	0.077888806	0.2163694714	0.127965315	0.1671928188	0.1552062996
a31	0.1604417906	0.163359812	0.0882414102	0.1144662446	0.124013754	0.1664638036	0.183013212
</S>	0.1763981774	0.1039574894	0.084443094	0.1556227646	0.1279340038	0.184526144	0.1671183398
