 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.031382972972	0.269867471	0.011971608472	0.00827180232	0.0823149443	0.2089199996	0.1283496046	0.25892156384
a31	0.0692191724071	0.3920562842	0.24377668578	0.04393804678	0.0097958474	0.0268390138	0.15418915672	0.0601858099874
a39	0.182085506788	0.2219142648	0.11545828574	0.066921297	0.0563146961129	0.1929272012	0.1160842454	0.04829447861
a21	0.016976159512	0.150138208	0.0136945853	0.05444745763	0.0198767211067	0.365980092	0.27205986494	0.10682690096
a31	0.05635841513	0.3512280288	0.048706262632	0.0341824207	0.028597383056	0.1269926401	0.2779689962	0.075965869912
a37	0.14139627324	0.2985308754	0.04926913508	0.02952597147	0.013444338035	0.1853829922	0.18460724352	0.0978431366
a31	0.10152378016	0.3093165096	0.093599036388	0.07899317084	0.07002910979	0.084858191	0.16272366852	0.09895653038
a41	0.12175109392	0.3229240694	0.118888509078	0.09132414428	0.03392029854	0.0751084548	0.160403647	0.07567974992
a10	0.06270129648	0.26701346796	0.09256056036	0.06803719116	0.0559714860854	0.0479797084	0.341051339	0.06468493804
a31	0.01937729292	0.2635317706	0.147043144112	0.07612276784	0.028508392924	0.04443749332	0.26632377936	0.15465533196
a46	0.09138061419	0.364078078	0.128565465138	0.084978862046	0.0481253896	0.0672628322	0.1181090192	0.09749973956
a20	0.12851292552	0.4323105194	0.090669614472	0.08549377986	0.0192564797	0.04085737	0.10238000488	0.10051929626
a13	0.070821387132	0.517988294	0.150080264992	0.0798806733	0.03147788992	0.03266469	0.067948222	0.0491386272
a31	0.07078171706	0.475344078	0.1337891204	0.0678800368	0.0462423052	0.04178760844	0.1034632142	0.0607119242
a39	0.06369982357	0.40824321	0.11404880253	0.06805089742	0.0518652202	0.0723463552	0.12097006362	0.10077566494
a16	0.1523921086	0.443408632	0.09321768606	0.0780871894	0.0650185634	0.0597298762	0.0692505664	0.0388953644
a13	0.16691133612	0.421032282	0.0848053196	0.0774148598	0.0690616624	0.0601040116	0.072098101	0.0485724098
a31	0.13007374876	0.3833202972	0.09411050292	0.0946134644	0.0890394712	0.0623440244	0.076786227	0.0697122359
a37	0.10491607548	0.315782636	0.084629145	0.07185771558	0.07369487404	0.07141430468	0.14767245878	0.130032784434
a31	0.13324948296	0.345241254	0.0781526338	0.0810888216	0.0879339068	0.068748853	0.1015927694	0.1039922772
a8	0.14034234	0.2936416262	0.05754061329	0.05462963528	0.08217935816	0.07734861454	0.12054103982	0.173776817056
</S>	0.11534526276	0.265631946	0.0756134642	0.0857629368	0.0859239634	0.0826088788	0.118356043	0.1707575018
