 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.19330930472	0.05830247146	0.057028086482	0.0854687253	0.04566889582	0.08428745716	0.008035003354	0.0646388567	0.1755426344	0.22771856223
a41	0.1640894898	0.057251568296	0.209576139294	0.102065401	0.11467501252	0.08969138371	0.153472705932	0.06485437138	0.0379786893335	0.0063452481542
a31	0.078111874144	0.0457731925466	0.111618768496	0.117373565	0.2356730694	0.142654666838	0.190836556	0.012453550068	0.0633535852498	0.00215113373232
a20	0.029951817006	0.0602550487396	0.034296206146	0.0806124314	0.377366146	0.214274704124	0.14763753202	0.027139979166	0.0257330114712	0.002733142012
a31	0.061331823338	0.0907810876148	0.07713131448	0.0922667664	0.2240482368	0.09456382948	0.1786955536	0.0992041932	0.0530143733368	0.028962852702
a37	0.0768646269	0.065310822668	0.04501136536	0.1692089124	0.327685964	0.14264369702	0.0391659952	0.09882654892	0.025159627512	0.01012245612
a16	0.11882997552	0.0191025426	0.07096918034	0.1275607668	0.1924666634	0.17617106812	0.035890579768	0.1292199671	0.03388368611	0.0959055846
a35	0.249719396708	0.014481383618	0.05325217758	0.07742787286	0.0974155824	0.1728624376	0.043313177606	0.08815822752	0.04619648764	0.157173271732
a24	0.2485552488	0.01990743826	0.04694607906	0.0775472026	0.098251296	0.219912657	0.049685401904	0.0703919415	0.052360922824	0.11644180627
a31	0.22375679458	0.03723333602	0.02974001306	0.07864291266	0.088609038	0.1951072872	0.040147598614	0.07146887306	0.159256846706	0.07603728874
a39	0.19257516812	0.04928906581	0.03408557532	0.086286994	0.0855957736	0.1636480236	0.07303395904	0.07220624056	0.16696275726	0.07631645723
a31	0.061020623984	0.0221122878	0.051184233	0.0993643684	0.0984502086	0.241839322	0.095197098198	0.04110226558	0.190939654	0.098789955088
a20	0.08068668648	0.06643761226	0.0487016308	0.1365644318	0.0968925812	0.194516895	0.074883161568	0.08695961456	0.1358962494	0.078461154056
a31	0.07116765159	0.0375022752	0.09129242106	0.1637671814	0.117552186	0.1923106772	0.0921522890808	0.03984524408	0.1252447736	0.069165268726
a3	0.053783848022	0.08870716674	0.0572150514	0.149402102	0.106134042	0.214890504	0.092054095368	0.07274168352	0.0793484494	0.085723056478
a20	0.069737634342	0.0453772701	0.1104365632	0.21125729	0.15531795	0.192761432	0.0660008327154	0.03350799606	0.0564672798	0.059135754732
a31	0.066409212316	0.124602798	0.1228124838	0.1259527114	0.100247707	0.195191852	0.0549080889584	0.040450444156	0.0910839186	0.078340787698
a37	0.05509059842	0.08712119632	0.089249239	0.19576762	0.0951126912	0.19153554	0.075009509828	0.052919904274	0.05356867658	0.104625013606
a31	0.09038255302	0.09493404694	0.1456092994	0.21121941	0.0978389196	0.161804793	0.0616142529254	0.03660460368	0.0414863122	0.05850580504
a20	0.07547428632	0.0825725484	0.1076878032	0.194997103	0.0817245192	0.1687642894	0.0681882744976	0.055258978366	0.04711944228	0.118212743071
a28	0.098940034546	0.0868466432	0.145425446	0.188115896	0.083564842	0.1485635228	0.048766462212	0.03883957376	0.0516558198	0.109281776228
a31	0.10180849102	0.1417801331	0.1438340884	0.12734939	0.0886993974	0.1464590954	0.058532016352	0.03774752776	0.0639441194	0.08984572858
a20	0.0704037418	0.0981750054	0.1375233348	0.151720618	0.0801415582	0.1580081088	0.0717375004334	0.05722556661	0.0500721484	0.124992407402
a31	0.1051289011	0.1177149333	0.13196997	0.1161160688	0.0801046312	0.1440847294	0.05002182636	0.0437585236	0.075604461	0.135495975
a33	0.08007403218	0.091295104	0.1340731162	0.121439372	0.0896694128	0.164989094	0.071434167174	0.070528448548	0.05965964	0.116837615034
</S>	0.11519093362	0.0923593616	0.1209673938	0.1446638	0.066997603	0.1494520212	0.05754295351	0.052877678	0.0723393146	0.12760895698
