 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
a8	0.04242230385	0.0761836694226	0.100372877804	0.017762013134	0.1079353634	0.1168212108	0.05956107546	0.1050565778	0.173396941028	0.200488022766
a31	0.0154073401994	0.0592273266471	0.0312643776758	0.016843614708	0.265846443	0.3031096398	0.0449363171	0.177429072526	0.0060672179284	0.079868654748
a7	0.00207122935	0.000493594303	0.0032903752164	0.096769446801	0.50470527838	0.1324016304	0.04909314026	0.101477503628	0.0402514464572	0.0694463389949
a24	0.0047580163588	0.0445047761917	0.013530670842	0.0313485277	0.5662576	0.15346039936	0.07389055272	0.0414169613986	0.0165135162441	0.0543189907312
a38	0.004461109538	0.0159448073121	0.018394372128	0.06408663586	0.46947835	0.20174269054	0.0879006132	0.03707910306	0.02239431246	0.0785180218056
a31	0.0110977769	0.036215975158	0.061110751532	0.04831188728	0.392134044	0.224493291	0.07237748756	0.04355855536	0.018822243324	0.091877959106
a10	0.017567972734	0.0527890097794	0.03122627442	0.015007841736	0.314800733	0.1637076626	0.1049367788	0.05007191234	0.11970333551	0.130188529006
a11	0.070853876662	0.0797117753672	0.01921736184	0.01455169864	0.2216914202	0.2780394192	0.13860215	0.0916148738	0.00992411882	0.07579334467
a31	0.060391890582	0.0818291910642	0.0198681152	0.00649567964	0.2210108523	0.175003049	0.220903355	0.1391649772	0.01781232956	0.05752057506
a20	0.052917031882	0.0476658516191	0.007668869124	0.00370409214	0.2790087068	0.185135132	0.1986928761	0.13815432954	0.048508991	0.038544129314
a10	0.053116054716	0.0709771569862	0.01663507234	0.00503254762	0.2727262108	0.1866588352	0.1653655686	0.149105287	0.04959094766	0.030792347382
a31	0.037115253144	0.107109552589	0.01767014108	0.00743983516	0.2116750282	0.2104270032	0.161517574	0.1337439616	0.0577045933	0.055597063678
a21	0.0158959272866	0.0351633061015	0.008447192712	0.004813156806	0.2515296266	0.1791457106	0.1585356546	0.1709030969	0.13286724994	0.04269906286
a31	0.0760994393066	0.0640449967982	0.02405472818	0.0119434685	0.1687166453	0.303438625	0.146584252	0.1054147244	0.065361717106	0.034341424528
a20	0.047797396991	0.0476045566581	0.0331541926	0.031892855752	0.1551189268	0.1588844992	0.1386255424	0.1716822116	0.12860779548	0.086632060634
a13	0.0868906023558	0.0704885506314	0.04531560512	0.03745914304	0.1377396342	0.29159887	0.1529136777	0.0928878338	0.034293162386	0.050412901776
a31	0.0766713790524	0.069284749585	0.0455399453	0.0382315648	0.206107694	0.270165	0.128314791	0.0933484052	0.03775366722	0.034582797148
a41	0.053815935841	0.0581680981166	0.06728702416	0.0695073747988	0.176765328	0.1782611454	0.1126724538	0.1078870232	0.09932560556	0.0763100178788
a35	0.120375264577	0.0741061471482	0.07325024668	0.06827373842	0.1604352368	0.229777782	0.1076656136	0.075287717	0.03246243742	0.058365817
a31	0.129025378744	0.0555837950282	0.06957191874	0.077822553006	0.1788270912	0.208359382	0.098306841	0.0714538518	0.05468029526	0.056368871366
a24	0.078179454548	0.052359986984	0.079700025012	0.100485858446	0.180728886	0.174158648	0.06687331788	0.0714243518	0.0877529411306	0.108336529627
a37	0.113890550735	0.0828841283528	0.07488722226	0.0769353634	0.1588233034	0.175820132	0.065578502	0.0743706488	0.05480021086	0.12200991144
a27	0.092489556994	0.06867783057	0.07821942398	0.08746708124	0.159942626	0.173486674	0.0646354786	0.0642458778	0.07580505866	0.13503040948
a20	0.10320620314	0.0713792324764	0.0696393033	0.07260545452	0.1606433372	0.16656411	0.083163332	0.070595154	0.063831848	0.13837203276
a31	0.104094771794	0.0653159542648	0.07030393808	0.08049843226	0.1572085808	0.165843437	0.0893675334	0.0736779114	0.0696129272	0.12407650768
a37	0.061302215358	0.0640746728313	0.06652870318	0.0679319359428	0.17698753	0.146886484	0.06069928576	0.06951071	0.127475160882	0.158603340559
a31	0.100686783292	0.067105895378	0.06088070082	0.06809518981	0.1599832048	0.1682811096	0.0782426992	0.075334601	0.0686864587	0.1527033509
</S>	0.08195013648	0.0571882694471	0.06067422763	0.0607883145622	0.180932523	0.1296753388	0.06423859264	0.0950168846	0.102344643054	0.167191059754
