 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.290439507	0.06646541416	0.1745897095	0.113130186706	0.030497987	0.063483819128	0.26139336814
a18	0.226057283442	0.02413444484	0.13697183363	0.016888945132	0.316673806214	0.07328646752	0.20598722286
a31	0.108341687309	0.126180649103	0.16506561945	0.018384403212	0.24485426928	0.124673270874	0.212500093218
a20	0.147721503565	0.068450336692	0.242986932433	0.02976302332	0.24744249908	0.100404005326	0.1632316502
a31	0.176543665819	0.050819346848	0.25118464816	0.0423139646	0.16859078	0.123748274344	0.186799320056
a37	0.243179284558	0.014857305124	0.20349911574	0.06847717562	0.234859501	0.04237856336	0.19274907228
a18	0.351323884454	0.019878501622	0.0957919764	0.0450870786	0.17849464	0.11319961985	0.196224318
a46	0.36966862516	0.025212536834	0.0944023854	0.036132924	0.211599048	0.110699449804	0.1522850524
a31	0.37462505624	0.03085645078	0.104943264	0.0338708706	0.217723397	0.097873274664	0.140107725
a46	0.198442819	0.097512607	0.2381734944	0.077570982	0.1974784538	0.0503042278	0.1405174212
a31	0.234756099914	0.0424449208	0.1034439644	0.0407550774	0.22046919	0.1844071192	0.173723613
a46	0.1329939296	0.09676686228	0.253309042	0.11266616132	0.1876468702	0.0793329054	0.13728422246
a31	0.190703639614	0.08032676388	0.145573106	0.06726895888	0.1716330062	0.2160783078	0.128416211
a46	0.1402355712	0.14984325168	0.264694189	0.1180747248	0.1554697346	0.0734276956	0.09825480784
a31	0.1680906198	0.10862259892	0.1576447548	0.09374385032	0.138987732	0.2266988058	0.1062116314
a18	0.1824469548	0.1503795968	0.267047858	0.1257504106	0.1134517998	0.0782025758	0.08272077046
a31	0.1797217238	0.11810640348	0.1834993348	0.09746703592	0.1180166064	0.214321204	0.0888676404
a37	0.20678768	0.1241802382	0.243491698	0.141154753	0.0965271604	0.0919290554	0.09592941
a13	0.201989616	0.13657386648	0.17882542	0.0939482466	0.104111198	0.1852733912	0.099278281
a31	0.228569868	0.1733216391	0.1432991348	0.091985538	0.101796588	0.1759446248	0.0850826
a20	0.241442722	0.1119445664	0.2260707172	0.1293787486	0.0916078852	0.0911677778	0.10838756844
a31	0.187702501	0.1751429018	0.16158292	0.08615456352	0.1045678136	0.1610233972	0.123825934
a20	0.254958714	0.1108086092	0.2004249008	0.1625021614	0.0864880394	0.081632668	0.10318493106
a31	0.190176622	0.1658754476	0.151638443	0.0983668818	0.114407658	0.159505944	0.1200289666
a20	0.2596296416	0.0941589264	0.1799349306	0.1897335668	0.0893541134	0.0840543972	0.10313445508
</S>	0.201456154	0.1604171602	0.1473405402	0.1019648258	0.118063678	0.156012589	0.1147450546
