 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	0.1452558209	0.0607764862636	0.04823909426	0.04486427	0.13136358	0.15502232008	0.171368613	0.243109805
a31	0.143796089259	0.101607187029	0.0306165222732	0.04091014416	0.308025731764	0.21045560332	0.1295959125	0.0349928016601
a8	0.21981742181	0.0471501813716	0.04956769887	0.063077157056	0.18732959951	0.139922174	0.1445539179	0.148581852659
a31	0.070936972356	0.131866353417	0.10940300594	0.125827597	0.154503684905	0.181642428	0.118253219636	0.10756675278
a46	0.03239097099	0.01825895389	0.039434413668	0.0304334444	0.0784053383527	0.288256206	0.353809180871	0.15901151094
a31	0.0988183069008	0.0571116662077	0.096423513478	0.1357807226	0.127621242437	0.284731446	0.09698525142	0.10252784324
a20	0.12142096342	0.101692515314	0.017130486108	0.02912539398	0.0501202184156	0.224909305	0.32042001018	0.13518111604
a31	0.15066224086	0.0985365169863	0.037107857852	0.0596169684	0.126173494439	0.284610909	0.2031111483	0.040180868
a13	0.108443338808	0.131850459779	0.01671011106	0.02357670308	0.058779751404	0.2341111338	0.32910141828	0.0974270698
a17	0.1647832063	0.0790131771197	0.02853189318	0.04111319754	0.170243837044	0.21603142186	0.269759887288	0.03052339206
a8	0.17886043002	0.0568444991702	0.03445266044	0.041206054656	0.187853131298	0.1597842498	0.30637712446	0.03462189426
a31	0.21272576354	0.0425674163024	0.058380973466	0.04542403172	0.200755252942	0.0763354458	0.32035413122	0.043456976442
a8	0.2131558966	0.053828749556	0.0368496792	0.02897570108	0.147991752	0.1474801958	0.2704583273	0.10125968594
a20	0.17540083554	0.070456243062	0.0588206506	0.0731505882	0.2368692758	0.109669671	0.2378174338	0.0378152952
a31	0.107514346	0.0470080587472	0.0545237134	0.05421607886	0.153545177956	0.1204038721	0.3629868398	0.09980190398
a28	0.236298971	0.06520423423	0.0679269888	0.064398039	0.1378605554	0.1202375946	0.21328465	0.09478897494
a31	0.1059370064	0.105345753484	0.0655147052	0.0756610222	0.1423651178	0.1255567888	0.242657164	0.1369624826
a38	0.277768916	0.08525947348	0.0780289624	0.068518789	0.1404831156	0.0967931252	0.1302141046	0.12293352568
a31	0.1056997218	0.13927063088	0.080405352	0.1066339826	0.172916786	0.1145002108	0.196353292	0.0842199992
a17	0.2894073196	0.09204382828	0.0837103744	0.07520712	0.124978455	0.0826046012	0.111533632	0.14051468626
a3	0.1095933392	0.131927743412	0.086065131	0.1273779044	0.142724238	0.1058140468	0.1705375582	0.1259600402
a10	0.13273429	0.159980657648	0.082850436	0.0852699358	0.117952029	0.0962617528	0.1870792112	0.1378716788
a20	0.117715651	0.1718498891	0.0679514232	0.0535108981	0.1131463972	0.1070845798	0.2042474848	0.1644936696
a35	0.1169654488	0.18416283818	0.0847382394	0.062674096	0.1154851508	0.10607091542	0.1932446064	0.13665869048
a37	0.125044129	0.20109686146	0.0753734016	0.0629603348	0.11472490794	0.1009905772	0.1810613934	0.138748395
a23	0.1238839928	0.205690145	0.0813338614	0.0672844026	0.11032568312	0.10132893916	0.174179237	0.13597370254
a20	0.18264726	0.18106498918	0.0868083686	0.0745434178	0.1072534558	0.0883050214	0.161075001	0.1183024918
a31	0.104895856	0.1636268205	0.0904477902	0.062497672	0.1250582508	0.1136469014	0.188049702	0.1517769772
a0	0.1166072202	0.11933186026	0.1067958211	0.0822683594	0.122261476	0.10298217	0.185784762	0.1639683712
a31	0.126372408	0.13792832636	0.090823088	0.0638745972	0.1275929454	0.1088638126	0.1777968492	0.1667479862
a13	0.146848874	0.12166093892	0.112952482	0.0914999528	0.1172488148	0.0911825426	0.1641345828	0.1544718102
a31	0.104219663	0.1072699209	0.1010421452	0.0765966742	0.13804596	0.11531114	0.186250598	0.1712639242
a39	0.1485213924	0.12249371082	0.1120143686	0.1032282756	0.1179836828	0.086911618	0.1660397844	0.1428071694
a17	0.1058230214	0.08532188532	0.0774334184	0.069579826	0.1302764362	0.120618532	0.225028454	0.1859184258
</S>	0.12659039	0.0819759446	0.0887726882	0.0827321216	0.1302915788	0.120028632	0.197718808	0.1718898436
