 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
a31	0.03723312639	0.0071265288424	0.03022192116	0.013859549042	0.006294449012	0.0055765661	0.009371109228	0.01564310442	0.06228859	0.0393093892	0.0828695988	0.103055177	0.0540819868	0.0771557331	0.1173602874	0.11367659588	0.22487629452
a8	0.00489276801772	0.00099705776172	0.03429624934	0.057190756304	0.050241079914	0.024253177994	0.031607665574	0.036427255672	0.20007508774	0.14699505784	0.1289845661	0.018966120715	0.00722578792	0.0464892431084	0.12307259931	0.079333966142	0.00895154186464
a31	0.00974282957034	0.0247065166946	0.0707722179322	0.0837450023106	0.1088322164	0.0264142078251	0.0552923137113	0.0360739460002	0.10007936	0.1498702542	0.14532887412	0.0179101929124	0.0137853398	0.014688849136	0.008620272378	0.07251966286	0.061617954332
a41	0.00308250985906	0.00671870451486	0.0604040575054	0.107009669593	0.06546680002	0.0219028486481	0.0445847525614	0.0416938447354	0.0876701676	0.049155910812	0.082194145048	0.0386386230608	0.0217420229	0.0617551778	0.097845764	0.1592935658	0.0508414510254
a10	0.0159991748431	0.00710664517808	0.069757088238	0.017767303588	0.0311425751	0.0182231485576	0.071661424586	0.07976978256	0.1443550554	0.1002999438	0.122961362	0.047373728122	0.04558470014	0.08287650206	0.02933032226	0.0752810052	0.040510255462
a20	0.0103016592592	0.00278783336658	0.0196135310428	0.00724369722	0.01821581888	0.0123167136852	0.053341290428	0.0877119474	0.1409594572	0.1139279016	0.169943219	0.06731774546	0.05698051	0.0820548386	0.0570923586	0.072020163	0.028171284928
a31	0.0269782601728	0.003460736583	0.0878067586106	0.018850339994	0.04118981584	0.021556845294	0.05836820514	0.07015917506	0.1031533456	0.132720372	0.1161713406	0.050177956416	0.0819518932	0.0495916343	0.0499648966	0.06064713434	0.027251297998
a37	0.0301160072778	0.0123859106583	0.0736148269776	0.007082532802	0.01279527772	0.0155309465824	0.04368811469	0.081880487312	0.1137197894	0.0792832546	0.1116571066	0.037157328602	0.1239841394	0.0418224212	0.08225359992	0.08809284454	0.044935350592
a31	0.0152657438016	0.00185351906054	0.014715279116	0.012258921272	0.01997940702	0.022065464768	0.0315122685	0.05474263172	0.1220149012	0.14115215	0.148534389	0.05375186136	0.1761717608	0.0548676668	0.0450074684	0.03769882034	0.048407671164
a18	0.019490681266	0.0020103265676	0.0548455923568	0.018351114802	0.018119431058	0.015831196976	0.045316731586	0.10885399032	0.0916484708	0.061412109	0.06088035912	0.02927398086	0.15827604592	0.0513192826	0.085776183	0.1064661493	0.07212836168
a31	0.006010843656	0.00244478254418	0.00863767215	0.0139627380648	0.02395504008	0.03461773955	0.01997516022	0.02945935388	0.1171346464	0.121977782	0.1124671724	0.05792574678	0.19068446806	0.051274322	0.07311349816	0.0775836182	0.05877542251
a46	0.01754129674	0.0046226206906	0.0483926849	0.010627501546	0.013429259688	0.01187723608	0.03359278564	0.08688494712	0.067894637	0.0605597742	0.04817574882	0.03403796582	0.147590962	0.1029691474	0.1016584812	0.1626562882	0.04748862402
a20	0.006863568296	0.0036203242472	0.00630840052	0.0091433845808	0.0119029798	0.01205393042	0.01052322374	0.0192275024	0.1482775642	0.0995569878	0.1010325213	0.0705585729	0.1596617516	0.1030887896	0.06554781872	0.1209608526	0.05167182056
a31	0.05516729709	0.0238865401139	0.038005848672	0.0285890621273	0.04379874106	0.02640034658	0.01486824128	0.01736549836	0.0582592596	0.1283735432	0.10961668148	0.05081700668	0.13659172544	0.072137189	0.10541987594	0.0636491536	0.02705402552
a20	0.02457884758	0.0236344421306	0.05559479684	0.009322525576	0.01367805466	0.01599494224	0.0352459175	0.0957093158	0.09134721	0.0878917618	0.07489303854	0.04662962596	0.10069579854	0.0980138798	0.062141585	0.116849407	0.047778828
a29	0.0091749660066	0.00510740087074	0.00841253878	0.0176200544956	0.040125213	0.04766688734	0.01135862214	0.0163187606	0.15315995994	0.1074380712	0.1362041298	0.0620881719	0.09488835856	0.09626449132	0.06158410972	0.0965006226	0.03608766418
a8	0.030493645728	0.0270667330717	0.058764868492	0.0341813774628	0.07184104904	0.040672644608	0.01850518356	0.0174561011	0.06854205786	0.1485358574	0.14811871454	0.05347254696	0.04168141828	0.0500799737	0.1062603053	0.0524912511	0.03183624381
a20	0.058867598084	0.00664267398984	0.052884758306	0.0483638091358	0.0589946219	0.02253535672	0.0132901282	0.0174965351	0.05589068026	0.097741728	0.12818925762	0.05909261984	0.056974287	0.1230581256	0.07972743402	0.084632288	0.03561810924
a31	0.0851268950028	0.0343420642879	0.067481821412	0.0179827712791	0.02486981908	0.015098985608	0.01881138214	0.02027766356	0.063207001	0.105745435	0.1303397679	0.06382977844	0.03276806118	0.12614859848	0.0822510145	0.0718494724	0.03986944868
a10	0.01871785182	0.02040129655	0.0841918047	0.016765337746	0.0150595685	0.01560619622	0.0220552956	0.03156024366	0.1144843932	0.1185498838	0.1094408292	0.05325757301	0.03357058802	0.045612608	0.0683563106	0.159792383	0.07257784728
a31	0.053543366928	0.0332710730698	0.02432994658	0.0196519224231	0.0439864941	0.03282855374	0.0347007545	0.0312446535	0.06732438418	0.087751507	0.13505719054	0.0652657154	0.04115512456	0.0740922257	0.05958438476	0.1011267958	0.09508591022
a20	0.01949645623	0.0302107530486	0.0449005886	0.0174587690032	0.0236675482	0.028761396508	0.05151650434	0.0535911758	0.0862193406	0.1130123458	0.1130931934	0.0659141751	0.03737406448	0.041075468	0.0521388314	0.1158502024	0.1057191966
a31	0.0712387339484	0.0273645665024	0.01991394864	0.027807386962	0.05218559672	0.040055608768	0.04305787106	0.04678749452	0.063242447168	0.0823342476	0.143418443	0.0632644064	0.03009688752	0.06910755724	0.0518072942	0.0934459874	0.074871501528
