 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.13736415	0.016715872	0.03622559953	0.28043219278	0.0714942906	0.14952625434	0.15518283328	0.1530587954
a31	0.34747125509	0.073900044104	0.067743676678	0.18370118	0.1990515909	0.0241722273	0.08878868294	0.015171328027
a37	0.46358040752	0.0192355903273	0.0757504294642	0.1423010906	0.05552837266	0.049338584662	0.136261288869	0.0580042336906
a20	0.046453211952	0.0929190925923	0.008355192152	0.1457999335	0.0802560906	0.04209675594	0.4387114481	0.145408288961
a29	0.092953878832	0.098447178672	0.01066168886	0.2133789568	0.06281047152	0.0731098241	0.33768072704	0.110957272466
a14	0.118224034812	0.0194315408692	0.02124039664	0.2989078786	0.04014559828	0.12788605362	0.34161320902	0.03255124046
a21	0.17785290744	0.0209839552269	0.02841376036	0.2935263756	0.05123375688	0.14849148526	0.263529975054	0.0159677781
a31	0.194357911652	0.0247001475486	0.0359370312	0.275668111	0.1013529816	0.1586556946	0.19291598694	0.016412102
a20	0.069776673752	0.008836457493	0.02009269306	0.2989697606	0.06192327028	0.14496137448	0.365816267444	0.029623545592
a6	0.20147332953	0.03223183302	0.015460696428	0.1075463931	0.041701117	0.15711368772	0.4216633934	0.0228095636
a31	0.13920261016	0.0286007184	0.041816361144	0.220349944	0.1347394606	0.0642886548	0.3557887464	0.0152134736
a8	0.18430090396	0.0245326868	0.02036972032	0.17701035	0.080048608	0.1423906748	0.3123610698	0.0589859752
a20	0.15075626018	0.0492960292	0.06594348566	0.2287724256	0.133207979	0.086870092	0.2011307892	0.0840229762
a31	0.0786679149	0.0487374744	0.06112044824	0.1792824832	0.114729233	0.1005069998	0.287430598	0.1295248766
a37	0.076662544	0.0555098746	0.0627737226	0.2605998608	0.1195862436	0.1125144028	0.1780455598	0.13430780014
a31	0.1551203606	0.0730156138	0.0839207148	0.1470410244	0.0901755172	0.1141796182	0.17811786	0.1584293228
a24	0.10058049254	0.1079386904	0.0871529854	0.2665586988	0.0844823482	0.0903832586	0.1059531754	0.1569503426
a31	0.08972030644	0.0988480856	0.0941103242	0.1357041626	0.0931734864	0.1369278548	0.1630778084	0.1884379602
a20	0.11051718506	0.1010926746	0.0852542624	0.2165855708	0.0692139068	0.0820395548	0.1014210138	0.23387583594
a31	0.1199327672	0.10539182354	0.0702660582	0.1293406934	0.0770784388	0.108263882	0.1659489312	0.223777412
a7	0.1449923954	0.1136320314	0.0793640082	0.1854833428	0.0612301496	0.0764659366	0.1232336104	0.21559852274
a35	0.15766308994	0.09651289986	0.0670413812	0.1182749982	0.0696792996	0.092725448	0.181636	0.216466879
</S>	0.12461372646	0.0952119676	0.0801409368	0.1533679312	0.0810901516	0.1031379818	0.1614973676	0.2009399304
