 	mio	padre	ha	lavorato	sempre	</S>
a23	0.138933953	0.2897929402	0.103065324652	0.0633093225388	0.2126096316	0.192288867484
a31	0.0838836360151	0.198157929136	0.18265203626	0.19473998894	0.290857395	0.04970908309
a37	0.2237690344	0.13620958828	0.34273418426	0.088684378732	0.185901531056	0.0227012453943
a31	0.1878256613	0.169948241526	0.244773139278	0.128764822188	0.2029659248	0.0657222064
a37	0.146244662	0.3365237612	0.215956506416	0.136581407732	0.130137266	0.034556375372
a3	0.15166672016	0.2613075094	0.159112623059	0.101827178582	0.2086678386	0.117418172928
a31	0.131229398926	0.3053294469	0.175889869837	0.0336564930381	0.2014317298	0.15246307796
a3	0.1550042242	0.3498627312	0.207407175682	0.0355276035065	0.1058376526	0.14636060554
a44	0.045318934412	0.2695978972	0.16916264062	0.0271383418598	0.3531847734	0.1355973887
a31	0.04372531698	0.286631339	0.120220627993	0.0611987454723	0.34395214	0.1442718358
a8	0.1043542704	0.408486984	0.080175331889	0.0971265081225	0.185242024	0.124614803294
a31	0.0820820275	0.336562152	0.0981805079	0.104127453468	0.2143035674	0.1647443225
</S>	0.177338556	0.342572381	0.10089481846	0.12238200335	0.0920428304	0.164769410468
