 	lo	sentii	ee	che	arrivava	</S>
a15	0.5930571362	0.034989463456	0.0781693526	0.0762592948	0.1109755612	0.1065491621
a31	0.032636841194	0.0285594906481	0.2971773306	0.119354319	0.40490588652	0.117366133209
a46	0.05027111718	0.174666274883	0.2156189612	0.1208828412	0.270948841336	0.167611993498
a8	0.0143984093	0.029492462088	0.246422057	0.2122335834	0.46830472262	0.02914874852
a31	0.1080102046	0.05829089648	0.2840728234	0.231992509	0.289844424	0.02778918728
a23	0.01139875552	0.007138793104	0.184611356	0.2477691192	0.5329911748	0.0160907978
a8	0.0777892477	0.09081718848	0.27473959828	0.258753623	0.27838516404	0.019515236126
a38	0.2035442756	0.12819056212	0.1908347794	0.2199363722	0.2393571686	0.0181368882
a20	0.1568982216	0.11340908012	0.17085703422	0.1089338457	0.413611372	0.03629041308
a28	0.109668095	0.11436754896	0.15503940406	0.090680148	0.475669888	0.0545749362
a20	0.1058777862	0.0940407665	0.144610917	0.0892626584	0.491899378	0.0743085192
a23	0.1003809784	0.079201856652	0.1783289898	0.1042172518	0.4548992852	0.08297160654
a31	0.1146099682	0.07291568456	0.1498382484	0.1847845268	0.377753726	0.10009786448
a29	0.0986966801	0.050237738402	0.229761816	0.1456159008	0.398036758	0.0776510792
a33	0.07113311988	0.079958718606	0.14859845	0.0585165802	0.59569723	0.04609594822
a29	0.1745017203	0.077001418652	0.11036573404	0.115761714	0.479888696	0.04248070616
a27	0.11675218262	0.08231283331	0.1453344256	0.04619687	0.53885457	0.07054911892
a46	0.177351247448	0.0861488671926	0.11574693996	0.04209247646	0.458274504	0.120385949808
a20	0.151707872568	0.0679079767466	0.1242095876	0.03608315096	0.484360662	0.135730730784
a31	0.17317599508	0.0743886244378	0.11042905292	0.03474232262	0.470002044	0.137261939252
a7	0.208782801798	0.0702503805211	0.12916587322	0.0484460111	0.46900862	0.074346315584
a1	0.225602031155	0.084985762876	0.0648689774	0.0461848213	0.45137843	0.126979951746
a20	0.177305242625	0.0643142789326	0.09988885864	0.04869732706	0.4678397	0.141954556956
a31	0.171389784413	0.0844101392904	0.07803548268	0.0480349535	0.4333203792	0.184809244472
a20	0.113487233274	0.0867599757323	0.100872368	0.06288166716	0.496970376	0.139028358558
a31	0.193566141114	0.0788634033988	0.0634671136	0.046067289	0.443940784	0.174095282374
a23	0.08679567729	0.0724250411565	0.0995877448	0.07463309082	0.442448727	0.224109732492
</S>	0.205206035646	0.108583551976	0.0617163086	0.06087358252	0.294021633	0.269598878546
