 	ho	scritto	una	lettera	al	mio	fratello	</S>
a46	0.2542738986	0.19913816174	0.01452720342	0.081958028	0.04804766	0.1001229722	0.13173245708	0.17019963244
a31	0.08949358494	0.2470626136	0.13467538378	0.10450822534	0.21175658824	0.1627223782	0.0178129711722	0.031968238048
a13	0.15793150072	0.160201767186	0.19890711378	0.2204977969	0.17393419206	0.058638371346	0.028960846914	0.00092843205764
a20	0.07040912926	0.072630455	0.1957140399	0.1779699633	0.13755039466	0.18896370928	0.137569964634	0.01919237548
a15	0.09158726196	0.1464249014	0.2161761388	0.1641050962	0.06942894748	0.130441706188	0.132757515327	0.04907846463
a20	0.19093819122	0.194302338	0.17857841554	0.1586042684	0.168127193	0.0506792758	0.033987855884	0.024782476871
a31	0.1255820816	0.1790428868	0.0713069832	0.1929729058	0.1978876276	0.1271412808	0.049904062394	0.05616220914
a39	0.0599580832	0.2892371864	0.0419312162	0.0781587372	0.3124696446	0.1826147872	0.02764596624	0.0079843903
a31	0.08528667172	0.19334098152	0.0814305303	0.03900375374	0.246539646	0.2550896696	0.033327603708	0.06598111704
a20	0.06385946664	0.302729526	0.0770156595	0.0671450556	0.2013743212	0.1844994146	0.0784187668	0.0249577657
a31	0.0896068451	0.220336404	0.10302098232	0.058625477	0.1019445428	0.211194071	0.0619251226	0.1533465618
a7	0.0855650152	0.1597005782	0.089697225	0.0637916072	0.13384948	0.1783243218	0.111544336	0.1775274324
a46	0.1252928152	0.16623521	0.0960645848	0.0806970624	0.0956737242	0.189122782	0.0938021832	0.1531116788
a39	0.1222484152	0.1938304312	0.0953406348	0.133990589	0.12013817646	0.123516415	0.0987169054	0.1122184559
a31	0.1226984906	0.140042908	0.0982640412	0.1307720984	0.1126669692	0.109942364	0.1285623338	0.15705077834
a46	0.0673647786	0.0752216548	0.0596490078	0.087944385	0.1525548786	0.1758313058	0.1685542654	0.21287973596
a0	0.0810538544	0.121637747	0.0771240798	0.1643580958	0.142892393	0.0956680902	0.125875824	0.19138993746
a27	0.0988075418	0.1276521884	0.082512484	0.17104343988	0.141855966	0.115673046	0.1379748488	0.12448047972
a20	0.101450281	0.1425553088	0.0729392116	0.163576973	0.1491551106	0.131411209	0.1347189471	0.1041929652
a0	0.1013833348	0.1273441824	0.0698506206	0.1671401644	0.1586772796	0.1362447428	0.1273900842	0.11196958652
a14	0.11339068	0.1518293044	0.06527697	0.170460455	0.153773112	0.139616499	0.1087572529	0.09689570648
a0	0.1049235522	0.1493227996	0.0644452574	0.175959402	0.171971053	0.1380266992	0.1036503366	0.0917009098
a46	0.1225441266	0.151597953	0.0729061952	0.188763936	0.172711568	0.13309246	0.084900123	0.07348361812
a20	0.144677692	0.1500502808	0.0755206008	0.194242308	0.1813211998	0.1285046368	0.0639195362	0.06176375784
</S>	0.1128152506	0.1431163126	0.0676050482	0.190480819	0.19018626	0.115483284	0.0780364154	0.1022766005
