 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.1899560036	0.047676527452	0.1308335408	0.061455936924	0.029631414554	0.012755947612	0.0209272274832	0.093587652474	0.19906180026	0.2141138962
a28	0.063833197676	0.01303378615	0.135287909206	0.15923687934	0.180116528	0.1385952998	0.21134956041	0.056602585364	0.02170082392	0.0202434347
a31	0.0265242196058	0.0381856447434	0.08399263528	0.16346069232	0.263034398	0.0525709529	0.15229143708	0.045756416172	0.0966861076707	0.077497525654
a17	0.0055005665384	0.0120866442332	0.0694430669	0.06460958466	0.444476999	0.053317418864	0.119479175751	0.0707953768608	0.088523796608	0.071767358994
a31	0.0162137090303	0.0210125802195	0.11590696532	0.297445165508	0.194783292	0.087065041176	0.164177328961	0.0522924876558	0.025011150341	0.026092268369
a20	0.042024983263	0.0194216783234	0.04376567323	0.187861995836	0.3169917926	0.05691366452	0.065162070434	0.121828650805	0.090051656948	0.05597782896
a31	0.045394296833	0.018490232568	0.05138875348	0.260056367736	0.2392570146	0.10281931917	0.120159849108	0.0712055108492	0.0369576121568	0.0542710308663
a20	0.043381324452	0.019784955383	0.05053154226	0.33677669664	0.187162815	0.05242608644	0.039131288332	0.122037159616	0.1128725966	0.0358955526
a35	0.112008686629	0.0172177066	0.11634663486	0.25381704137	0.1760526768	0.051446156442	0.131137336589	0.067397462604	0.041370814112	0.033205487716
a36	0.112966756328	0.03248795056	0.13412206466	0.149968117444	0.115689815	0.04789811553	0.118311061006	0.0897246885014	0.076532764172	0.12229869058
a31	0.143241601256	0.05303663368	0.1272972488	0.126036057352	0.0899259026	0.035337214444	0.107110778177	0.120045146972	0.11916067598	0.0788087319
a20	0.0407671728	0.03709349062	0.11340347053	0.09862153684	0.0660722266	0.0567903202	0.0509618227	0.1547953398	0.2443282484	0.1371663498
a17	0.084663630192	0.08705208498	0.134575075388	0.093943057796	0.10176645172	0.03458140122	0.0665554536546	0.125506489304	0.18489710024	0.0864592102
a28	0.12067001284	0.09601560046	0.14372985996	0.05635485384	0.0840133064	0.08227920084	0.0744115495669	0.10633595908	0.150474722794	0.08571493
a31	0.106512558216	0.13738357254	0.096706517868	0.057770990814	0.0858869316	0.0550675902	0.08741423854	0.1253081002	0.1071825536	0.1407669544
a24	0.0699122744	0.12421709488	0.09747444004	0.07227041634	0.0504969372	0.040840085	0.045468729	0.1949491778	0.1261211492	0.178249728
a31	0.077484148374	0.15823881284	0.12497607582	0.06229906758	0.0894731696	0.0484282048	0.0890978574	0.1080361966	0.1146768176	0.127289635
a15	0.0871347334	0.1396933927	0.06013040362	0.04610743704	0.0409998942	0.0301388128	0.0665748406	0.1928057004	0.1471221432	0.189292648
a31	0.077577219346	0.12049638468	0.1660486899	0.0855263339	0.0866213078	0.0347099472	0.09246391846	0.1075016268	0.115916446	0.1131381188
a46	0.1337250978	0.131532724	0.0350656794	0.03021860372	0.0409101744	0.0330143326	0.074745141	0.1853306476	0.1729722518	0.1624853468
a41	0.09330633944	0.102352733	0.11010342086	0.07326181228	0.0867756206	0.045844307	0.0983741124	0.1188694094	0.11268091286	0.158431377
</S>	0.15726771036	0.10567674692	0.0573805475	0.05434580064	0.0795015857	0.058371393	0.1085768242	0.1328106644	0.1051520984	0.1409166506
