 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
a8	0.02214100236	0.01422328792	0.02990869836	0.02688940424	0.00403951728	0.01763092936	0.008296046328	0.02671008968	0.02748196368	0.01760255898	0.04132488696	0.018767572848	0.03622874704	0.0357784828	0.0447944418	0.1021172128	0.1097781466	0.222868145	0.06218725428	0.1312315751
a37	0.00564048473	0.0030828414234	0.026163603583	0.020971889812	0.0121721844	0.07890924904	0.013773907336	0.02460297794	0.029833715028	0.23596516028	0.048858741108	0.1861006344	0.0847558516448	0.07890976252	0.0625571261	0.06242040888	0.008566391358	0.00668200958	0.006814618666	0.00321843042041
a31	0.00355086570283	0.0020213792016	0.0306491206615	0.0232229976685	0.024567391436	0.2251305714	0.050342587467	0.0817969668	0.0429979222	0.0941148024	0.039930095	0.0648997378	0.049161555794	0.0821714994	0.063203749	0.0669234397	0.0074586081492	0.015906315156	0.026086568	0.0058638086862
a29	0.00183960834426	0.00920561039251	0.102676919366	0.029741773826	0.056259388078	0.0993402142	0.0554766506319	0.02144328568	0.04696645906	0.0950512852	0.05409259354	0.0680292022	0.07190109388	0.07530721716	0.0882191167	0.0655042646	0.008562342412	0.01482037606	0.027491486288	0.0080711469928
a1	0.00267962689338	0.004636170541	0.0385830378134	0.018864164904	0.008688988362	0.023290326454	0.0197712502963	0.0156247827043	0.0285485767139	0.151297495209	0.04933570699	0.21405605866	0.04982832846	0.10848602718	0.0366535368	0.19282814756	0.0082331699504	0.00673552064	0.013754261152	0.0081048479416
a39	0.00344141809319	0.0024991278786	0.048321902538	0.030189466874	0.011191767428	0.02546043044	0.0096908431526	0.0125692223498	0.0270560103593	0.161837863849	0.035838167992	0.2205265104	0.049795215	0.1062599788	0.03924193534	0.173147513092	0.0156626812386	0.00804604824	0.013013741982	0.00621012873536
a3	0.00384816616476	0.00232095653659	0.0420838482236	0.034057382028	0.010582412534	0.024259897306	0.0145646795408	0.018545643528	0.035860678574	0.17240516044	0.04468316086	0.1889646094	0.0714523956	0.1252724401	0.07718693918	0.09211800992	0.0131019724496	0.006594980432	0.015429520961	0.00666717631364
a20	0.0139672556834	0.0097563754426	0.053527818058	0.047541486062	0.0194243523	0.03438802468	0.0220175744	0.03123712674	0.04062816968	0.1016755002	0.0484679046	0.1570865192	0.0722781708	0.1342330124	0.0951738343	0.06425768554	0.011405900518	0.009740659646	0.0258681742266	0.00732443255768
a8	0.01683066901	0.017567797418	0.0364814287376	0.053079445694	0.01706942263	0.02623313093	0.0246115208866	0.039459334128	0.050794549332	0.06225258204	0.07102547086	0.0858276558	0.1057616064	0.152024904	0.1344216302	0.06672209108	0.009606390428	0.01050216462	0.014778474366	0.004949744786
a17	0.0112313740392	0.00563608628294	0.0400768009094	0.063291267166	0.00576780718	0.030660663888	0.0304188482516	0.0401582301	0.047039189906	0.06077127024	0.082249797	0.0915457632	0.11625592554	0.125169896	0.1088839842	0.0862198068	0.010598937	0.0182376189	0.0177472546	0.008039501802
a31	0.0099909602296	0.00521988023728	0.0373504318666	0.06274949812	0.00900523971	0.026933668298	0.030161255225	0.03262429002	0.050774280544	0.03444624927	0.1151093126	0.058664866	0.14285348	0.1393876328	0.1100235848	0.0721543418	0.010181627006	0.0204848771	0.0226872384	0.009197278284
a10	0.0184204014866	0.0310093865362	0.037675420785	0.03124930939	0.01325889736	0.033829658336	0.0173644416177	0.0216716200496	0.0369507749448	0.061806082576	0.08899623454	0.0555282864	0.0885996084	0.0879072276	0.0947792692	0.1339825774	0.01341771268	0.030512565	0.08638536694	0.0166551238
