 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a33	0.1418533648	0.0460988648	0.057240481752	0.100908681864	0.0909632124748	0.078665402369	0.0382672161154	0.0118552587	0.01064180188	0.0338996758	0.0588693842	0.1656780208	0.1650586027
a31	0.141539370611	0.0855554833884	0.128570256566	0.14192848976	0.11907700546	0.1359212069	0.0233307166332	0.0163565667	0.002044755656	0.18198516325	0.0185898499412	0.0040097268068	0.0010914090484
a20	0.0394200787708	0.034144747056	0.236431033034	0.052725230692	0.0620959135844	0.0778969320544	0.0657233784711	0.06525500468	0.042869729592	0.199479973992	0.0121830186012	0.1023815409	0.00939346830613
a31	0.0437922832082	0.04549782583	0.119127448188	0.172654939	0.0491005304	0.1677460654	0.039320118288	0.1303184796	0.0646019026592	0.09175856762	0.01926274653	0.0231742846	0.033644839386
a28	0.050129011449	0.0600468051823	0.050981069294	0.1791527168	0.1439512114	0.1849704176	0.022416678204	0.03886584674	0.0756423172266	0.045833474428	0.02786717226	0.0922365163	0.02790677872
a20	0.052369294372	0.034763691708	0.0989357108	0.1862586902	0.131036144	0.2034000168	0.023641312046	0.0283612928	0.0202806694298	0.02374864014	0.05232432506	0.0936389758	0.051241239632
a37	0.0637270402352	0.039793899694	0.0995736454	0.1284521866	0.2683756432	0.1603750752	0.037602480012	0.0395924482	0.0395697817536	0.0084410375	0.0291653237	0.07092538598	0.01440605586
a31	0.084252921072	0.0510261188	0.1000922256	0.1128714448	0.1998127562	0.161292078	0.045716884596	0.0483385832	0.0501119841032	0.01228596512	0.02715427232	0.0783951663	0.02864961542
a20	0.069894721366	0.045883191604	0.0574553979	0.0700306924	0.1513256806	0.090092744	0.021222287152	0.0507672614	0.106727057555	0.05526444924	0.11039272006	0.1423760132	0.02856778948
a31	0.07371500252	0.03821595931	0.05748328652	0.063464665	0.160026558	0.227460354	0.031090066854	0.041033058	0.0834608223284	0.0381559206	0.10282438014	0.0728272674	0.01024267886
a46	0.074268684984	0.0249358685	0.0767929428	0.10230428926	0.1248723344	0.102420426	0.024018030254	0.0476525422	0.109928314192	0.0321596204	0.0772775552	0.1575815934	0.0457877694
a20	0.051662081	0.02158595164	0.0923680652	0.102838157	0.1260034428	0.238143464	0.031094278654	0.04672571608	0.100234215275	0.0354361842	0.0618251076	0.08026999454	0.01181332514
a31	0.0681983504	0.0739293956	0.0660892982	0.1057627596	0.1048841488	0.1870545928	0.043274872746	0.064674938	0.106927028625	0.01758505386	0.0441219846	0.10460966622	0.0128879389
a20	0.04186741632	0.0239938766	0.1456582018	0.147254015	0.1036367714	0.1082579884	0.04150628534	0.0590363618	0.0878919883152	0.0226974108	0.0655588382	0.1121961284	0.04044471316
a37	0.0672413226	0.0518629158	0.1540227188	0.0773943428	0.1036741494	0.280614516	0.0435570433	0.0414758778	0.068334992061	0.015343979	0.04231354968	0.0350046392	0.01915997
a31	0.0464001176	0.0966643032	0.1601880756	0.1374608304	0.1281101792	0.192935588	0.044050218524	0.0367802704	0.056867106514	0.0104463872	0.0332618666	0.03605408954	0.02078094214
a17	0.0448658866	0.0391345962	0.1310868232	0.1542926592	0.1302794314	0.1620168784	0.059910529012	0.0488753074	0.066687644968	0.0225855104	0.0450714546	0.04263294716	0.05256036647
a31	0.0935227638	0.0714861416	0.1653470094	0.092703797	0.119243018	0.2116162634	0.03456647098	0.0249800924	0.0588259544162	0.0150604406	0.0514096575	0.0315354578	0.02970294026
a18	0.0650597198	0.0550113966	0.08716649866	0.1088148282	0.1197102192	0.189057674	0.05725552606	0.0428049386	0.0522894233596	0.030031409	0.056074686	0.0456087574	0.091114906776
a37	0.10534446874	0.1000584634	0.139119561	0.0613205498	0.0884806534	0.225114744	0.037340439142	0.028684307	0.051076942852	0.0193972149	0.0525055532	0.0363104218	0.0552466535
a20	0.10873204766	0.1009898514	0.147885849	0.0768321592	0.0880150514	0.2046205824	0.034237188764	0.0278417882	0.031518096278	0.0238869709	0.053567593	0.0275336692	0.0743391648
a31	0.0974831328	0.1025864044	0.162808477	0.102826947	0.119725814	0.1437021086	0.02769287388	0.02880779752	0.030975057184	0.02883068534	0.05077008786	0.031514404	0.0722762212
a11	0.1102597292	0.0599510912	0.10640510584	0.090188882	0.0934693478	0.1931322356	0.044755020366	0.0377141208	0.0430290973958	0.0336450469	0.03697664734	0.040350695172	0.110122995996
a31	0.09806652728	0.103901472	0.1470342726	0.0622095936	0.0912426602	0.2009699272	0.03121182982	0.0287531562	0.0287753099228	0.0256145618	0.038506887	0.0390052411	0.1047085714
a8	0.1228473704	0.058567883	0.05985673414	0.0631024328	0.0801952234	0.1982641656	0.040275865914	0.0381617444	0.0538916269494	0.04833016092	0.057406893	0.05955112444	0.11954876117
</S>	0.1169354922	0.0916127797	0.07728732728	0.0452595502	0.0744875074	0.2233690208	0.031683237184	0.0305020034	0.032419438714	0.0294882397	0.03738481	0.0667416439	0.14282891906
