 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.022299778034	0.097258439	0.0544958988	0.0618840538	0.1385954582	0.109084178	0.1448467534	0.3715354586
a21	0.003176100906	0.01366109533	0.09272131748	0.06565565186	0.6648378	0.11459691086	0.036895290468	0.0084558427484
a37	0.0209889370545	0.0756075111304	0.12755717626	0.040540175828	0.4522885916	0.049203546428	0.099715129468	0.134098934354
a31	0.043557667654	0.14602744902	0.0816050034	0.1113187088	0.3741448996	0.0915024636	0.10458171284	0.0472620764972
a17	0.045776295315	0.029633500198	0.1908893429	0.0773345156	0.34972523672	0.09692115912	0.11303821576	0.0966817667634
a20	0.067723796066	0.06005853346	0.1047436036	0.05206433454	0.3442635236	0.15134627406	0.13743706846	0.0823628640388
a41	0.15980549668	0.06671874268	0.0725447088	0.0966836652	0.2685982896	0.1423380096	0.135431973	0.05787912356
a31	0.1672070774	0.1092857866	0.097504657	0.1182862734	0.1650429032	0.1757522252	0.1172956362	0.04962543762
a46	0.0689024063	0.0569620178	0.2574456492	0.1531420488	0.131902906	0.167411412	0.1125192165	0.05171432492
a31	0.10004247004	0.03419129602	0.164329618	0.046412624	0.1546511331	0.2174290652	0.1652095912	0.1177342073
a13	0.0302645672	0.051944682	0.1934424586	0.1161574474	0.1616138264	0.224754958	0.155319608	0.0665024526
a41	0.09564614956	0.04501431006	0.1794794779	0.0670809735	0.177428035	0.185003431	0.17913011	0.0712174912
a31	0.0733665256	0.06474355126	0.1752321749	0.0566220104	0.204256841	0.1600000226	0.1578902768	0.10788856955
a33	0.0349882904	0.0873009626	0.1410918506	0.0924395652	0.1924037012	0.218093128	0.1585396796	0.0751428442
a31	0.0787228728	0.07243204514	0.1776179272	0.0669915614	0.2389186313	0.1932877167	0.1171207332	0.05490849798
a28	0.0576651386	0.0777192284	0.135232892	0.0916641248	0.2123114594	0.1618872972	0.133683422	0.1298364766
a20	0.064413405792	0.098634500112	0.12909598956	0.0817648467	0.2049794064	0.1616004418	0.128259174	0.1312521776
a8	0.058514508946	0.140972086566	0.1711116798	0.0539633812	0.2538644212	0.0927193796	0.121470918	0.1073836192
a31	0.05574400234	0.13209938522	0.2022759592	0.0470826232	0.246282705	0.0926024692	0.129021882	0.0948909542
a39	0.08058536722	0.107968089	0.1555226734	0.056259005	0.21453459	0.113722566	0.145899431	0.1255082828
a41	0.070703818006	0.11642811616	0.14533565336	0.06211268314	0.2228665364	0.10480234566	0.132302118	0.1454487254
a13	0.071187366968	0.15037441174	0.20836562294	0.0506685286	0.2601543522	0.0734837986	0.1005284306	0.0852375028
a31	0.08558751468	0.15973975442	0.1686713321	0.05223916552	0.227613324	0.07422210692	0.102106587	0.129820227
a35	0.07847187224	0.1296100779	0.1367683206	0.062591418	0.2314642028	0.0964221552	0.132285076	0.132386838
a31	0.07796197609	0.10554488952	0.095975643	0.06160791852	0.2348545404	0.1056188148	0.135493954	0.1829422609
a21	0.09484112364	0.11072178646	0.1104591354	0.06117665184	0.2351587026	0.0972202378	0.1507267872	0.1396955812
a31	0.068240908006	0.081725152706	0.0849005696	0.06770743174	0.2280890754	0.1118397514	0.1476773448	0.2098197738
a10	0.09340513706	0.10173299294	0.09613677394	0.0687340773	0.2429849286	0.0991860796	0.1490661822	0.1487538418
</S>	0.078961337192	0.1014506651	0.12856067832	0.0684785556	0.2269550678	0.0871094964	0.131486102	0.176998124
