 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.15587657354	0.0375533456	0.03310507204	0.0798098873568	0.047789673622	0.067093373	0.0943752088	0.0211671742	0.037659821848	0.06034178488	0.074432516	0.290795561034
a20	0.0355731531449	0.0280557297168	0.101947016992	0.040710961724	0.057782461414	0.121471063	0.218870682	0.05496953892	0.17467770666	0.06280019496	0.100180876782	0.00296060399
a37	0.0308068490002	0.0283026914525	0.033681781702	0.02071395464	0.04877041674	0.1448488638	0.08275417768	0.0474357789	0.43809207962	0.06985739228	0.0396714346	0.015064588016
a24	0.0255602400378	0.0145580052386	0.027298712	0.0310090586	0.0732703812	0.2254815972	0.1332069292	0.103867777312	0.185666443928	0.045461584	0.1179147392	0.01670451112
a31	0.03707352017	0.0262204295362	0.02308829228	0.0529585548	0.0783100408	0.17092389852	0.169344087732	0.132522551358	0.09423394374	0.0650554698	0.13391023292	0.0163589719726
a39	0.028032255243	0.0176942383344	0.0219596530108	0.040433159956	0.107954497312	0.0998611158668	0.14100636604	0.078344596546	0.175164634114	0.1048633207	0.1658055346	0.018880637506
a31	0.0391614306743	0.0119468858074	0.01193373615	0.02445471954	0.083053951114	0.151076295212	0.1710348894	0.112001431094	0.179042570146	0.123056328548	0.05519860494	0.03803919561
a24	0.038493202326	0.015654631934	0.02166050922	0.0237125557	0.08782942672	0.142881846296	0.13983390264	0.16032064599	0.091699036188	0.200566968744	0.0509267834	0.026420468748
a31	0.02091440604	0.006478143484	0.0208388338	0.02545452472	0.071666287096	0.14374426507	0.14686756544	0.1864502795	0.066242334568	0.19500154946	0.0591880456	0.05715376432
a28	0.03162871992	0.011130685807	0.01884511636	0.01787659616	0.06682743002	0.129911406132	0.154369369978	0.141315214033	0.10210140278	0.2146669954	0.0743391262	0.03698787902
a24	0.01689425918	0.005738929272	0.00944703974	0.01914516012	0.05185961947	0.15016397178	0.12797618984	0.21102864926	0.073624871704	0.23590241	0.0560142207	0.04220463626
a8	0.0407833701	0.020878406896	0.0366577617	0.02418051024	0.095768585468	0.131573448014	0.15835052174	0.175531404616	0.022855033276	0.20344725004	0.0706927781	0.01928090864
a31	0.059279043388	0.02109776944	0.0213759562	0.04053935346	0.08533328274	0.13147986848	0.1197474958	0.2148931048	0.034964056546	0.18847216776	0.0487977922	0.034020109026
a46	0.0526576044	0.0168138674	0.020991905	0.024603875	0.07806487006	0.11564454454	0.1082568737	0.101527100672	0.08825869746	0.146219384928	0.1750660082	0.071895278026
a8	0.03493804904	0.01146068634	0.0242486812	0.0538643702	0.0743638916	0.201406947	0.1258381936	0.18527850348	0.027121481098	0.16030126768	0.0555954942	0.045582398208
a28	0.0466756412	0.017623898048	0.039400519	0.0940529886	0.1245199505	0.1528004348	0.1273599842	0.152149843444	0.03338783573	0.139022291812	0.05571805632	0.017288565608
a31	0.0572136194	0.03425015376	0.0238638922	0.0281227646	0.10972820332	0.144976483	0.1301482654	0.059874577964	0.120707650512	0.05834984558	0.14021992106	0.092544587146
a39	0.0604500146	0.01904740792	0.03196786114	0.037824963	0.083988787	0.1140210194	0.1108164814	0.083854539564	0.089179278496	0.152318826972	0.150462059	0.066068753776
a33	0.0399482911	0.01212114726	0.0291763551	0.0568715132	0.1014367558	0.2279440554	0.134800964	0.062602645548	0.019426244078	0.14078931986	0.1083374566	0.066545278096
a31	0.0436771815	0.01027815216	0.0590312088	0.101434038	0.1496215596	0.2005970046	0.131673898	0.071908102346	0.024021679142	0.094272768544	0.07244852236	0.04103590193
a24	0.0632164884	0.0263524965	0.05141027376	0.0651277324	0.1131775436	0.1785453952	0.1451923828	0.062135464746	0.050263767894	0.058636179564	0.0867238168	0.09921845856
a37	0.0688519396	0.0235797418	0.0471378454	0.0520765788	0.1441624356	0.227558684	0.1627131932	0.035892516634	0.024515319468	0.08334932528	0.0560828828	0.074079526074
a14	0.04526551788	0.01988886132	0.056819477	0.0577498014	0.1259595754	0.2455484852	0.1384886188	0.028990046448	0.041282320292	0.10865833012	0.06124189298	0.070107073794
a20	0.036839436	0.0160160541	0.0567237654	0.0577229566	0.1328374566	0.2333701056	0.128541827	0.039684631294	0.062336525547	0.11471541078	0.0665654423	0.054646350012
a28	0.0412476826	0.018970025	0.0565586048	0.064422632	0.139562984	0.2392888826	0.1171758884	0.027301923438	0.068868966911	0.090549326446	0.06096913226	0.07508398744
a5	0.04325049712	0.03071099966	0.0457609048	0.0564115498	0.11757638	0.1901728596	0.1316527292	0.034719551158	0.0942651827864	0.09696125724	0.05888881676	0.099629271152
a17	0.07130959954	0.05324553394	0.0397539576	0.0430101914	0.1047327481	0.16691273948	0.128990427	0.03795264987	0.080652502608	0.11477223102	0.0617062151	0.09696118812
a21	0.0439564496	0.031241748672	0.0411040556	0.0550744836	0.096140184	0.14016724116	0.12530107	0.0363626739772	0.0700886686948	0.161241969328	0.07745494926	0.12186649781
a8	0.0486987044	0.05401478582	0.040170149	0.0516727795	0.0900542961	0.12978371572	0.1223484845	0.0407004832872	0.048759356782	0.164481530252	0.09192660618	0.117389089844
a31	0.0435194462	0.07144182522	0.05320302608	0.0619474164	0.0995974304	0.11570726452	0.1194642686	0.036334083776	0.0562337984576	0.169182490058	0.08014327708	0.093225656031
a20	0.039168797	0.03357337688	0.03323049134	0.04685666	0.10933376	0.1252272136	0.1548339412	0.053092403664	0.0928256794688	0.126837274352	0.11190560704	0.0731148013588
a3	0.0536656786	0.0436772664	0.0526222708	0.055477669	0.124247076	0.1736284788	0.1857777588	0.05260128341	0.048380052458	0.05979656762	0.05138963316	0.09873627048
a20	0.0482724574	0.05998913014	0.0605457814	0.0758952768	0.1311289532	0.126120795	0.162111331	0.049803483526	0.061326881246	0.080212507676	0.05324269012	0.091350687434
a10	0.0566463348	0.08552268772	0.056176028	0.0817842066	0.110597723	0.1132142444	0.185114811	0.05738981968	0.057007711292	0.05797670226	0.049673413	0.08889632364
a31	0.0554887226	0.1037333	0.0678612728	0.088596321	0.117642649	0.112230917	0.1667565554	0.051108177276	0.056725113528	0.05305368234	0.04825492094	0.07854839908
a20	0.04483953428	0.0515406508	0.04570077768	0.0657894086	0.1437669972	0.137315804	0.1748950812	0.051689058424	0.0680246380844	0.0589909994614	0.08206710585	0.0753799687354
