 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
a31	0.0957516114	0.0549949732	0.12256804086	0.14741553374	0.20749564784	0.01124954631	0.03106576064	0.02028094754	0.0418269146	0.267351010292
a20	0.029511486543	0.020270640596	0.13763599872	0.191298708636	0.08043922958	0.1646192958	0.0822259228	0.1951868506	0.082955465531	0.0158564131325
a31	0.009868829352	0.0178922230148	0.08276534667	0.145940881832	0.15310612582	0.2769962244	0.1143465214	0.068563436	0.0526832036262	0.0778371621548
a21	0.002553127244	0.004509832064	0.037824265816	0.22620722351	0.06757191406	0.23216713896	0.06213866476	0.1108564782	0.231249734167	0.024921669546
a31	0.00591138319	0.0090989075514	0.0638399406	0.2003521358	0.2003110327	0.25876622116	0.09052428476	0.082169163	0.051182201076	0.0378447162556
a13	0.04059261034	0.049394910542	0.1090067597	0.2246705632	0.22755679823	0.13303900146	0.05754726292	0.0731369812	0.031708938564	0.05334611796
a31	0.0640023961	0.056044378	0.1192248278	0.2401321678	0.15110042178	0.072859562656	0.082153706128	0.1218392394	0.065087780774	0.02755552614
a6	0.0419745294	0.05621027354	0.1450011954	0.1861978224	0.17949613484	0.07337459009	0.10215569768	0.1250244528	0.063434011392	0.02713126212
a46	0.04553334712	0.059906495848	0.1529894954	0.2293029916	0.19228674766	0.10161570807	0.051143305346	0.064654611	0.060772093746	0.04179518888
a31	0.0766279474	0.08229267126	0.1033636756	0.11851543658	0.31861377866	0.05189653967	0.07154527152	0.06980857552	0.06802786203	0.03930826022
a46	0.0410872636	0.07195374274	0.1535138106	0.1137362468	0.220990816	0.08415892898	0.0700525308	0.107649911	0.0772638545	0.05959293404
a11	0.09824137946	0.08639586044	0.0948164314	0.134724337826	0.3302888689	0.053196921432	0.035153293028	0.0458711012	0.07722339102	0.0440884286
a37	0.0810252857	0.10526839136	0.1293684662	0.1162432833	0.2814028572	0.07864902502	0.04585919932	0.0443171234	0.0525207694	0.0653456044
a18	0.07283945758	0.08610242176	0.1152450532	0.1006831272	0.2603705616	0.097280139642	0.083970196	0.08264797	0.046091241	0.054769832274
a46	0.07735679848	0.09329583163	0.122837843	0.10093811566	0.2721361254	0.09844400781	0.0797702742	0.0710369926	0.03631585046	0.04786818786
a31	0.07312284092	0.06685996694	0.1148100986	0.12306134986	0.2562647854	0.08364791917	0.0637860918	0.0636183652	0.04665262306	0.108175973414
a20	0.0370292451	0.12443306864	0.0843932974	0.0654737782	0.2876110324	0.093566774962	0.064114604	0.0485001496	0.110700251	0.08417778442
a35	0.10223341336	0.101961246474	0.08144171858	0.06119146034	0.299496532	0.082943796579	0.0702780584	0.0552903403	0.0395565546	0.10560686132
a6	0.09688438214	0.084221757592	0.09742523586	0.07321183712	0.2814310454	0.098426281052	0.0779908686	0.047587239	0.04033366666	0.102487669948
a13	0.10573186926	0.09242337068	0.0904733416	0.0773719482	0.2779706806	0.071136452688	0.0717334338	0.05495795286	0.0567477868	0.10145318682
a28	0.0841777243	0.116572084968	0.09544651074	0.10539448034	0.3062547192	0.085443110312	0.0607641038	0.04693616308	0.040948142688	0.058062942088
a31	0.09294941978	0.1142665791	0.06847235448	0.056129422	0.29884257	0.081780253194	0.0614341262	0.04813034106	0.04902553556	0.128969393146
a10	0.06211175162	0.10169436826	0.06037581774	0.06055480306	0.2673550948	0.082186422862	0.0614329314	0.0599893386	0.1155692456	0.128730231482
a24	0.13848182722	0.140886777748	0.0805633368	0.039523958	0.2713497192	0.06241570987	0.05276378946	0.04570980516	0.04681968582	0.121485419746
a31	0.1227042687	0.138985593546	0.06696030156	0.0518381174	0.262278729	0.0592525833976	0.0560186874	0.05318015704	0.0569455302	0.131836039944
</S>	0.06699004384	0.08420849508	0.0597904022	0.0598552526	0.2501318274	0.060419195212	0.0664449328	0.0842200032	0.10517133854	0.162768516508
