 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.2266072606	0.06904853016	0.05493361372	0.06006786216	0.011121769832	0.03378000906	0.1483869812	0.39605396462
a39	0.17797546	0.201071619347	0.027955273266	0.03028433116	0.032560290104	0.01795218736	0.363761082	0.14843971432
a41	0.09286604137	0.0695554735788	0.142129188223	0.043947945204	0.01731398021	0.16024162168	0.2614842266	0.212461555846
a39	0.1073864086	0.066173245512	0.17569539676	0.13816727214	0.06094307048	0.0410639098	0.2743204461	0.13625025312
a20	0.0627011876	0.0664481107	0.139149282308	0.16368104088	0.16942518918	0.0778272142	0.17996641548	0.140801576026
a0	0.214082219	0.13719104824	0.04161948146	0.10435176842	0.116330045454	0.0697524746	0.14375433258	0.172918625028
a31	0.187791767	0.157796672748	0.02184477878	0.076275148	0.0865719578	0.0647498642	0.19438694	0.210582878718
a13	0.1019109522	0.106608624754	0.0464089089	0.1059716424	0.09784475332	0.04168149292	0.339764278	0.1598093273
a17	0.1179506154	0.087817003012	0.0408121756	0.0797754778	0.11867983504	0.0850811134	0.2945176674	0.1753661648
a31	0.09516517992	0.09718840914	0.0640075452	0.1060564012	0.08093268774	0.0774148242	0.2960275668	0.183207374
a3	0.111738322	0.1857983958	0.1347222922	0.088011122	0.0477234076	0.0839156448	0.1845341322	0.1635566772
a46	0.08823331348	0.10951926986	0.0982690264	0.1497810988	0.1003104066	0.1061772208	0.2093187206	0.1383909466
</S>	0.092896851	0.11091490714	0.0836330598	0.185817018	0.131393938	0.1235351734	0.1784919908	0.0933170714
