 	avete	cucinato	le	verdure	</S>
a20	0.204379596	0.291356787	0.2231169434	0.1483462866	0.1328003901
a31	0.21465661866	0.239668192	0.3703743388	0.144001065452	0.031299807688
a37	0.29403666514	0.2028722262	0.41790891	0.0796210457	0.00556112311886
a10	0.17294914828	0.178248027548	0.2166740518	0.35276974978	0.0793589912
a20	0.11725802888	0.22145107936	0.281678441	0.2966839012	0.08292856176
a28	0.28256792348	0.20020339352	0.1013025178	0.36415170292	0.0517744504
a20	0.1050647726	0.2125882826	0.164735286	0.4221376342	0.0954739898
a33	0.13060814684	0.1673877826	0.1781058398	0.35997684048	0.1639213652
a8	0.14623498572	0.17784635	0.204593651	0.3086526196	0.1626723736
</S>	0.18499265972	0.1707659132	0.1677715946	0.2655388672	0.2109309576
