 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.1752430614	0.124366046	0.0373585008	0.09926738052	0.046535558156	0.03992482536	0.064539906	0.1746567404	0.23810799208
a20	0.0424216112	0.0619500993952	0.0401681787	0.0704821742896	0.0239253707408	0.202398375386	0.0659143847826	0.269352383808	0.22338740742
a28	0.156968491804	0.0692794073522	0.110613030941	0.11098668676	0.00382854750332	0.069974878924	0.0108901101631	0.252486155005	0.214972695056
a31	0.0769750962	0.0476113268	0.1245384653	0.111933011698	0.015879320011	0.069096860808	0.030311968576	0.31457767088	0.2090762314
a39	0.098177704	0.062220880852	0.118729682766	0.07558382092	0.00612603537	0.06037706078	0.008450135826	0.38033206444	0.190002592458
a24	0.05313737582	0.081540687858	0.07838688268	0.066824488724	0.013544035109	0.016781962156	0.036345833432	0.438007077388	0.21543163054
a31	0.1831093914	0.06025930372	0.09090220252	0.085035759986	0.015533319828	0.047508089368	0.06992099832	0.282787781672	0.16494316056
a17	0.1565421296	0.08018070472	0.0835017954	0.02761956116	0.031703074496	0.10469779838	0.1146594736	0.23176952354	0.1693259693
a31	0.0844154208	0.0908507628	0.11050335124	0.16424244281	0.0199959303068	0.06137482355	0.14420072398	0.2252983936	0.09911816154
a39	0.0730253592	0.1338493216	0.0814466748	0.06229713198	0.02300325628	0.07316827172	0.15023745676	0.3116590474	0.091313458
a41	0.1069786981	0.17535882182	0.07250536628	0.151020251968	0.015023122788	0.07310203684	0.09646859506	0.2227783638	0.0867647294
a31	0.12671007	0.18541696854	0.11176112772	0.10269442924	0.023184488364	0.05013844874	0.0613387168	0.20447069676	0.1342850648
a33	0.0928467864	0.0980380836	0.0879320912	0.06651264192	0.03429063902	0.0414956366	0.1042021746	0.191760767	0.2829211584
a31	0.1566831688	0.1470174859	0.11679368496	0.1209878192	0.024929393784	0.030852406	0.03097758882	0.1929712642	0.1787871724
</S>	0.1224776098	0.0812731664	0.0851509748	0.07689921792	0.06806785796	0.051067099	0.0876730564	0.1505038104	0.2768872067
