 	deve	che	entra	da	qui	</S>
a31	0.1104412508	0.18157402328	0.23171530708	0.1189496248	0.1735406026	0.18377919206
a21	0.054671502448	0.16374186098	0.2995619694	0.18205804542	0.18313574104	0.11683088672
a31	0.08671654162	0.25642346891	0.3890851512	0.102129676	0.0931102530125	0.072534920218
a20	0.176677353632	0.39735916521	0.252721612	0.02959875278	0.0809845410472	0.0626585944
a11	0.138470488788	0.257737941862	0.362820773902	0.040122647786	0.0804171438864	0.12043098976
a31	0.11148900508	0.273908210504	0.349449496	0.05554134112	0.080555767089	0.129056188106
a37	0.13258865916	0.187756280426	0.300814286	0.1330967059	0.077903282816	0.16784076192
a31	0.0451219552	0.083404348324	0.4433356764	0.0920194308	0.157060661168	0.17905788784
a8	0.161772008	0.146500793386	0.2766152314	0.2139471178	0.09594502	0.105219822
a31	0.1354748764	0.161219114356	0.20954037	0.16238799552	0.1757650414	0.1556125732
a46	0.20901126	0.08403541428	0.229540864	0.1244220921	0.1470546648	0.2059357046
a31	0.1413063482	0.1014945752	0.1898487272	0.1118494636	0.2395220688	0.2159788156
</S>	0.206023888	0.0906000172	0.230032607	0.124008849	0.1526625408	0.1966720998
