 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.05520391156	0.0964299194	0.16582303992	0.091627218	0.0592895028	0.207617693	0.3240087248
a0	0.222194435366	0.21665105704	0.0700119128	0.1494120154	0.15354779486	0.15265842878	0.035524383847
a31	0.0900716866668	0.092270661616	0.12387353338	0.08730690368	0.203720155814	0.2423609179	0.160396137733
a13	0.142400758352	0.02277747046	0.18371035956	0.0876221386	0.2640274152	0.2416321388	0.057829672014
a31	0.0499522694618	0.027239342366	0.14707813516	0.1535229757	0.26644831	0.30757710974	0.048181847737
a8	0.114971656588	0.01102255804	0.2093387146	0.1275264614	0.25757407	0.2472904556	0.032276092294
a31	0.174707614042	0.012374976734	0.14783850132	0.1980763559	0.10601853	0.3318726286	0.0291113666
a13	0.075392727928	0.1368503888	0.1347834104	0.1321389232	0.2031805728	0.2722268344	0.0454271286
a31	0.068203967668	0.04261818972	0.1585575742	0.30734462	0.154041158	0.239309562	0.0299249372
a17	0.04567232194	0.1033573876	0.1186035506	0.18266512	0.2080350332	0.2462227894	0.0954437648
a31	0.126343224388	0.0870310328	0.1410720398	0.289916218	0.084377259	0.197516028	0.073744208
a13	0.07989779854	0.0598696288	0.1261281948	0.2049674	0.198508984	0.214078161	0.1165498776
a31	0.10794846442	0.0645726224	0.1498345766	0.2610434728	0.120001558	0.2053154052	0.0912838673
a28	0.094746106	0.093775423	0.1383035154	0.209716444	0.15612573	0.2038731556	0.1034596238
a10	0.10362098204	0.071280683	0.1391647108	0.221412054	0.120627904	0.214078944	0.129814724
a31	0.06840888766	0.1342963094	0.1109981124	0.229814336	0.109189598	0.2102897568	0.1370030202
a30	0.0704115686	0.1085182116	0.1328311792	0.2195432412	0.149532517	0.197579591	0.121583666
a31	0.06803129436	0.0946118808	0.1488631662	0.265059013	0.1159350772	0.17717679	0.1303227694
a20	0.0913824958	0.1431960628	0.144463701	0.203297842	0.139556512	0.158320166	0.1197832066
a28	0.0863287832	0.114883386	0.16198942728	0.210884914	0.1260170594	0.1961947074	0.103701721
a31	0.07206489302	0.1534004794	0.1178042975	0.202250734	0.111717258	0.1979956204	0.144766726
a35	0.1104316688	0.136000456	0.11946991	0.1936771688	0.1172658252	0.1630947548	0.1600602284
a31	0.07825504648	0.1034954228	0.1191327572	0.1569866368	0.129890822	0.232252114	0.1799872044
a46	0.1415375224	0.1171826896	0.1016262702	0.1862254048	0.108190612	0.182391996	0.1628454932
a31	0.081786364	0.1092576518	0.11255247252	0.1242765458	0.1300309652	0.245934844	0.196161128
a10	0.146965504	0.1124093914	0.0987723922	0.176824264	0.108977961	0.2008379812	0.1552124914
a8	0.0975474298	0.16407215434	0.0956314518	0.1458633498	0.1117681528	0.2292167534	0.155900723
a31	0.1093269157	0.1742292114	0.1021293484	0.101010794	0.1159728438	0.2377550356	0.1595758678
</S>	0.1350057044	0.1128715888	0.1023616786	0.17669769	0.1147894292	0.2122859212	0.1459879574
