 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.2553860598	0.04935360238	0.022186400636	0.0505807597	0.0462221646	0.02947476464	0.04811540154	0.02917539928	0.0405313435	0.0207249032	0.0511560652	0.1797783886	0.1773147468
a39	0.155115954803	0.0127510719648	0.004867537392	0.03466153735	0.1296056583	0.020894303868	0.084847987806	0.00513807162	0.16052686716	0.06824703756	0.109726982239	0.1919413748	0.0216756198
a31	0.0612496790228	0.0549203290054	0.01238838546	0.078744140132	0.164755584	0.0483434222137	0.22022248666	0.00633437026	0.0640402028	0.02422410502	0.01182200792	0.2121524568	0.040802813089
a18	0.0478147152886	0.043893410142	0.0235309407	0.050237131912	0.04673541124	0.0177687308019	0.13451509124	0.0223249026	0.0864678283	0.0688078288	0.150138652068	0.2674180466	0.040347324
a37	0.0978177565072	0.023137146894	0.0132159406	0.06291845084	0.2293660716	0.032380567776	0.16173242172	0.02683913502	0.11459448824	0.04368725456	0.01228407472	0.14777693819	0.0342497498168
a11	0.081512032036	0.02089669201	0.1002905346	0.08661400972	0.1004469732	0.02888607713	0.13259979764	0.069455256	0.13557980586	0.0305353578	0.11572040306	0.07562386208	0.02183924934
a18	0.18209267261	0.012224382153	0.1228861214	0.04866601352	0.0711976448	0.028487475484	0.08463165758	0.05309767852	0.11160060806	0.0311954415	0.16363749746	0.0659652074	0.024317600076
a31	0.1872877404	0.01012747534	0.09883448214	0.04849181994	0.0749804264	0.03309794098	0.07083763988	0.05859770086	0.1044240159	0.0300759286	0.16232645722	0.0855568476	0.0353615136
a18	0.1013275836	0.0247955579	0.0591810026	0.05367946324	0.0692035894	0.025875280002	0.06350786194	0.05360564344	0.13404126934	0.1277307864	0.0629727064	0.1301486262	0.0939305946
a46	0.13635901414	0.01796484526	0.10615113	0.03768582516	0.0948174778	0.04169947046	0.0830573324	0.0770158044	0.093906846	0.0456174942	0.0496456492	0.136358907	0.0797201926
a31	0.15231041306	0.02039378524	0.0732637	0.03795779184	0.0989292886	0.0428296932	0.10010606708	0.1360492892	0.0958927384	0.0927605962	0.03307096928	0.09698442546	0.01945124572
a46	0.051603557	0.0466982349	0.02537042416	0.03524889234	0.0686740362	0.0368357919	0.0680414838	0.04269853252	0.11447542952	0.168410241	0.105505711	0.1874437812	0.0489938458
a31	0.092564592826	0.01605670232	0.049474731	0.0219401644	0.09958048	0.04333033474	0.10031228584	0.1138481132	0.07560103508	0.1130644294	0.06568053244	0.1686157876	0.03993078494
a15	0.0543975192	0.02260489202	0.0225975896	0.04268918146	0.080870147	0.0506149028	0.10556961	0.0551325152	0.1123638942	0.1072418612	0.1029262216	0.1799825658	0.063009125
a46	0.076216887606	0.02242118753	0.0503781086	0.02571815324	0.0972366386	0.038155463	0.11288985496	0.1489708144	0.0698821584	0.1013190538	0.07482791334	0.1541893408	0.02779441828
a31	0.102943003	0.01300445348	0.0800879684	0.04397085166	0.14846379	0.0538625794	0.1269629242	0.07190031672	0.0591075444	0.0950169327	0.072378831594	0.09694922974	0.0353516194
a13	0.0572800868	0.02745467898	0.0344230073	0.03487033124	0.0765095406	0.042980804	0.1218347292	0.04367808728	0.123660963	0.119347987	0.0922355638	0.166524534	0.059199689
a39	0.0652571959	0.029496016512	0.0937490452	0.03423507864	0.1135178868	0.0442920702	0.1011907924	0.1063997158	0.0547952062	0.08051875512	0.0553318081	0.1480829124	0.0731335248
a20	0.1179062426	0.02233862176	0.1395661452	0.0394310388	0.1367079524	0.0515328767	0.1124145026	0.0833468606	0.0433059226	0.0628440478	0.038001318	0.07508580968	0.0775186758
a46	0.1819212344	0.02962955416	0.1367031054	0.02878980024	0.1222163582	0.04253358288	0.0980374132	0.0538705234	0.0448069901	0.04098414806	0.058422032	0.07404415872	0.0880410772
a31	0.2033755923	0.02958024344	0.1215150728	0.03278027828	0.1087194846	0.04808875532	0.0882851164	0.068303501	0.040780087	0.05933060928	0.04830001836	0.06541729352	0.08552396466
a24	0.043197532	0.02312916134	0.07795873036	0.0254224963	0.0781759046	0.0273949366	0.0881453202	0.0247659288	0.1110608748	0.0771124034	0.101320523	0.19036572	0.1319504696
a31	0.0733309305	0.02978617978	0.13947397234	0.02935434594	0.1171913618	0.0498277028	0.1023358128	0.0695818292	0.0417741838	0.0465736414	0.05973826004	0.1016875412	0.13934425952
a24	0.048011449	0.03756867834	0.04075657446	0.03948700072	0.0840692382	0.0520511238	0.1158400978	0.04715418006	0.1008587366	0.0545184676	0.0862831054	0.1546501858	0.1387511854
a31	0.05824314232	0.030586445108	0.0810697334	0.03107941618	0.1155864976	0.0531817432	0.1119709866	0.0664804036	0.0366917048	0.055613606	0.07107807972	0.1235496484	0.1648685822
a46	0.0510958422	0.0339659398	0.03925807034	0.03562193288	0.084240281	0.0500795648	0.1217078316	0.05103002106	0.097312122	0.059925293	0.0833441598	0.139374926	0.1530439996
a39	0.05171408614	0.038588935426	0.0894671083	0.02754699682	0.1278130346	0.0438634504	0.1185035008	0.0835022115	0.0350978512	0.0677809725	0.061437057228	0.1122030702	0.14248174434
a31	0.0573637158	0.096608488042	0.07507791248	0.051164973298	0.1776678086	0.0575958534	0.1284820816	0.0616510634	0.0442871676	0.03575240018	0.040463313324	0.0501497514	0.12373546176
a37	0.0579930492	0.06140113048	0.04682504826	0.048763373212	0.1014932822	0.0631800152	0.1470977612	0.05382006088	0.0696582938	0.0431099706	0.0753480248	0.1029811822	0.12832878294
a18	0.0686035762	0.059110691348	0.0829435544	0.04941568201	0.158434388	0.0566149202	0.1396192972	0.06299481204	0.04100891594	0.03990833728	0.046638962784	0.069040687	0.12566617887
a31	0.0797694686	0.065781875528	0.0826464272	0.048839419908	0.1725660368	0.0529129726	0.1320528696	0.06377508086	0.03883056486	0.03669414182	0.044201144488	0.0523696376	0.12956035616
a20	0.0757182636	0.055710821	0.0561015192	0.0479102651	0.1007946648	0.0607859208	0.1563671278	0.05560558434	0.0647516576	0.0436205024	0.06767356866	0.0936290138	0.12133111648
a18	0.0597182008	0.049064458714	0.0966523332	0.049098607786	0.1544457012	0.0596363684	0.1392560492	0.06715246044	0.0373155414	0.04174136296	0.04996273688	0.0683392618	0.1276169156
a31	0.0788315028	0.096926702272	0.08111576668	0.060746926828	0.1615100676	0.055499634	0.132583053	0.0567960006	0.035290247	0.0334144546	0.03915084632	0.0445356078	0.12359918334
a1	0.0845530228	0.0630876034	0.0601011702	0.0570988382	0.1042093224	0.067075474	0.153212418	0.0547484961	0.0541991112	0.0411662485	0.06603174964	0.0828489282	0.1116675891
a39	0.0659048424	0.0483224395	0.1201216618	0.04152500092	0.1390477206	0.056479389	0.1507871564	0.07286960382	0.0351353738	0.04002511266	0.0480208789	0.0625040952	0.11925670756
a31	0.0856966596	0.1019198388	0.0577582214	0.04983048226	0.1419903326	0.0536562116	0.148993066	0.06564407462	0.0434992948	0.04069474052	0.04447368626	0.0487613586	0.11708198604
a46	0.0886372302	0.0690903732	0.0665607858	0.062443141	0.1047600888	0.0688868298	0.14176931	0.0533348674	0.0494849664	0.04136593996	0.06739784864	0.079664281	0.10660437408
a31	0.0794912434	0.06039110646	0.0688941546	0.047857188	0.1323394314	0.0529879984	0.1477328864	0.06381381484	0.03727960794	0.03869926682	0.05042791332	0.0744937884	0.1455916304
a46	0.1092982336	0.0696064924	0.0792100748	0.05871159354	0.0926928474	0.0600309088	0.123923636	0.051571148	0.0508726798	0.0476704836	0.06783675714	0.0788215966	0.10975352776
a28	0.1083127014	0.05152132274	0.0634843178	0.04909254004	0.1323804222	0.0563306934	0.148691893	0.06892365288	0.0409996986	0.04145521834	0.04592225688	0.0600250524	0.13286023292
</S>	0.1067938562	0.10102536616	0.052218213	0.0499350151	0.130734895	0.0577901282	0.1554483966	0.06965726064	0.047959305	0.0442459518	0.04649434378	0.052780193	0.08491704286
