 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
a31	0.0456819312248	0.0632601456726	0.093434651	0.07389611508	0.0658126922	0.0416443824	0.03151040362	0.03732544194	0.06740599256	0.01054845514	0.1591140822	0.079148512	0.0601287044	0.17108848698
a15	0.0016544356834	0.012056074	0.18732025558	0.049231668	0.06185197074	0.0542804911	0.0817458729	0.028335822266	0.376180075	0.07467181234	0.00922101438	0.028913010814	0.020600342026	0.013937167152
a20	0.00821750279166	0.07255539908	0.1150312476	0.1204985846	0.1027032276	0.0502181758	0.0776320138	0.0240684201	0.1424327482	0.0685224874	0.0267873548	0.0415417115126	0.029798493722	0.119992639751
a31	0.0048494846272	0.14410557608	0.0947623712	0.12263956554	0.1136424199	0.0709114822	0.0811813274	0.03049263554	0.0846845448	0.0517179764	0.07743511796	0.05339252554	0.0380098599	0.032175100686
a39	0.0019248913392	0.09829829148	0.0601406066	0.07781441118	0.0847442907	0.05374233974	0.1190254772	0.0618479177	0.141522678	0.0458593516	0.0641594986	0.0869081063494	0.0415047873532	0.062507370692
a31	0.027992891058	0.0661374792	0.1189781026	0.1218362148	0.0831044522	0.0884225904	0.1141531876	0.0174198129	0.0866419876	0.01834261582	0.05596422792	0.070740829778	0.07134259868	0.058923013198
a15	0.0242733320894	0.08985472918	0.0522831512	0.0663522096	0.0604183782	0.18012804354	0.0848536008	0.0546082302	0.1021343144	0.02218608536	0.03880544436	0.045323042052	0.1102221583	0.06855730266
a31	0.0313102273306	0.01873375422	0.0864238686	0.1151103418	0.0728619818	0.2135577326	0.1305178016	0.02781237956	0.0931194568	0.01268421232	0.03831739594	0.071155437836	0.04535490665	0.04304050548
a18	0.0220776544732	0.0970161515	0.0870156698	0.0797105178	0.0677732092	0.0557604462	0.1437716834	0.0502311886	0.1081780996	0.0257852968	0.04199243692	0.0480484402	0.0590552702	0.11358388876
a8	0.0091361620352	0.02923596432	0.1104873892	0.1185935966	0.0494447012	0.106588669	0.1060846282	0.03064496692	0.0534427288	0.00954358084	0.09354446048	0.06786624724	0.1329994992	0.0823874536
a31	0.0406103235106	0.0655254974	0.117064561	0.1268707316	0.0898952528	0.1399844272	0.1446137256	0.0408937673	0.0826783766	0.01647481654	0.0152974592	0.060189433268	0.03432020856	0.02558142254
a3	0.02318001983	0.1796804199	0.0799028338	0.0842111474	0.08028934334	0.048016075	0.0663449782	0.0328692616	0.10115461	0.0417949158	0.02783725292	0.08227841686	0.0675927823	0.08484796946
a31	0.0101342415602	0.16286634922	0.0989883938	0.1038524732	0.05245733112	0.04814055738	0.0929068342	0.03817829672	0.0446121924	0.01129293978	0.1039879678	0.08560817578	0.04594714674	0.10102712528
a39	0.019482526782	0.11735437552	0.0663986786	0.091886136	0.089628948	0.0486010682	0.0596614444	0.0244210544	0.114875344	0.0640563326	0.03919203992	0.1195971206	0.0557138382	0.08913112106
a31	0.0149325063506	0.10988766762	0.1541085614	0.1290165006	0.0826742464	0.0480506214	0.0819039142	0.0421751366	0.0603474536	0.01367064638	0.0745160116	0.08842706446	0.03517944618	0.0651102272
a17	0.0140982743296	0.05676301666	0.0670910366	0.0987816288	0.0973097406	0.050694766	0.0590232908	0.0262155954	0.122174465	0.068226296	0.03848651194	0.1343200678	0.0692396612	0.0975756124
a13	0.017314445491	0.06089584174	0.1848267198	0.1392170456	0.092203744	0.0454741946	0.072449357	0.0608491434	0.0991109054	0.0181503922	0.0403064812	0.08124781356	0.03477919616	0.05317473202
a20	0.0255239376804	0.06372807062	0.1825863074	0.141618522	0.1319621404	0.0581402678	0.0619832682	0.0228464716	0.0565476346	0.0233160799	0.0214142924	0.0975259042	0.04105744492	0.07174967308
a31	0.0270937736314	0.07012519662	0.166740512	0.125546121	0.129766846	0.0738588952	0.0820282912	0.021974439	0.0404292242	0.01663892484	0.06358539672	0.1188319037	0.0356167584	0.02776368952
