 	le	melanzane	vogliono	girate	</S>
a31	0.17635803092	0.3511507006	0.2343675928	0.0637649283	0.174358740198
a35	0.3357636324	0.3517160215	0.0183269466788	0.13793146474	0.156261973682
a41	0.11427729136	0.455211188	0.04242688294	0.1816834006	0.20640119146
a10	0.08621138382	0.3885162672	0.126218940172	0.209269847	0.1897835354
a18	0.11030522846	0.4394799184	0.0482056046	0.2941375742	0.1078716753
a35	0.238196236066	0.43889652454	0.0297606287	0.2253997354	0.06774687486
a31	0.158269306782	0.43802081273	0.0456742704	0.3025670664	0.0554686028
a34	0.1247590633	0.487432774	0.0924018312	0.24666113966	0.04874522914
a8	0.0858371537	0.341024685	0.230841586	0.1796410668	0.1626554936
a31	0.06666947212	0.2585859784	0.2122291682	0.2627507629	0.19976461286
a8	0.097515285928	0.297450103	0.1271809356	0.1427182488	0.33513543086
</S>	0.0986884408	0.3081114856	0.1878337602	0.1455202326	0.2598460574
