 	non	ho	cosa	a	fare	</S>
a8	0.12971479588	0.2175135576	0.103953988	0.1715970548	0.1900202802	0.1872003442
a31	0.116597600676	0.21383333792	0.276579494	0.1423282486	0.21041038294	0.040250934694
a37	0.0854994646026	0.20553122252	0.29158284616	0.080800866	0.2989292454	0.0376563117156
a10	0.022942506224	0.080868691194	0.127136342	0.1115159642	0.492667096	0.164869412604
a37	0.0523018532	0.155357325	0.19970886128	0.1546728226	0.2740169388	0.1639421926
a10	0.0828412948	0.1541175414	0.1665826842	0.1706197828	0.3181115004	0.10772717467
a0	0.16869900206	0.1884285468	0.165686832	0.106849677	0.2820307106	0.088305252
a20	0.12080688086	0.149211268	0.15485198236	0.131932852	0.32812119	0.1150758412
a17	0.05348803362	0.184389658	0.1389815708	0.149351076	0.4116010492	0.0621886142
a20	0.05919079344	0.1834495284	0.15268772272	0.17433481	0.352468314	0.0778688494
a8	0.076645238134	0.1430694078	0.11936635922	0.179610142	0.35945004	0.1218588076
</S>	0.1100280371	0.175249139	0.1247053712	0.145865636	0.3031710414	0.1409807842
