 	è	che	stanno	ancora	alzati	</S>
a20	0.18433102154	0.12174057824	0.1651345814	0.19730047451	0.09595497474	0.23553837232
a31	0.159447956824	0.0720310985841	0.160260188176	0.0852267504	0.35054589826	0.172488072904
a20	0.0778384089276	0.03682161601	0.11554930486	0.2074193972	0.511926862	0.0504444160834
a31	0.02344215903	0.01726962876	0.07013261398	0.3071239456	0.4695686568	0.112462993248
a20	0.0419223255654	0.0268573160238	0.112170061279	0.1969349294	0.544926442	0.077188925902
a28	0.027090385266	0.057662273538	0.09758081564	0.38372813	0.22041514716	0.213523244524
a31	0.03716977726	0.1743340236	0.16056802976	0.240821637	0.1278312409	0.259275276414
a29	0.10651870652	0.0793467614	0.2653783166	0.2950590414	0.1982886065	0.05540858436
a46	0.11296447108	0.1104929394	0.18058358768	0.3069033632	0.10941202528	0.17964359684
a31	0.1070083862	0.1005665718	0.2020488508	0.2125825366	0.13783024952	0.239963385206
a20	0.05164325876	0.0903745356	0.2422106918	0.214474537	0.1855579882	0.21573899203
a31	0.10280458638	0.10451831356	0.1893495038	0.1967118666	0.1826464726	0.22396926908
a39	0.0660781132	0.12474807546	0.226054783	0.2149099894	0.10261781884	0.265591211783
a20	0.0926627222	0.09709097588	0.225266162	0.284831968	0.13686613888	0.16328206094
a8	0.1140033754	0.1421306388	0.2241146768	0.207203268	0.16547072498	0.14707732546
a20	0.0956387651	0.1076597082	0.315688558	0.173885276	0.20046176152	0.10666591582
a24	0.1038407238	0.1900327606	0.254538118	0.1750714022	0.14900543054	0.12751156254
a46	0.10124346512	0.178573928	0.2813725528	0.2171209794	0.1573870815	0.06430201174
a8	0.13099561194	0.1703471532	0.257562552	0.2285438064	0.16017335614	0.05237751756
a23	0.133459631	0.14203241608	0.27170834	0.219173756	0.179045654	0.054580192394
a8	0.13180112254	0.1383570098	0.2927757828	0.2112055026	0.1570727839	0.06878779802
</S>	0.1366165542	0.13208893652	0.293279368	0.2250881268	0.1543210113	0.058606002404
