 	hai	già	mangiato	</S>
a38	0.20257510696	0.3016648424	0.3047678024	0.19099225312
a31	0.5472479148	0.338927638148	0.06710969075	0.046714743983
a20	0.572405274	0.329584621679	0.09699554962	0.001014525778
a31	0.475057254	0.332112100068	0.17346037216	0.01937029431
a27	0.199197404	0.6364518524	0.1525967864	0.01175392938
a31	0.506711776	0.182386306459	0.2662826039	0.0446192945
a20	0.330240902	0.516375784	0.1135104874	0.0398728186
a31	0.534701654	0.12758762368	0.2018288702	0.1358818294
a39	0.627099152	0.1576670648	0.1055382162	0.1096955962
a20	0.3385641404	0.1900122376	0.375441922	0.0959816902
a10	0.266201914	0.189213	0.437366232	0.1072188606
</S>	0.289006074	0.2036219538	0.3181951408	0.189176837
