 	lo	ho	finito	di	fare	</S>
a8	0.121647063	0.3137164682	0.0564846275	0.1379269082	0.1371675064	0.23305742412
a31	0.20445123329	0.29125476588	0.1949495742	0.19620990914	0.074438824854	0.038695715522
a20	0.20876076984	0.186447766	0.295497733202	0.05700394808	0.243792253	0.0084975117644
a24	0.17485782128	0.096738353	0.293925884534	0.0446017988	0.3596347568	0.0302413672
a18	0.2176660572	0.217215585	0.10588977592	0.106031028	0.19651027738	0.1566872842
a31	0.3055796124	0.3260685134	0.113976384944	0.0622719739	0.09946251754	0.092640975504
a20	0.1374035226	0.339563012	0.1814525504	0.0658561162	0.17063286412	0.10509195478
a10	0.2194222696	0.1242163608	0.26479024294	0.0809940798	0.2121736974	0.09840330536
a20	0.2134932358	0.1731505542	0.25213438401	0.1108855324	0.2037256634	0.046610569
a7	0.1542211402	0.1702101434	0.27823353902	0.106361537	0.1597742018	0.13119949
a31	0.1162464594	0.2086755068	0.218183792	0.1265911648	0.1083440182	0.2219590408
a20	0.067586604	0.2441535576	0.16174386908	0.1950784392	0.2104022768	0.1210352112
a18	0.1308246258	0.228262109	0.16108376666	0.155828988	0.176310028	0.1476905058
a24	0.1369789134	0.197423441	0.16578883248	0.136311871	0.211146292	0.152350654
a46	0.1109770226	0.25243405	0.14247595224	0.132578271	0.198214542	0.1633201466
a31	0.1531906738	0.251758732	0.11191021796	0.117343082	0.2094215106	0.1563757584
a33	0.0857092538	0.1531549368	0.10985949016	0.182442392	0.285996378	0.1828375232
a8	0.2084019782	0.240500702	0.0870399722	0.102387227	0.1832845208	0.178385598
</S>	0.1900043838	0.227802624	0.11236094714	0.1189096	0.2251400944	0.125782355
