 	mi	si	gonfiò	il	dito	</S>
a31	0.32005038964	0.2177149432	0.173305107154	0.2088581214	0.03714337808	0.04292805934
a11	0.377203609162	0.068683754706	0.241524405892	0.1106127172	0.19001737596	0.011958160214
a31	0.240186945929	0.051703146376	0.136758012321	0.16641562312	0.34071386096	0.06422240712
a15	0.472337471392	0.07236625148	0.139941548886	0.09296102626	0.19225370054	0.030140022628
a31	0.0826310619724	0.044480699446	0.29373837155	0.2153958102	0.29582823108	0.0679258047606
a0	0.33262574039	0.05021085571	0.257978150898	0.1336593698	0.13208822712	0.093437607446
a46	0.343981015083	0.01429847192	0.16005179954	0.2248016068	0.1268737319	0.1299933924
a31	0.25962736682	0.03179050306	0.20412449291	0.26079216	0.1420666376	0.1015988685
a18	0.23727512461	0.064542502	0.22398642796	0.1835198854	0.1483129564	0.142363122038
a31	0.15547426888	0.06262842358	0.24134271368	0.34430678	0.0949713012	0.1012765073
a24	0.12542134673	0.0700262265	0.2258297038	0.235953452	0.10461001248	0.238159249372
a28	0.10103901332	0.0764951531	0.26575699584	0.305702854	0.06516498068	0.18584098258
a13	0.11761376192	0.14783849968	0.264085262	0.187670022	0.09045674438	0.1923356878
a20	0.12180095706	0.1555498476	0.2405981328	0.1895204	0.11181687066	0.18071375834
a17	0.21872492324	0.1681820002	0.227708196	0.1559544708	0.0687074396	0.1607229556
a39	0.2537313574	0.1691559276	0.224106892	0.1394174198	0.067164401	0.14642399594
a20	0.24671335694	0.140969305	0.242693652	0.1386465724	0.0884724722	0.14250467134
a31	0.28471740828	0.1188502144	0.2490131652	0.1340515734	0.0703953464	0.1429723046
a41	0.1614701794	0.139388013	0.2902338872	0.158013843	0.0962894084	0.15460465314
a8	0.25164926746	0.1093428096	0.2419332114	0.1389117708	0.099372166	0.1587908194
a37	0.2078909344	0.1400969686	0.2448613858	0.151190412	0.0995026946	0.1564575728
a8	0.26345565972	0.092241596	0.2208458014	0.1418362316	0.1085300412	0.17309063312
</S>	0.2140105994	0.144339458	0.213262475	0.1541780266	0.0977461678	0.1764632892
