 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.215846514522	0.0840587674	0.1552797762	0.0634367714	0.11058076428	0.1691684872	0.2016289284
a31	0.0143339417388	0.046427880934	0.41558842	0.242044948	0.16129545388	0.04815559908	0.072153745278
a6	0.04255220411	0.00710716012	0.477175502	0.1850524106	0.158112573092	0.10802484068	0.0219753254929
a31	0.077931494085	0.03129285164	0.4267962912	0.231141514	0.0203417128	0.176954805634	0.03554130504
a37	0.0472942337542	0.054004333552	0.3006393732	0.2994322316	0.02288557552	0.239384399132	0.0363598555994
a31	0.166347130315	0.043887059488	0.225907016	0.2818434584	0.07997712328	0.159656894264	0.04238133088
a17	0.085089281888	0.043309730586	0.2537405552	0.3196252226	0.027981530864	0.24506360162	0.02519005946
a31	0.0640280944128	0.028919222896	0.33898813188	0.2869628328	0.0209141482	0.172795273068	0.0873922954738
a17	0.034838420136	0.05475599726	0.275431185	0.3269373854	0.04663749586	0.23771873388	0.02368080038
a31	0.063697713843	0.03622059458	0.364572724	0.266967998	0.044897711494	0.1571085685	0.06653466652
a8	0.046632349066	0.06372732724	0.381820029	0.2183874788	0.0578086309	0.1922526832	0.0393714926
a31	0.103150488006	0.10323043192	0.3027335132	0.143079336	0.08370982704	0.1676312052	0.0964651862
a28	0.08026151031	0.08839037832	0.300255351	0.137972513	0.0589392996	0.1486106842	0.1855702396
a0	0.155104045976	0.15230895084	0.2838391836	0.087512786	0.0432624042	0.1006167482	0.1773558625
a41	0.155730064334	0.1490391526	0.293522076	0.0790840442	0.07089559668	0.1272770588	0.124451988
a39	0.127822717516	0.190122878	0.296299923	0.0762049446	0.0620879866	0.08052494994	0.1669366036
a31	0.11372123904	0.1820655777	0.251738192	0.0613021732	0.070823524	0.09663795202	0.2237113452
a39	0.14668864672	0.1799168478	0.227656218	0.0806024102	0.05199181368	0.0940113678	0.2191327113
a31	0.10203689158	0.1908283658	0.238749882	0.060699471	0.0810480556	0.12309403	0.2035433192
a18	0.1518912907	0.200625401	0.2196583422	0.0819077176	0.051840604	0.1107204862	0.18335618486
a31	0.103036452712	0.1879980056	0.222828434	0.0650643802	0.0823263076	0.1547572966	0.183989152
a18	0.1520030947	0.2095908218	0.212413622	0.080615725	0.0545464953	0.122615216	0.1682149838
a31	0.10528263212	0.2027342522	0.196944916	0.0688092706	0.0844758226	0.1767062962	0.1650468116
a39	0.15461012146	0.2288918132	0.2037025304	0.0794711896	0.057566878	0.1247546322	0.151002895
a41	0.1007245738	0.1954163304	0.189014958	0.0801611718	0.0833934564	0.195531036	0.1557584762
a8	0.13791562072	0.2018777908	0.1373189962	0.0763194241	0.086691905	0.206769368	0.1531069236
a31	0.0965493933	0.1884902156	0.175776198	0.082206138	0.0988424896	0.2040668474	0.1540687234
a46	0.135108841	0.1970490312	0.180481554	0.0876582624	0.0724308528	0.1553392584	0.1719322012
a8	0.1033600488	0.1781737084	0.176746698	0.0819443628	0.092113217	0.2112328936	0.1564290926
</S>	0.1218537244	0.1783197004	0.160481012	0.0870763962	0.0994437748	0.2089524406	0.1438729754
