 	sono	stato	sempre	poveretti	</S>
a20	0.113058776294	0.111982677471	0.2201718878	0.3189015308	0.2358851142
a4	0.008966374658	0.0530067151956	0.533275884	0.388470709688	0.01628032139
a31	0.099600403016	0.09297709558	0.505716982	0.282490175	0.0192153129
a38	0.13612621642	0.16040482426	0.307775755	0.3708129354	0.0248802628
a31	0.189548011559	0.12616180168	0.386835202	0.2251255316	0.07232944884
a7	0.217596111034	0.2086475541	0.24898296	0.2814480126	0.04332537234
a31	0.151785818027	0.06851213596	0.307414896	0.341892759	0.13039440526
a21	0.0931433279424	0.06401188636	0.1686334016	0.509510038	0.1647013538
a20	0.0214419676135	0.0146765875	0.2194918666	0.4787203452	0.2656692154
a8	0.0267335298141	0.01814926146	0.1794470112	0.4975678554	0.27810233208
a31	0.087778838594	0.07165157566	0.2570799034	0.387621374	0.1958683156
a33	0.0227312527854	0.07155751788	0.1923870812	0.5819858	0.1313383544
a20	0.063665877768	0.0704381684	0.1299415016	0.419668376	0.3162860854
a31	0.076142213351	0.103162718	0.181410976	0.347483424	0.29180065748
a7	0.0853770876772	0.1182841794	0.211528275	0.425192246	0.1596182182
a31	0.150614345793	0.1248119518	0.0940528244	0.3555133912	0.2750074842
a11	0.16095318747	0.153531406	0.1642092152	0.302112551	0.21919365188
a31	0.212495027367	0.105684595	0.0936608394	0.3277484186	0.2604111302
a13	0.153565247403	0.1537358886	0.161392335	0.29195015	0.23935638748
a18	0.234267476676	0.0949976262	0.0994309894	0.317622804	0.2536811156
a31	0.16628287381	0.1398493338	0.14268232	0.314924502	0.236260983
</S>	0.156936879218	0.1632186536	0.16288152	0.291762528	0.22520046988
