 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.12346388026	0.344354918	0.0941850816	0.0487434191	0.01367021929	0.129584925241	0.01613964706	0.0567419345	0.1731159908
a28	0.0207620327284	0.0306692209	0.09562537616	0.24105028744	0.0486283143	0.19071230182	0.15815093258	0.0518841495426	0.16251741604
a37	0.0122309777758	0.153424816572	0.111337554012	0.1092424232	0.02956470496	0.315926513868	0.04902155956	0.0427213145405	0.176530094212
a31	0.044176076352	0.154936607814	0.24973622984	0.248631786	0.057917942756	0.169309861256	0.02448541466	0.0273917655658	0.02341436896
a11	0.02836109028	0.122909176	0.3147230794	0.20540959	0.0477543572	0.150133677038	0.02905071812	0.0309143553462	0.07074397328
a31	0.009050328846	0.11751907308	0.24593917948	0.222879538	0.03372811646	0.150519626445	0.10701147168	0.049745027754	0.0636076308
a20	0.03422195294	0.0842547936	0.237596363	0.293538679	0.0536297422	0.111404751188	0.0230941496	0.0208594917	0.14140009502
a31	0.058829532114	0.09667873802	0.1997589907	0.274078794	0.0393110992	0.109569196151	0.0329963492	0.062699043954	0.1260782788
a39	0.03931573284	0.1940442708	0.24254462	0.1950745336	0.06763685108	0.088803198206	0.0505579578	0.03403598976	0.0879868636
a31	0.068437968078	0.12369715348	0.22811969086	0.24606334	0.04291184793	0.0819819156844	0.0354578256	0.08937450176	0.0839557646
a13	0.0688213122	0.1810483594	0.170614459	0.1740767844	0.05683434974	0.105135976202	0.0618774199	0.0768620178	0.10472932952
a31	0.076143404678	0.14463781934	0.17856981428	0.248869556	0.03805549908	0.07706682328	0.0445391554	0.10007251306	0.0920454182
a13	0.07627758388	0.152833104	0.118154317	0.1948372904	0.0571977686	0.10568140409	0.0590407712	0.1206561032	0.1153216494
a31	0.0837743772	0.1476866178	0.16787390646	0.263352652	0.0378272873	0.07339419746	0.04918369846	0.1131400392	0.06376721006
a39	0.08174671752	0.136285063	0.0968766358	0.2033432066	0.052538428	0.093377923406	0.0621392316	0.149211488	0.1244812862
a11	0.101667310012	0.1542528129	0.16191364894	0.2723269406	0.0423625824	0.073036971662	0.0492030998	0.1011165556	0.04412006228
a46	0.13987048554	0.21304256488	0.1066656999	0.2228951842	0.0399951416	0.077999164958	0.0519483393	0.1005573224	0.04702610754
a18	0.16386460328	0.21757742008	0.1179300335	0.1745253996	0.0536409376	0.09170291968	0.0430097134	0.0890249732	0.04872403008
a31	0.19216469732	0.1705832952	0.06900313526	0.1537298885	0.0631317592	0.11470775902	0.0594822875	0.108846324	0.0683508447
a39	0.1563372122	0.166560997	0.0929627449	0.1759560525	0.0545849682	0.0846595858	0.08049333216	0.1037352066	0.0847099088
a18	0.19186028614	0.2060057487	0.0975509368	0.1481835278	0.055143484	0.113522035	0.04513181124	0.0870299318	0.055572244
a46	0.22437435124	0.1348048037	0.06510530768	0.1383371697	0.0699019996	0.1341189122	0.06183915776	0.1048427192	0.06667558526
a31	0.1946180948	0.1933290936	0.0856887248	0.1297749584	0.0588364634	0.1246965656	0.0520516674	0.0936673174	0.06733710212
</S>	0.1576966474	0.1352590024	0.073243113	0.1676374832	0.0683290264	0.1076032696	0.094151843	0.1135993248	0.0824802932
