 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.1885764302	0.0127027909716	0.04638397522	0.05352431624	0.1353918188	0.2253743646	0.1338721976	0.0428637742	0.16131036986
a8	0.0310585150592	0.0020817927002	0.08397948078	0.1903706969	0.3648039768	0.0963532186	0.1668924638	0.053803901348	0.010655898854
a31	0.221654503325	0.292930891102	0.0202182963337	0.019624521732	0.08325028334	0.0651848261198	0.07225598884	0.0618251064	0.1630555588
a29	0.0432789704414	0.0202317490851	0.017648544238	0.016529458808	0.2395555764	0.055392281094	0.108434866	0.2406158718	0.25831266996
a11	0.243339583792	0.102305285173	0.034421957032	0.033627557338	0.09940161964	0.102243556686	0.138572917448	0.16003954818	0.08604797959
a31	0.133381179027	0.0209641348151	0.042742463348	0.16647989436	0.1293352259	0.223749606944	0.1935443684	0.0363229335	0.053480170018
a17	0.100137115478	0.0092389329566	0.02036891236	0.10097855286	0.2250122046	0.1494131512	0.270417298	0.07731785106	0.04711601471
a21	0.040302041589	0.00234310740534	0.005576601144	0.021677780986	0.2714393543	0.26435119796	0.15495092408	0.2240824405	0.0152765216928
a24	0.13687582892	0.0050487944044	0.0311041263	0.07099055814	0.24209729566	0.116962987574	0.1298759016	0.2544013597	0.012643211996
a31	0.097054037	0.006799807734	0.02151675126	0.02063704772	0.18727307306	0.19097080298	0.1524954022	0.2682539072	0.054999145928
a18	0.1219150008	0.0299712613556	0.0360089714	0.1806222118	0.1536068688	0.1326752388	0.2297832044	0.083988232	0.0314289835
a31	0.15758280058	0.0187700787048	0.03625839866	0.09832011406	0.1493332169	0.1854800356	0.1591555282	0.1209884816	0.07411133908
a8	0.07641556194	0.0472925730512	0.1117574209	0.1572705074	0.1173247644	0.1167075614	0.1761675428	0.0806927448	0.11637131946
a31	0.14404609666	0.0370764182136	0.04935912066	0.1167808541	0.1244914712	0.1917434906	0.1473128272	0.121492631	0.06769709114
a11	0.0822947502	0.082050735638	0.10543141266	0.11656217262	0.1095692032	0.1136922228	0.1494993194	0.0751832476	0.16571693994
a31	0.1232440055	0.074738487638	0.05143749842	0.10816950262	0.137438876	0.123197509	0.1368216614	0.1207448072	0.1242076428
a8	0.089282422	0.10412495539	0.0859878966	0.0855340874	0.1082297222	0.1148005758	0.1541836928	0.0772318088	0.18062483134
a24	0.100119336	0.062853399906	0.06321569676	0.086726783848	0.1429773502	0.1441925932	0.1469019128	0.122145796	0.130867119
a31	0.0952168452	0.140317321612	0.0637705066	0.06849040616	0.122106343	0.12843198	0.139779447	0.08570077	0.1561863804
a37	0.097310454	0.110606203	0.0901620228	0.06631877432	0.1026499694	0.1146978406	0.162902428	0.0800822372	0.17527007358
a31	0.1221402964	0.10791144753	0.06164458242	0.08481470514	0.118362069	0.1020661274	0.139998057	0.0871783544	0.1758843914
a28	0.1136185396	0.12164672168	0.095376764	0.0538407711	0.0879456118	0.1119485746	0.1601406834	0.0769841848	0.17849814834
a31	0.11803899694	0.08817776936	0.07030484104	0.07998844814	0.13214885	0.0978074984	0.147086042	0.095640761	0.170806786
</S>	0.115269778	0.12613118684	0.101897788	0.0486342324	0.0828439978	0.1107955176	0.158313462	0.0781109052	0.17800311394
