 	io	voglio	che	Maria	venga	qui	</S>
a31	0.148015588	0.13128102006	0.07977909	0.0235718219228	0.15712545462	0.1906539322	0.269573083058
a39	0.268688566549	0.0989654306	0.1994713954	0.148780220466	0.125603256	0.082528256008	0.07596289126
a31	0.232917550987	0.08487551726	0.303363629	0.112893626354	0.0579285224158	0.0985313519706	0.10948983546
a37	0.246157203151	0.09297937454	0.3267344878	0.104083198498	0.0403012471	0.082154649906	0.1075898702
a31	0.183728772011	0.09009039696	0.370854716	0.173217040624	0.064286037274	0.0711619658866	0.046661056076
a11	0.417494750372	0.1518569276	0.204495261	0.0728380289316	0.0484544282	0.053259429162	0.0516011791
a20	0.372212766152	0.1465021753	0.1818006914	0.0546264968454	0.1291346548	0.071284414724	0.04443876534
a4	0.37389601028	0.1780336652	0.1056433842	0.0171270233	0.2343532774	0.04614096381	0.0448056461
a24	0.329663964114	0.15837092146	0.1388283428	0.017887590269	0.2795732716	0.044772441532	0.03090348936
a31	0.2456835186	0.1940672911	0.053384905	0.01400522207	0.253810165	0.1035681375	0.13548074542
a11	0.28851288	0.1662555027	0.1104888166	0.050136254854	0.27660513532	0.0425067598	0.06549465772
a24	0.23602218782	0.1705517166	0.061142105	0.0267279668688	0.2206583468	0.1315778556	0.1533198361
a31	0.2423784984	0.1944127286	0.075199419	0.03426809641	0.1561864728	0.1621287238	0.135426077
a46	0.137090486	0.220988664	0.139612608	0.111506551371	0.1711142802	0.070656895	0.14903049976
a8	0.1431288222	0.1610898094	0.104820744	0.062701994008	0.1496487312	0.178479686	0.2001302188
</S>	0.1744416562	0.18454647	0.104034234	0.068627214396	0.1196334924	0.1468294014	0.2018874958
