 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.2773358256	0.07156963477	0.012732394526	0.015851485286	0.083430703632	0.01665341993	0.0793796802	0.1041112108	0.125700863	0.2132347576
a20	0.0707906460152	0.03889406004	0.07723166472	0.081528541	0.1173108668	0.0428389628	0.0518716884	0.2439559722	0.122443711	0.15313388905
a31	0.0688267754374	0.0734447961674	0.10423787614	0.22029692264	0.1983995798	0.1169306663	0.027032647	0.0735732358	0.0600169952	0.0572404642
a29	0.0206855985792	0.0228428140978	0.04786253004	0.132097015174	0.0834611668	0.1787401208	0.0810280842	0.328787195	0.06325185772	0.0412435928
a15	0.026147182768	0.057467736564	0.16824932224	0.226971757352	0.1763637486	0.0589396638	0.0342436294	0.0564904078	0.04945848636	0.14566807202
a31	0.0453557721874	0.0710105218654	0.06090121894	0.062948307562	0.1885914708	0.20871960874	0.0684907822	0.06224872046	0.0779815871	0.153752032208
a18	0.043645634626	0.055041984418	0.040604699546	0.192139419486	0.128509393	0.0703929134	0.09522246508	0.1699790212	0.0834568122	0.12100764378
a46	0.034109102572	0.074609690966	0.0593096365	0.1045987443	0.18784234496	0.0662771354	0.0455372526	0.13323234636	0.1101230569	0.184360702
a31	0.0307950928	0.087459848936	0.04712441574	0.1721242366	0.1728975355	0.10081970952	0.0572255193	0.0995226632	0.1067269232	0.12530405852
a37	0.067701996528	0.049433744522	0.03027238972	0.2249964911	0.167440224	0.1276708084	0.08764038	0.1163629779	0.0673867446	0.0610942326
a31	0.05037200752	0.081214398118	0.08195527374	0.184974968	0.1447135068	0.0854779363	0.05846026852	0.0857523676	0.1109709074	0.11610841892
a41	0.0493693517	0.041910431108	0.036114085784	0.2200944784	0.1796930512	0.07738484352	0.1040055504	0.1304687298	0.066835187	0.09412430594
a31	0.03658765972	0.058865546148	0.06814550398	0.2604844154	0.1050114056	0.0607658538	0.104761224	0.0918477178	0.1031800528	0.110350602
a3	0.04755275498	0.047514639312	0.05126183272	0.1788899086	0.188785897	0.03662903062	0.0955399494	0.1372065434	0.0634877582	0.1531317114
a31	0.02816836192	0.071709592254	0.11717189686	0.1029269254	0.1005307536	0.06464917488	0.137883312	0.1186601702	0.119893707	0.1384060976
a23	0.04496153726	0.06264601292	0.04981284026	0.122244189	0.1248437326	0.03244310426	0.12811690626	0.1625437552	0.0990660442	0.17332189362
a29	0.02687527294	0.069367899588	0.1289647494	0.0903166152	0.0919200888	0.049421675	0.117141632	0.139067128	0.1697476462	0.1171773088
a46	0.05288706974	0.12078350244	0.0729946619	0.111069732	0.085029785	0.04393517024	0.115054446	0.1379248626	0.145373473	0.1149472606
a23	0.04098233028	0.04043955276	0.06413327486	0.1141459266	0.112361978	0.04981495666	0.1277279734	0.145871058	0.1603667574	0.1441561912
</S>	0.04832584376	0.04096476502	0.06886007144	0.1017264748	0.1382270426	0.0566031664	0.1366502732	0.146943565	0.122883706	0.1388150956
