 	il	lenzuolo	vuole	lavato	</S>
a31	0.2344004732	0.2719481868	0.05597879228	0.1535913932	0.28408112226
a7	0.1592354468	0.36145401246	0.033013168996	0.280770556	0.165526818526
a31	0.0572953417	0.37218006644	0.091203949222	0.3792375526	0.10008309594
a0	0.234922263	0.2430068267	0.03752750617	0.387444316	0.097099093794
a17	0.034506835976	0.12746107494	0.048415782932	0.555942234	0.2336740834
a13	0.061834334598	0.39859831144	0.021969870148	0.317752572	0.19984488694
a31	0.0967488388	0.4428681334	0.03701260736	0.2828563364	0.1405140532
a17	0.096262786	0.2176588874	0.050536944312	0.503849694	0.13169169204
a8	0.0377547628	0.17346958614	0.135683480046	0.5461431066	0.10694909016
a31	0.04498109936	0.1818884194	0.15688017657	0.4555356352	0.16071466794
a24	0.096311945	0.1575733968	0.12652024784	0.399568208	0.220026206
a46	0.12092449428	0.26419063214	0.15455788818	0.328387334	0.131939674
a24	0.222052589	0.2366673842	0.1366100935	0.2946290456	0.1100409258
a37	0.26829320114	0.2261106276	0.13028599768	0.271832112	0.103478046
a31	0.22598248294	0.2200197474	0.1451100458	0.276610532	0.132277168
</S>	0.1190820076	0.1446894468	0.16731201728	0.347357226	0.221559276
