 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
a31	0.1066259108	0.14380969888	0.07668242736	0.03921876796	0.1649757678	0.061838913	0.082046836	0.0671300964	0.0269061103	0.08422202904	0.1465434322
a23	0.0140747095194	0.013848578172	0.03301202268	0.075132615692	0.12938740868	0.20509668406	0.18916924332	0.08325725062	0.176635060872	0.0742285934482	0.0061578047628
a31	0.00909110104086	0.01217630415	0.106332387467	0.03787982382	0.0905490558	0.29074327668	0.16202063236	0.1224331097	0.10294366246	0.057806147384	0.0080244759458
a23	0.0028440222706	0.002381213008	0.019165201034	0.063951872036	0.13159127284	0.246016357562	0.08084446872	0.14333051312	0.2511803075	0.04613510426	0.012559690084
a10	0.0288301686725	0.0146521025008	0.130662725096	0.056172864486	0.06515322852	0.12373853336	0.143215464439	0.2375614806	0.1054791466	0.079640053932	0.0148942236126
a31	0.0764726415611	0.024282438832	0.02803541708	0.0367457683	0.1304329386	0.1107116796	0.108323250052	0.1114729028	0.1298928944	0.115916857732	0.127713190266
a37	0.0439439357127	0.019423392748	0.044021084126	0.03421611954	0.231312453866	0.0883146074	0.14198918818	0.2148646992	0.1161535494	0.0403182967	0.025442712836
a27	0.0337367145127	0.038925703909	0.055237685092	0.02310839004	0.11137579816	0.03274162446	0.093777750112	0.2241735332	0.1616566777	0.1387031496	0.08656296729
a31	0.0517151532456	0.04550521106	0.0466437473828	0.02553716632	0.13490612105	0.07389486178	0.083402489956	0.2110032894	0.10583974426	0.1408687964	0.08068344804
a44	0.0116880691794	0.01098551572	0.044720935652	0.03221506506	0.243100645597	0.12288354474	0.2250800256	0.17310007	0.07377883306	0.03675462266	0.025692691766
a23	0.0124471784734	0.05242051126	0.050445975084	0.031748819134	0.09899854092	0.11964884172	0.26598982487	0.20867773	0.0623253994	0.0784308442	0.01886637156
a37	0.0210599245042	0.07459412342	0.093291287514	0.048044954808	0.14912773456	0.1044488924	0.185818316266	0.1708721296	0.0738194208	0.0611924024	0.017730809138
a38	0.0365521003896	0.0701514876	0.09643792056	0.03129639902	0.15250429096	0.04994866442	0.07917484874	0.0630032674	0.2065147752	0.1298126756	0.08460357286
a46	0.05600260008	0.0872384994	0.09029338282	0.046958404628	0.1176995231	0.0612680988	0.07453521404	0.0887976116	0.1978989563	0.105771683	0.0735360404
a31	0.060244369874	0.0656542328	0.08493118204	0.0652869702	0.13156146752	0.079509168	0.1107914254	0.0891083262	0.158661047	0.0757589676	0.0784928429
a28	0.00777409184	0.05117127268	0.12495677782	0.02665814954	0.18429958408	0.0644127323	0.05864974894	0.0450950682	0.183117337	0.1521594496	0.10170574168
a31	0.0400219696	0.069875866	0.06388497424	0.0669706024	0.1165060564	0.0547112292	0.0790323704	0.0559494062	0.1358981646	0.158045184	0.1591041564
a14	0.010917906846	0.02758910664	0.1364112183	0.0392896896	0.2049771352	0.06718988	0.100556497946	0.0931787556	0.05380037248	0.127563627	0.138525811564
a31	0.0370492975	0.05448680674	0.0774575098	0.0770110788	0.1279712	0.133392869	0.0789542958	0.1070577508	0.0619959674	0.1215391926	0.12308402332
a20	0.0347653467	0.06749440548	0.1209098604	0.042310945	0.16769639	0.0373468396	0.08000562182	0.0589666522	0.0729844446	0.1314891532	0.1860303648
a31	0.04258292628	0.07397971798	0.0957600608	0.0901798186	0.1217749772	0.0642743402	0.0747366597	0.089207748	0.0736405412	0.130601982	0.143261242
a20	0.0784506582	0.07575084968	0.1099352896	0.0437922298	0.178084109	0.0417891609	0.04499130408	0.0635468398	0.0757359702	0.1069952912	0.1809283198
a31	0.04331850542	0.08231359641	0.0980217704	0.0689194338	0.122407643	0.068077111	0.0557411615	0.0767748524	0.0804560646	0.138553133	0.1654167218
a20	0.0845479638	0.0699504764	0.101397182	0.0441420282	0.175257554	0.0437667044	0.04238589694	0.0631409602	0.0810690776	0.1075019354	0.18684025012
a10	0.05413225684	0.086132210672	0.093184203	0.0604268542	0.1137705556	0.0611438552	0.06015054564	0.076385779	0.0882610492	0.1368723638	0.1695403444
a31	0.06263932342	0.09556665984	0.0951821644	0.0697005126	0.1325606458	0.0581601758	0.05515700842	0.0776166032	0.0886270384	0.115453586	0.1493362808
a37	0.0820389302	0.0618645765	0.1022238438	0.048960219	0.187746966	0.0509521756	0.04238449164	0.066362574	0.0882188584	0.10516763	0.1640797346
a38	0.06220321074	0.09780283454	0.086032674	0.0558048106	0.1121675132	0.0531374032	0.05235937612	0.0799204466	0.0928534362	0.1396059978	0.1681123158
</S>	0.075667684	0.0905749576	0.068096226	0.0688521824	0.11659581	0.056292736	0.06087634334	0.0817675264	0.091491099	0.1240251832	0.1657602524
