 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.1526296842	0.15402108158	0.11939780974	0.140933234	0.226614832	0.2064033522
a31	0.20887012366	0.227315981	0.26041206266	0.108800305903	0.117621107682	0.0769804541638
a24	0.2976853399	0.114000316408	0.27122222052	0.022274417716	0.2845227538	0.0102949150091
a37	0.25902786886	0.22096901492	0.1673525379	0.023838543722	0.30855482502	0.020257236561
a14	0.319407999751	0.1733420688	0.1741567994	0.04233940114	0.2514062677	0.039347484174
a29	0.416756147096	0.09042119488	0.1958617328	0.06358267684	0.1822421916	0.051136032
a0	0.470114925282	0.0748763956	0.1887590206	0.078542143194	0.12704606828	0.06066142408
a29	0.481252591496	0.05957043348	0.1349083515	0.11918888173	0.13707626804	0.06800350922
a20	0.4972713734	0.0811600186	0.1245537822	0.110560903978	0.07698250928	0.10947144838
a31	0.4038585375	0.0818829194	0.1177136512	0.135079171	0.1234867661	0.13797895732
a24	0.265393412	0.1351316324	0.093190489	0.16415621112	0.257765846	0.0843624184
a46	0.251147075	0.1633909862	0.1425373512	0.1422262608	0.1681449072	0.1325534128
a31	0.1234436368	0.2263831172	0.2212582204	0.1673089568	0.152070533	0.109535534
a0	0.29207163	0.1235288794	0.1453754124	0.1580904242	0.1691705938	0.11176305572
a20	0.1652591598	0.273083618	0.22654702	0.1022726294	0.1156996582	0.1171379158
a31	0.180618266	0.1597743768	0.2473138008	0.137985176	0.1226377088	0.1516706592
a46	0.181166043	0.0928899466	0.202042134	0.20149459	0.1812631664	0.1411441064
</S>	0.2019520862	0.21537356	0.1721790744	0.124414597	0.1182501228	0.167830569
