 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a31	0.097822659	0.02006615368	0.01877628138	0.1538175038	0.15101770366	0.05390177268	0.03682705412	0.023398651824	0.08308511556	0.0364728968	0.32481420252
a17	0.009346560996	0.00557269714	0.016419113952	0.090007561282	0.1585861242	0.2016147884	0.196686248	0.065593588548	0.143219153094	0.0795628913	0.033391277634
a31	0.0327423774303	0.0244469695552	0.0294236252892	0.091719954546	0.150158021	0.2031920844	0.24558971	0.0452342989298	0.0697685683126	0.04707803998	0.0606463280798
a17	0.00736545958908	0.00776819448497	0.010512541578	0.080038351368	0.14546835974	0.29182977708	0.1808372846	0.107746762524	0.13052379074	0.02670181286	0.011207654808
a20	0.0275381045859	0.085061134896	0.079134974634	0.141760896	0.229289206	0.1279866094	0.085952359	0.0875521221742	0.065497073769	0.026465885174	0.0437616266545
a8	0.037168082681	0.172588675077	0.053176178608	0.1252490458	0.228569747	0.1098034062	0.0955529152	0.072607140508	0.066209155856	0.011480403554	0.0275952438226
a20	0.062985946834	0.183907597996	0.06447509416	0.13030286212	0.140189178	0.1260883272	0.063914799	0.074496564234	0.077699973202	0.033198604034	0.0427410413806
a31	0.062281376	0.1018952478	0.0502798134	0.106330183	0.1479007812	0.1604444056	0.0470912836	0.016733244776	0.03894518926	0.22098551777	0.0471129571
a46	0.0230221018	0.0291168564	0.0385870617	0.1697301174	0.194196468	0.078468866	0.124937865	0.097510291263	0.05686957866	0.16759985854	0.019960942412
a31	0.08277757906	0.088502720106	0.0323468212	0.1401018318	0.2432457748	0.1507983112	0.0563110498	0.053549395282	0.0428402456708	0.088700480858	0.02082579562
a35	0.0425108608	0.03484246486	0.05158963746	0.1623678812	0.1439553104	0.08968339206	0.0784668684	0.0765537893266	0.07233963394	0.23031338272	0.01737678988
a33	0.04649578486	0.0544642391	0.052841335	0.14062915936	0.17869343	0.1152671706	0.0632332698	0.034570865524	0.0482323438	0.24418722932	0.0213851665
a8	0.05274975774	0.0683149122	0.0819586792	0.2028756366	0.164888546	0.13605509	0.0655426592	0.022700496734	0.048274268526	0.13407970296	0.02256025008
a24	0.061592004	0.0590573536	0.0496696544	0.2179015648	0.201434676	0.1328315856	0.0868931266	0.024325433074	0.04890398823	0.0842762433	0.03311438082
a27	0.0561100316	0.0559350098	0.0363123834	0.1811268078	0.1752725028	0.08405597912	0.05308983172	0.0384078754894	0.16441083758	0.108776872328	0.04650188044
a31	0.0826421692	0.0906839506	0.0538914542	0.1699015878	0.176631972	0.0954583456	0.0557848692	0.034326106942	0.091948351	0.10149590584	0.0472353079
a10	0.0313324608	0.0590653056	0.04317065004	0.1432012922	0.1573660476	0.1684417458	0.0759795812	0.0446078033	0.1428974543	0.1055211887	0.02841646986
a11	0.0577935636	0.0789454174	0.071605121	0.167326236	0.192270056	0.0961722526	0.045750599	0.03380487842	0.12082722332	0.0938556868	0.041648964
a24	0.0525259318	0.0783487508	0.0808957976	0.2066168672	0.25558143	0.099695184	0.0534050844	0.02047250142	0.0679340727	0.0550365577	0.0294878176
a28	0.054192291	0.0906604436	0.0995651386	0.2096641274	0.25526069	0.0909505914	0.0411101374	0.01923547002	0.05693006022	0.04870827228	0.0337227862
a31	0.0415118562	0.0585226306	0.078805724	0.1989778994	0.22047324	0.1053860862	0.057294989	0.02163935952	0.08524501486	0.0670981572	0.0650450228
a46	0.0489705156	0.071018506	0.05697694206	0.1394422494	0.1908271634	0.109621702	0.0651376932	0.069950105586	0.13672195298	0.049492469	0.06184074104
a31	0.0478968286	0.1122064392	0.0711069904	0.1804920614	0.237681082	0.1003650434	0.043411072	0.0292855782	0.0563671662	0.0499311	0.071256621
a26	0.0649770574	0.0709550644	0.08534847826	0.152039552	0.1907625868	0.0885801868	0.058016174	0.048414519436	0.09388042608	0.0524591104	0.09456686008
a31	0.0656995844	0.1244155354	0.082655446	0.1660703734	0.192128144	0.0811610956	0.0423571832	0.0357959564	0.05755223126	0.0471838198	0.1049806312
a46	0.0874116854	0.0826251714	0.0816616893	0.13351175	0.1741020512	0.0770710032	0.0557041428	0.05622161466	0.07066045228	0.06001870976	0.12101173146
a20	0.047146228	0.1329994272	0.0786261454	0.143754593	0.182531577	0.079160939	0.0640007172	0.0407802124	0.0584786648	0.0485871575	0.1239343198
a35	0.0737972594	0.0815927108	0.1008971244	0.162673262	0.1372106888	0.099646854	0.0680364906	0.04204979748	0.0587634786	0.0537125044	0.1216198438
</S>	0.0597301268	0.0569174556	0.085238408	0.1939370412	0.1825215252	0.114123066	0.0639545732	0.03662852066	0.05342182	0.0428475152	0.1106799552
