 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.0742491076512	0.13050157394	0.10014043086	0.276664709788	0.103391296	0.13070156422	0.0788247958	0.10552652924
a23	0.0084848135392	0.0902638001156	0.1192515984	0.06451901034	0.130138949	0.3652883676	0.217862426444	0.00419105532
a20	0.0428494552356	0.266909725258	0.0642770597416	0.288005562204	0.110176714222	0.132117933597	0.0386640330046	0.05699955788
a28	0.0363081235	0.1030025496	0.110047796861	0.232185378473	0.081259991747	0.0792378545	0.167591918986	0.19036640404
a31	0.06558352298	0.23861867426	0.0999913220872	0.173233442458	0.0569450527646	0.0514115421	0.213715356522	0.10050106384
a17	0.081760822526	0.35922373452	0.0667321768074	0.0747598523391	0.0705760556946	0.039145140494	0.174694912324	0.133107306454
a31	0.135264141584	0.105962107022	0.14329043756	0.114873952837	0.0642639882754	0.067679953	0.287623689334	0.081041749896
a19	0.08048575031	0.10677690468	0.21155090434	0.0701115694	0.0905216116	0.0797088964	0.262714624874	0.098129738408
a31	0.0288708595736	0.02244661442	0.19756379516	0.2872366137	0.0822308564	0.068606364	0.241911335306	0.0711335903
a20	0.062025499947	0.085256681	0.1407802304	0.1233006114	0.158467556	0.124861632	0.2301968194	0.07511098386
a31	0.023526510731	0.0220435162	0.316347578	0.3049093748	0.1065403728	0.094264143	0.0702601162	0.0621083909
a20	0.070825102418	0.0788973792	0.1111966936	0.1522128564	0.1672169294	0.0951401428	0.189096302	0.13541458166
a31	0.0509360701374	0.03911005562	0.210282826	0.3221028346	0.1275542416	0.0967498025	0.0881990084	0.0650651510772
a20	0.0836148697686	0.0783243227	0.108636691	0.1819286908	0.139091553	0.0826036262	0.1501939508	0.175606286764
a24	0.0733843433168	0.0726300748	0.14431216	0.2892217008	0.0994555498	0.12263565212	0.09595681048	0.10240372863
a31	0.0729310995268	0.097734058148	0.1709406372	0.26938192	0.0662236456	0.04758087716	0.0904607316	0.184747046114
a38	0.107795309034	0.08771665852	0.113814304	0.215376074	0.0919261614	0.0691964792	0.0764246724	0.237750327417
a31	0.12005518178	0.14660264948	0.118829261	0.2430551974	0.0513510198	0.08112581284	0.0687039356	0.17027696346
a28	0.175813999029	0.1040840261	0.1075448668	0.2230437752	0.0544077626	0.04982749888	0.0610041534	0.224273919012
a20	0.157184060989	0.15229218462	0.106726759	0.195146293	0.048304739	0.11441809042	0.05854729012	0.167380565283
a31	0.133243939888	0.12665292054	0.1152596848	0.243495738	0.0463250052	0.06697934288	0.0681129496	0.199930445482
a24	0.181097241103	0.1076457828	0.1108396708	0.22822407	0.0536767374	0.05220651214	0.06882082108	0.19748918435
a8	0.141386908546	0.156927966	0.1084080964	0.2008838744	0.0611638902	0.09041154592	0.070887562	0.169930162305
a38	0.12170321951	0.10111066524	0.1102979522	0.2582175768	0.0544675668	0.05950309626	0.0869435333	0.207756408156
</S>	0.106638372296	0.097566045	0.1324921	0.258712987	0.063576898	0.0571387468	0.0812943058	0.202580513044
