 	non	mi	aspetti	che	non	vengo	</S>
a31	0.07092902592	0.042749784912	0.0828634608	0.1306680224	0.1204921094	0.3633256616	0.18897195194
a37	0.0688855407	0.108126186052	0.185424706693	0.09139582726	0.115776126704	0.3895079704	0.0408836806
a31	0.110400121524	0.081993022216	0.09455736368	0.209192579	0.034092472412	0.4068625534	0.062901868374
a24	0.1579630588	0.04645116088	0.164480553244	0.074854057268	0.04538491144	0.3359441744	0.174922053
a46	0.085226892866	0.074931932359	0.130975775164	0.26298728854	0.024114250214	0.246976287	0.17478757958
a31	0.14376028618	0.044868055994	0.20942994011	0.16855125526	0.018399495866	0.24325758348	0.171733350018
a1	0.09868345626	0.06129298941	0.109140357	0.0908665752	0.109197083	0.4176908622	0.1131286806
a31	0.07589832802	0.023621817884	0.1525013304	0.1029035584	0.14405527094	0.376436265	0.12458344
a20	0.07682594574	0.11680815874	0.0784472048	0.0549983196	0.1239129704	0.380523689	0.1684837456
a41	0.10277722796	0.08299572484	0.0983901768	0.1041253764	0.1523483878	0.3459944232	0.1133686568
a31	0.10988114478	0.12251536136	0.0926383328	0.0699585308	0.105779252	0.378278775	0.120948635
</S>	0.131100086	0.1334173744	0.1193687638	0.0620267734	0.11710755048	0.2178995192	0.2190799186
