 	la	pasta	vuole	sale	</S>
a31	0.147950207	0.3272309098	0.094416752	0.18088612398	0.249515979064
a15	0.43446210278	0.3016264428	0.026319278408	0.14462353582	0.092968623548
a31	0.31295682104	0.2321983792	0.25138251468	0.1757865375	0.02767571572
a13	0.3134562535	0.392590748	0.04530144262	0.060786419084	0.18786507394
a31	0.12265369576	0.366652485	0.0746061513	0.27988664114	0.1562010439
a6	0.25540433506	0.4477138498	0.05179359182	0.0575710865	0.18751715748
a31	0.339894255	0.352052638	0.04986899954	0.15278690052	0.10539717228
a46	0.2029703048	0.380766574	0.06364713936	0.2467136498	0.10590229406
a31	0.154176307	0.316164556	0.13299641614	0.28832816874	0.108334541
a46	0.2004119626	0.3510331348	0.0745225835	0.118664744846	0.25536756912
a20	0.1354538356	0.368290726	0.14457290134	0.17636724726	0.1753153112
</S>	0.227931552	0.340820632	0.0971071483	0.13031370274	0.2038269698
