 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.1494648219	0.04300399226	0.04777295384	0.123867088186	0.0458970489	0.0623942612	0.0743501202	0.0581802586	0.0497838718	0.115408681	0.2298769303
a14	0.0402620058408	0.0270173307124	0.033742164826	0.044099208192	0.148492134452	0.139858781186	0.14264818789	0.15121449012	0.245096621848	0.013010688394	0.01455841389
a11	0.0343082139679	0.029899069967	0.183868684584	0.0415408473093	0.0213261706094	0.063666094678	0.23997523216	0.16995383032	0.0626152134	0.0251111544657	0.127735478542
a31	0.0311333754913	0.0318949635175	0.051773096744	0.0617935532676	0.063510417286	0.05436584864	0.3076029814	0.1099649366	0.1736782286	0.04630501844	0.0679775671992
a46	0.0124624058384	0.0452410068268	0.0577027355915	0.0542656691356	0.030704610498	0.05789981682	0.1889593922	0.1043791212	0.3535066952	0.020253253188	0.0746253002014
a33	0.0499212805138	0.0329530203292	0.0411373700474	0.0539944135357	0.020150196046	0.041969231004	0.2184834432	0.1162145606	0.3301881932	0.0360390473	0.058949241342
a23	0.0572577736388	0.0502622128214	0.058258847153	0.0867575040726	0.0811312063072	0.027198299612	0.127007048	0.1131603918	0.3185269466	0.0396395561668	0.0408002232094
a31	0.055632255202	0.0491968763077	0.05306930122	0.102336331889	0.107673676796	0.020329904852	0.11955681	0.1179753144	0.3055477626	0.02151318734	0.0471685877
a21	0.033603099872	0.038762790458	0.04755101708	0.075785521913	0.08491659546	0.03303803308	0.1535733492	0.213529531	0.2469514678	0.02892488595	0.0433637056
a24	0.0704569665366	0.039032847052	0.0420687643	0.06901866702	0.08254174002	0.0287342062	0.170931452	0.115137291	0.2966833682	0.036959523	0.04843517518
a46	0.0434929993	0.044835658918	0.06354619378	0.05736743992	0.05910114802	0.0472457434	0.1558959594	0.1339265888	0.3055068756	0.03272511306	0.05635628838
a20	0.075703947984	0.0448342189604	0.051381893	0.06769449448	0.06491884486	0.0733769096	0.1702168556	0.1573905334	0.2038054572	0.03045341466	0.0602234503
a31	0.07659015674	0.040038031894	0.072270874074	0.08168319248	0.0559863032	0.0755761178	0.1788866658	0.1511919396	0.1849943759	0.0279202898	0.05486205426
a7	0.03114327216	0.03237517758	0.04410142642	0.051355315288	0.0381100024	0.0392038422	0.1816885356	0.1928707672	0.3202354384	0.02656231726	0.04235388976
a10	0.0419703416	0.040820703354	0.05732840642	0.07270513484	0.0624646812	0.046608286	0.252177341	0.1056029332	0.1939118652	0.02702631854	0.09938397886
a31	0.07559999642	0.0393593537	0.07053299794	0.096808787872	0.05996090066	0.064036242	0.1859979482	0.0968919838	0.1769555602	0.02785504288	0.106001200246
a0	0.028351372506	0.033567539706	0.0539920224	0.05260866767	0.040138079	0.0479601326	0.223571324	0.216775776	0.2341889508	0.0236663433	0.04517977996
a31	0.0391368916	0.039341410598	0.06838941054	0.07618197394	0.0891787078	0.056804459	0.2385886578	0.10721209	0.117863003	0.0398347385	0.12746861836
a37	0.04050278068	0.04671488808	0.0745626888	0.0758467714	0.0752207248	0.1045299966	0.2096586648	0.1094441208	0.1722472482	0.043435313	0.0478367738
a20	0.05433358863	0.04141494544	0.0765213018	0.1024945574	0.0895626602	0.0880383518	0.261887274	0.082761859	0.0859649072	0.0541852358	0.06283529572
a37	0.05738703097	0.0489183666	0.106551292	0.1105736848	0.0817975564	0.0999838632	0.279658124	0.0505961284	0.076981945	0.0343250304	0.05322695006
a13	0.098928994186	0.0479146702	0.0802366468	0.11400864228	0.0542581412	0.0693972878	0.2836088604	0.0789937696	0.0702557386	0.04473335876	0.05766391674
a39	0.106679423528	0.0529501591	0.0898191332	0.1180380106	0.0610411114	0.0910377124	0.24802695	0.0525647966	0.0674903462	0.048464199	0.06388814804
a17	0.05466767452	0.05936176096	0.0972467346	0.1204455018	0.0623157976	0.1072292358	0.241328056	0.0539291238	0.0755581605	0.0517975374	0.07612044916
a28	0.05487531434	0.0665582654	0.1129036396	0.1231365172	0.0668840044	0.106077112	0.222895666	0.055503277	0.06881883	0.0513193352	0.07102801742
a31	0.10297978828	0.0777473766	0.1022590444	0.1070437312	0.0523531722	0.0946340306	0.192479562	0.044262651	0.0579306712	0.061272297	0.107037663
a0	0.05169483823	0.0325635196	0.0496144942	0.0762161614	0.0492454072	0.0729971934	0.225740074	0.131385771	0.1202627894	0.06798437484	0.12229535694
a13	0.03871315068	0.0456561184	0.0810051754	0.09190211032	0.0532602552	0.1087335322	0.275392326	0.055131263	0.0615140304	0.0817368992	0.1069551518
a31	0.10895481014	0.082407467	0.1027641296	0.1299505662	0.0717377661	0.1080100292	0.1560471004	0.0452132648	0.050477624	0.0658128494	0.07862438288
a37	0.06984606804	0.048396699	0.058361783	0.1048925058	0.059055222	0.1025690874	0.176318874	0.0996894772	0.099657759	0.0603300274	0.12088247416
a8	0.07642113928	0.0758967826	0.0841703942	0.0820297164	0.0435866476	0.0833404132	0.2301136838	0.0517906398	0.0545813416	0.082845498	0.1352237472
</S>	0.0446775944	0.07676172998	0.107235898	0.1265546958	0.0710704948	0.09285973	0.138444169	0.0625302862	0.065148516	0.080833782	0.1338830704
