 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.074065387725	0.068610867057	0.0432571497046	0.02880091954	0.235623484	0.2067468856	0.1964084746	0.1464868316
a21	0.025208706725	0.0093252949902	0.0084505244184	0.04184341704	0.5734104874	0.24546761266	0.0769055712925	0.019388354341
a31	0.03889164662	0.0250281516464	0.04837065926	0.231372958	0.26004584	0.184487294997	0.075586991368	0.136216473508
a21	0.01379110776	0.0049715320092	0.02584605948	0.1747713958	0.45393829672	0.176748872848	0.117185038426	0.03274769878
a31	0.0422973645	0.0195874872236	0.03436169372	0.23065707752	0.34218420872	0.110919872703	0.0977570033392	0.12223527123
a13	0.15188447952	0.151176910465	0.0763912524	0.10089105718	0.1739070285	0.12197689604	0.143237414724	0.08053497394
a35	0.230411696903	0.0826520415581	0.06288736472	0.11035787874	0.10131343686	0.16307182198	0.15591198272	0.09339379586
a37	0.2276614119	0.107052936672	0.06286632714	0.05187448206	0.13706934046	0.17014223508	0.18198885902	0.06134439906
a31	0.1916228866	0.0879666127896	0.0645310144	0.0503743419	0.1652754892	0.1810953636	0.16216121226	0.0969730684
a37	0.1756717332	0.113354987115	0.0480352428	0.04412871764	0.134093602	0.1958578204	0.2284203802	0.0604374966
a31	0.18872063466	0.0694781679269	0.0467338802	0.025388045	0.1892517414	0.1948779472	0.1895956802	0.0959539338
a24	0.25557672628	0.0727638260278	0.053771422	0.0415303738	0.1664531604	0.1608662666	0.1898905356	0.0591477208
a31	0.1310272952	0.0798218733277	0.0413506452	0.0378252292	0.23019713	0.230785454	0.1517443676	0.097247992
a13	0.2381984392	0.0684106231762	0.0541642318	0.05238608208	0.1589267084	0.1483079852	0.1832848198	0.0963210954
a31	0.114217256	0.112240270367	0.0631654774	0.060732309	0.2156795968	0.1890760802	0.1425688768	0.1023201316
a27	0.19709927	0.0797759227926	0.0684765854	0.0682658716	0.105283521	0.1432284232	0.1717303778	0.1661400072
a31	0.149573483	0.078953539144	0.0645216544	0.0636631134	0.121090624	0.153563815	0.1770339088	0.1915998432
a35	0.2233843282	0.087309510924	0.0862601058	0.07554219276	0.0910579052	0.11435522	0.1688771586	0.153213569
</S>	0.1942428574	0.073923915712	0.06830355512	0.07038260408	0.1074677572	0.137813828	0.178124712	0.169740748
