 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a31	0.1667120484	0.0881511932	0.068258700714	0.060931996108	0.026088489123	0.0287335792106	0.02886474678	0.012986355164	0.13195454422	0.0764080182	0.0800407056	0.2308695912
a18	0.057769139932	0.039962372688	0.10355739558	0.168539379353	0.0403815142492	0.02847642192	0.0568830083	0.18111295278	0.094284994	0.04251875018	0.1834074286	0.003106627968
a31	0.0415373569656	0.047017854733	0.083392408332	0.0889868425005	0.121389216921	0.15538094866	0.0905369524	0.0762486812	0.228452465	0.04228819604	0.0129472269	0.0118218494014
a20	0.0700121042254	0.0651200236662	0.0584605641416	0.029095635672	0.04357213968	0.151944969954	0.0861510572	0.099823548126	0.1520581814	0.09004135524	0.13992774362	0.01379266894
a15	0.0413999565012	0.10535490356	0.12820304119	0.124047054946	0.109211475097	0.11115849662	0.085098373	0.11162248417	0.06592817426	0.0131100604	0.093679389186	0.011186621045
a31	0.116759900219	0.074675824782	0.054641215814	0.104118831732	0.0812017822764	0.1171877448	0.0871445118	0.116688245088	0.1681306654	0.04821317434	0.0145927328	0.0166454171736
a20	0.027956142954	0.071121025746	0.019939657466	0.082572989638	0.031102301278	0.05415194135	0.04605444464	0.0870172079	0.1453440837	0.10977646716	0.29785352674	0.027110219686
a11	0.07525899484	0.05886555386	0.062918337586	0.116121629825	0.057646860004	0.07116208876	0.075411255208	0.027163178174	0.07522318886	0.09768922754	0.26028473458	0.02225498066
a0	0.06332770351	0.0649479894	0.032205079636	0.0615231379368	0.04939601685	0.07296276724	0.07530356144	0.02629672514	0.0626740832	0.1556571684	0.30983692802	0.02586881572
a41	0.092096585512	0.0995515754	0.072200157184	0.0617232722474	0.045436583246	0.06107842532	0.0692559788	0.0232515338	0.08737446486	0.166090815	0.1992702423	0.0226704004
a20	0.08004104522	0.0815823272	0.064512329162	0.0511632920274	0.05200772	0.0677307653	0.0672438418	0.0328769091	0.0540516975	0.187563377	0.23229244792	0.0289342606
a31	0.07700555912	0.086883729	0.06050947412	0.055731161468	0.067832471014	0.0829090882	0.0806817486	0.07815783008	0.090831328	0.187846885	0.10622751168	0.02538321186
a30	0.01922935142	0.0431624806	0.02284908074	0.103632710482	0.01682137944	0.04036102252	0.055757198	0.0732910411	0.1503430584	0.28582904	0.1598276648	0.02889598528
a31	0.0603887616	0.0924002466	0.064858303428	0.06405108752	0.0923260428	0.1111526944	0.0962611236	0.142220395666	0.0887234646	0.1205567842	0.0297217946	0.03733930376
a20	0.03501987548	0.0945758952	0.03654683924	0.0567933138	0.0523047318	0.0968035052	0.1127081206	0.06091759912	0.13771899012	0.1626924836	0.0746086996	0.0793099422
a31	0.06375254138	0.0913913439	0.101798655168	0.0809914006	0.1044428684	0.140826247	0.125713736	0.06216700628	0.0510349014	0.0585556944	0.04106471372	0.07826086936
a37	0.10071987394	0.1151697134	0.05339606583	0.07110657792	0.0661032278	0.085784052	0.0824085262	0.03675347406	0.1297057522	0.08583972	0.0443617614	0.12865126002
a35	0.074630177456	0.09946734866	0.118323715416	0.0933590078	0.0937448494	0.140478987	0.133026205	0.034755446256	0.0372186508	0.0559391264	0.03236678292	0.08668967444
a11	0.08386649024	0.1189510909	0.10599180993	0.08660170308	0.0959187018	0.155265644	0.1221411012	0.03325436108	0.0352859736	0.041289445	0.02922404388	0.09220963436
a46	0.0797040464	0.1475936708	0.071802994564	0.0749103369	0.093952501	0.1506843412	0.1133552666	0.04879534532	0.0403901694	0.0360306032	0.0369458302	0.10583486932
a31	0.0704916116	0.125601231	0.080386811028	0.0726473946	0.1031470484	0.14675968	0.114290535	0.05772984176	0.0471270064	0.0473918132	0.03547760404	0.0989494328
a46	0.08472771668	0.0968236289	0.08201048588	0.1227297278	0.0517589018	0.0978186832	0.0905593306	0.0594285298	0.1196278628	0.0570849846	0.0434821462	0.09394796456
a18	0.07336648288	0.10360311	0.09116327006	0.0697171917	0.0931500864	0.130948802	0.1078652372	0.033952863606	0.0463033836	0.069505149	0.0434446888	0.13697972554
a31	0.083042681	0.129455804	0.08166883416	0.0751536362	0.079924838	0.1333618276	0.1157468984	0.06190984592	0.064438978	0.047493224	0.038646971	0.0891564704
a1	0.1110728342	0.0935451932	0.08647253416	0.0853780394	0.056891946	0.0980991272	0.1015111634	0.056390287548	0.1046247456	0.0498583978	0.04372548098	0.1124302667
a20	0.0796419304	0.1086032314	0.07979348558	0.0612238235	0.0833614126	0.1194415938	0.1050603202	0.03508615556	0.059922206	0.0798432268	0.05634632768	0.13167629694
a31	0.1040887356	0.10721976	0.0754070884	0.0605516972	0.0698371176	0.0987453176	0.1054308946	0.0520505925	0.0841586576	0.0676973006	0.0484600076	0.12635281572
a27	0.1272669022	0.08520979	0.09357639816	0.071255803	0.0557318326	0.0934132802	0.108481229	0.049712073232	0.0915950564	0.0473448128	0.0461040353	0.130308804868
a31	0.0815580562	0.1038144988	0.07913203368	0.05389116412	0.0707552506	0.1015557266	0.0990149502	0.03800232652	0.0766194628	0.0813448004	0.0486704812	0.1656412418
a46	0.1613499708	0.0981916498	0.088087507	0.0667155018	0.0567586092	0.090246707	0.1057800478	0.0456199798	0.0837542242	0.0437842606	0.048279344828	0.111432197764
</S>	0.0892717044	0.094872513	0.0766460287	0.050843878	0.071533406	0.111180865	0.1102650366	0.0359785806	0.0749504958	0.0753587212	0.04828763666	0.1608111534
