 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.06938732934	0.025880479044	0.137101503065	0.1892642281	0.2345468796	0.1705398952	0.1732797008
a31	0.00609499772	0.0024448820492	0.004299661324	0.503779615022	0.11434900526	0.341119473968	0.0279123378059
a4	0.001321040465	0.0338787170404	0.161843808118	0.4478073659	0.07477403722	0.23892736468	0.04144771792
a46	0.028901490502	0.005990265124	0.008597246211	0.3449500458	0.125742209	0.30946297428	0.176355728716
a31	0.0939598443645	0.01964128684	0.049655689498	0.1874088432	0.1141833562	0.382853757	0.15229723194
a28	0.0322120012002	0.007576022374	0.012748498046	0.412839717638	0.1136885334	0.2278857762	0.19304943654
a27	0.0287414293143	0.018217000476	0.025737869258	0.36686058	0.1635121392	0.2360301746	0.16090078432
a31	0.0871020241459	0.026231891288	0.041328797542	0.4291224034	0.1393222164	0.151082064	0.125810604448
a49	0.00822564164682	0.0035433008308	0.0046154285499	0.44335218076	0.30226498846	0.152532572088	0.0854658995264
a23	0.0119088883045	0.0043166001126	0.0242364111942	0.4462689066	0.226424168	0.2241640732	0.062680984472
a31	0.0524457794053	0.0050041523646	0.005533999204	0.495706182	0.2310163734	0.14771891566	0.0625746005528
a29	0.0432870569392	0.0244008442768	0.0352395515981	0.3088698522	0.4094889786	0.13640575254	0.04230793399
a17	0.0656682803855	0.044927931164	0.014185998908	0.4157702074	0.2790444356	0.1533653225	0.0270377940472
a20	0.0655438812382	0.056846189534	0.02787392117	0.481505022	0.2229967852	0.122158189234	0.0230760445762
a17	0.063121371128	0.062018709852	0.04603626674	0.449098772	0.1933204698	0.13905305976	0.047351345812
a31	0.067116089295	0.065084808768	0.067739882889	0.397011582	0.234538218	0.10123272888	0.067276679572
a20	0.047190592452	0.060430784818	0.16035978066	0.335925485	0.1902738018	0.107445642	0.09837394066
a31	0.057326993678	0.08884171813	0.164683160574	0.159147862	0.236821784	0.1512520924	0.141926435
a3	0.067473319224	0.062549792718	0.0813534548922	0.11730584768	0.190153266	0.2944799008	0.1866844526
a31	0.088977035724	0.0990589881746	0.105599796831	0.1408847992	0.2239551738	0.1693649952	0.1721592136
a8	0.072457410472	0.059885658804	0.0498220217803	0.1001963804	0.189999544	0.2817997408	0.2458392511
</S>	0.101374633966	0.089181744396	0.0681056283468	0.149321226	0.155919164	0.1897382784	0.24635930388
