 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.41609373128	0.0313329074	0.059126494678	0.03977894852	0.03170391982	0.0739664258	0.1273451406	0.22065238974
a0	0.191639950611	0.0499524587992	0.09226814733	0.03679332394	0.37151534234	0.061558132132	0.16599414212	0.03027848828
a31	0.0800142408328	0.174501186146	0.102480240744	0.035885346588	0.31621890732	0.017817980616	0.18066928038	0.092412825436
a17	0.156069940361	0.142932780953	0.0450268292774	0.01756234958	0.31993954778	0.02130513956	0.19689354182	0.10026989815
a20	0.0965336553181	0.106007349888	0.186768492512	0.04959901952	0.3364128446	0.030014284774	0.159157844652	0.035506513688
a31	0.256645228878	0.0778311118652	0.13073044937	0.12001143166	0.155040392	0.0376723182	0.15133347806	0.070735596006
a37	0.324962700986	0.0337353933514	0.076325148408	0.1748388552	0.1341241768	0.121654766	0.05653926676	0.07781971904
a15	0.297573246804	0.039338253499	0.06412238048	0.11569160496	0.0684819582	0.0936348492	0.2537441436	0.06741354866
a46	0.253125400984	0.048328055214	0.1079259436	0.1107329899	0.0916552486	0.1469490432	0.202370243	0.038913044076
a24	0.297354759096	0.052899203734	0.06127249106	0.05181729328	0.1204305066	0.13543301412	0.2348314676	0.04596128538
a31	0.29001173	0.06017235312	0.04485976942	0.020920838294	0.141661517	0.1524333828	0.1405590612	0.1493813449
a18	0.1468463214	0.05118130814	0.1113376566	0.1336765188	0.211005402	0.0893536548	0.1402314786	0.1163676786
a11	0.2567540366	0.05315221004	0.0549175022	0.0517351878	0.0658458268	0.1595342898	0.2053680664	0.152692882
a35	0.3106035004	0.05431134	0.05830157374	0.04301711972	0.1747779086	0.07180812624	0.1515974982	0.135582889
a31	0.3335083728	0.06879273804	0.04537437454	0.0354003884	0.1260885762	0.11455401814	0.1568025512	0.1194789946
a13	0.161540316	0.11519306598	0.1044782986	0.138364248	0.0703516676	0.05982739168	0.1536186132	0.1966263926
a11	0.242442582	0.1167062499	0.0823079406	0.0622899394	0.0495475234	0.0961084858	0.1575123088	0.1930849898
a31	0.2629559894	0.1397470653	0.0913028311	0.0858002584	0.0491196266	0.0592793822	0.1188852496	0.192909578
a46	0.167940244	0.15817300636	0.10519823294	0.1574407458	0.0403296728	0.0514225578	0.1376115884	0.1818839288
a31	0.1203291658	0.11142757864	0.0993711754	0.0892439136	0.0693803234	0.0758924132	0.1844844582	0.2498710066
a24	0.181960326	0.1780953966	0.086769822	0.130934139	0.0459863278	0.05004857372	0.1408130906	0.1853923186
a35	0.1132741504	0.147804265554	0.1115120555	0.0738743666	0.046879188	0.05075874554	0.2118193576	0.2440778556
a31	0.153505858	0.15602099156	0.1020322654	0.102662764	0.0665017576	0.0669841494	0.1762149398	0.1760772402
a46	0.228370197	0.1917638832	0.0740993006	0.1123562972	0.04468763	0.043581091	0.1223478586	0.18279371948
a31	0.096278704	0.1119349825	0.12223612442	0.092086899	0.0562318466	0.0572003006	0.2119440582	0.252087062
</S>	0.2281705348	0.1750489212	0.0687786304	0.1039302528	0.053766376	0.05261612996	0.1274377466	0.1902513782
