 	ho	rotto	una	bottiglia	</S>
a31	0.102733161	0.1049318321	0.21570376022	0.385978724	0.19065248994
a21	0.1412356402	0.32582607458	0.0525617194906	0.284753139274	0.19562341616
a31	0.2463815386	0.38812334372	0.0664858347251	0.219339642	0.079669668182
a35	0.4525059268	0.323428376008	0.0030648344636	0.20343646092	0.01756439852
a31	0.126846807072	0.340379137488	0.151403148739	0.31613706191	0.06523387716
a24	0.31831518	0.34361564772	0.051700642054	0.23895453316	0.04741399496
a37	0.189883855786	0.335139939634	0.0358374596825	0.2673809256	0.17175783564
a31	0.188538304168	0.137748594226	0.077942537807	0.378340592	0.2174299508
a33	0.06402316086	0.04687887374	0.0721465652488	0.530812122	0.2861392832
a31	0.09861485016	0.08679962428	0.06741775597	0.429545584	0.3176221934
</S>	0.1179816934	0.16657796664	0.10977732638	0.309550294	0.2961127192
