 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
a31	0.21311649808	0.0617981297	0.01151932716	0.042754544838	0.0407257194	0.1579975752	0.1579875038	0.1133457584	0.2007549672
a1	0.0774696910984	0.01624544736	0.01713876562	0.2988522152	0.3015136088	0.166985360873	0.07661317984	0.034334665208	0.010847062994
a20	0.0402035516525	0.0888793213228	0.00854235746	0.2057246464	0.0958766122	0.25830015426	0.07183891376	0.0603625038	0.17027193302
a31	0.05193562522	0.075048434762	0.08953050824	0.1220822038	0.08746619944	0.22091578416	0.1610464894	0.09031453748	0.10166025006
a13	0.0525661654874	0.02492410746	0.038215252826	0.1214479838	0.03916086468	0.245259941756	0.2090893928	0.13709649758	0.132239770882
a17	0.191595442913	0.03782295966	0.04670078702	0.14835913392	0.02442744062	0.15346232266	0.173275286	0.12575803084	0.0985985932024
a29	0.177767251315	0.040407979678	0.0370052381	0.05758793088	0.03196126626	0.13031574042	0.287830792	0.2009343371	0.036189499616
a18	0.1901661364	0.05265306182	0.038568695	0.12176816754	0.05729932176	0.11838791914	0.2106214738	0.1769087408	0.0336264854
a31	0.20244861162	0.056096181828	0.03795318544	0.10819457764	0.03677886174	0.10374316186	0.2035420096	0.2191783556	0.03206507932
a13	0.12259777914	0.0224643395	0.012031016996	0.1599500624	0.05306577108	0.20222391576	0.317093818	0.0843306302	0.026242611
a18	0.16200352528	0.0504553996	0.047005080204	0.18751556944	0.0429599916	0.10003915646	0.1706163408	0.185540583	0.0538643634
a31	0.2228369702	0.08353292904	0.05027818182	0.13910967284	0.03790289694	0.072425629214	0.1889393928	0.1556224734	0.0493518878
a3	0.09354214962	0.0388006492	0.02494049408	0.1811376654	0.06446662724	0.20626080904	0.2410701746	0.0898608256	0.0599206004
a31	0.10588251046	0.0690987726	0.0650298826	0.1129749642	0.0430273696	0.1040104601	0.165812423	0.185154159	0.1490094336
a46	0.057960797108	0.04565891824	0.04562990036	0.104300757	0.072903925	0.2537131752	0.20138757	0.0942010404	0.12424394304
a31	0.07652101022	0.0571645196	0.0776942946	0.159665136	0.070050801	0.1246098438	0.166694002	0.197740307	0.0698601078
a20	0.064478761314	0.07082763606	0.07659121402	0.085052554	0.0938149866	0.2496256424	0.1311783316	0.0702020996	0.1582287538
a17	0.0853386022	0.0624014936	0.1213797796	0.1280259574	0.0784875836	0.1527499568	0.132132283	0.1332114008	0.106272928
a20	0.06010230628	0.078509706	0.1193891501	0.171078532	0.0897574978	0.1512889132	0.124192994	0.1084986282	0.0971822572
a31	0.071788743	0.0890098906	0.1098373208	0.1488147372	0.0855896979	0.1489381254	0.120841528	0.1049653792	0.1202145828
a8	0.06689488506	0.0819709056	0.08090349692	0.112390468	0.1033823236	0.224639448	0.096424054	0.0661094956	0.16728493704
a31	0.05787674616	0.0634916608	0.1069670796	0.1502856114	0.0925517066	0.159073064	0.1225490768	0.125537062	0.1216679714
a1	0.0640011127	0.0998413724	0.08550533386	0.1030689424	0.1275598768	0.200645887	0.0847094126	0.0556146404	0.17905339508
a46	0.0672246154	0.0716039346	0.12405630984	0.1122672468	0.0871885698	0.1538163128	0.115005513	0.1173690204	0.1514684774
a31	0.0591743991	0.083878026	0.11436681922	0.1573677984	0.0958113118	0.1608399856	0.0999513652	0.09577787	0.132832428
a17	0.0747219558	0.1034713182	0.08098274084	0.1041766408	0.135520932	0.1906334444	0.0874577992	0.0550872392	0.16794792648
a23	0.06688507508	0.0888487558	0.11973465502	0.111173178	0.077331855	0.1479567478	0.1036608662	0.1065766958	0.177832169
a8	0.06225211724	0.0812360636	0.11209022946	0.177899426	0.0888429672	0.1535966654	0.100977954	0.0962321534	0.1268724162
a31	0.07953330472	0.0872377992	0.12372008868	0.195206836	0.1082584496	0.1548241272	0.101308922	0.0713816116	0.078528864
