 	ora	io	sto	studiando	di	diventare	medico	</S>
a31	0.1469535514	0.0345576665	0.05342486812	0.117854143	0.1424632352	0.07190909554	0.0865381732	0.34629927636
a20	0.0405943306415	0.0374511638622	0.0340150906692	0.12332433762	0.439263084	0.2978494038	0.020903339902	0.00659926438
a31	0.0568092623848	0.126728311877	0.0418777004139	0.20872267462	0.2447540157	0.2167252217	0.0471427580019	0.0572400452344
a8	0.0161376539806	0.028833665927	0.0377146789176	0.192654023836	0.26610566	0.333724617	0.069140254692	0.0556894348552
a31	0.10281204186	0.142770849069	0.0764780826839	0.2065565208	0.291028324	0.1002212774	0.03301323216	0.0471196270788
a37	0.156403276816	0.100444538928	0.0567346653211	0.1526778423	0.2027146332	0.212103207	0.05011460764	0.0688072508
a31	0.149416911279	0.081835865472	0.0462649704893	0.2229510738	0.2082060028	0.1842730754	0.05744406472	0.04960803216
a39	0.128277928865	0.08857376076	0.0553252161256	0.1486581948	0.253589224	0.2007821048	0.06372585536	0.0610677469
a20	0.228335962807	0.06718485832	0.040366395567	0.0962796348	0.2857531804	0.1621663106	0.05447249648	0.0654411596
a31	0.152831794793	0.0951807318	0.0477642119806	0.1250997222	0.278617632	0.1883110856	0.07759745052	0.03459734878
a39	0.0503845209	0.0453333234	0.05401191331	0.1016345072	0.308846634	0.306600618	0.09788018576	0.0353082654
a41	0.101426538262	0.06239580794	0.04404804012	0.0984591436	0.271710139	0.2625263126	0.10179458898	0.05763939992
a31	0.09801636004	0.0813706118	0.102987979	0.1141900974	0.241975129	0.2531178464	0.07564391092	0.03269805854
a23	0.0749441878	0.0533933252	0.0723260676	0.106632215	0.267854212	0.2486633512	0.0933257753	0.08286085524
a31	0.105225856084	0.0976156176	0.0782069522	0.1139344656	0.224084544	0.2155791726	0.10562930326	0.05972409708
a20	0.090045949	0.0540755122	0.090178599	0.0981856124	0.216797166	0.20808695	0.0934084618	0.14922175283
a31	0.095616205952	0.1002303304	0.1175689768	0.1379147536	0.2184411992	0.1824183974	0.0890837518	0.05872637734
a28	0.11945800494	0.049847463	0.097162142	0.0999663036	0.2137563478	0.163871164	0.0869220188	0.169016577914
a31	0.08898581416	0.0844509518	0.0707773914	0.1518240594	0.201406104	0.1672317168	0.0983681986	0.136955789308
a8	0.14461436086	0.054194652	0.0745483274	0.117397163	0.198758836	0.1682157068	0.0753960158	0.166874948586
a24	0.12868288822	0.1250078324	0.097863361	0.1388754888	0.1959525976	0.1498102408	0.0882866294	0.075520988424
a31	0.20205623214	0.0878520976	0.0690641988	0.1198898938	0.1518076212	0.1753820016	0.0663055724	0.12764238222
a3	0.18245878212	0.0875460088	0.0766598986	0.106808342	0.1709827466	0.154471125	0.0693081576	0.151764915752
a13	0.1449744616	0.1119701096	0.0719951542	0.1504287346	0.1495481784	0.1567921142	0.0726798318	0.14161143712
a35	0.22312587028	0.110371282	0.083232882	0.1405409296	0.1287929798	0.1358749166	0.055593739	0.12246740868
a31	0.18191001	0.1086893416	0.102605905	0.1489352478	0.1414205504	0.1262490794	0.068052559	0.122137272494
a11	0.1852729406	0.0941680182	0.0830913868	0.0981744202	0.171812992	0.143467144	0.0672943264	0.156718808421
a31	0.18679821014	0.1137391758	0.0970262962	0.1452957212	0.1288925466	0.1106965132	0.0625567322	0.15499476668
a46	0.209800882	0.0930159448	0.0829225046	0.0951876294	0.1677732754	0.1279612352	0.0644487994	0.158889756094
a8	0.1056566772	0.089860809	0.090278877	0.153064378	0.1493966888	0.140984458	0.08633348	0.18442462552
a31	0.1115307223	0.092039415	0.1499583282	0.1688257628	0.1476235052	0.105670996	0.086365575	0.13798567246
a39	0.1930979542	0.1087192524	0.116680951	0.1106127354	0.170025486	0.091114092	0.0736296344	0.136119916591
a31	0.1886430678	0.095216314	0.1075281516	0.157207605	0.1287600828	0.1050848068	0.0773873492	0.14017260368
a29	0.2120129346	0.098518423	0.1044516752	0.1100249812	0.1671708998	0.0903161874	0.0742596326	0.143245218988
a31	0.20657921212	0.099089932	0.101819416	0.1493867636	0.1204784344	0.106682393	0.0712539612	0.14470986568
a20	0.2035052444	0.0864129436	0.0952830356	0.1136363074	0.1705079728	0.0911045234	0.0821841739	0.157365807678
a13	0.2084719454	0.0980278018	0.0971543806	0.1500555558	0.1248435372	0.102342076	0.076194896	0.14290979514
a31	0.2167121154	0.087538132	0.098613722	0.1464234714	0.1312381872	0.0848843682	0.076399658	0.15819037774
a23	0.1804217518	0.092140359	0.107041518	0.1156476836	0.1609588348	0.0899505736	0.0848220922	0.16901718205
</S>	0.1150934667	0.0816142428	0.114721998	0.1564815042	0.133060956	0.1384973	0.0853353578	0.1751952004
