 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.0581020979	0.07288231366	0.0801881202	0.0704198308	0.13147624766	0.2434282406	0.1211171682	0.2223860092
a31	0.0473971796079	0.12244753256	0.20936291772	0.023168566468	0.07714803291	0.4335288836	0.055821252336	0.0311256356374
a37	0.0264367602556	0.3626826418	0.1430681474	0.05974083628	0.159421980715	0.1773093414	0.0512758521594	0.0200644726487
a20	0.06503858295	0.0957694754	0.1434708514	0.1907235716	0.18097456214	0.0907676068	0.162655796504	0.0705995701661
a31	0.0587430853	0.0573043048	0.1020812202	0.1132673422	0.1399911608	0.2277631614	0.22576838688	0.0750813194228
a7	0.01507650854	0.04574021094	0.0949218798	0.0727995238	0.1879686592	0.342523074	0.1563645773	0.084605571666
a10	0.061070941854	0.04838695354	0.0918132138	0.0744938482	0.26466121554	0.2104031694	0.14509405376	0.1040765951
a41	0.0360801736	0.1523321436	0.1164037365	0.0722695166	0.17126381816	0.2068410417	0.17362822142	0.07118131606
a37	0.068918420734	0.0969902538	0.0936864552	0.0661483422	0.226539726	0.2331800058	0.121484683	0.0930521134
a14	0.095828965444	0.10296898246	0.06693990858	0.0510816888	0.242095309	0.2711549776	0.0867232533	0.0832069306
a31	0.08880460791	0.08344605532	0.07686084088	0.05034121346	0.2119881404	0.318703973	0.08927770438	0.080577475
a20	0.023891023188	0.165608670748	0.06717514899	0.077448090554	0.18013412026	0.325025884	0.11409610306	0.04662096528
a31	0.071520824592	0.088817397436	0.0699444026746	0.039965367393	0.1055841166	0.4665856592	0.08993901458	0.06764321718
a37	0.01480475146	0.06997108784	0.12742177604	0.1044952556	0.143548023	0.349820828	0.10912778332	0.0808105058
a7	0.05960212708	0.1117166946	0.094568737192	0.0485949959	0.096818936	0.453672978	0.07642899652	0.058596516192
a10	0.050149960472	0.1450387706	0.09272170826	0.057642457	0.1132422196	0.441646771	0.0521909926	0.047367155616
a7	0.044198830316	0.13334938935	0.088840724744	0.053851220228	0.1561721056	0.40384736	0.0690973878	0.050642991208
a39	0.05765137416	0.11803180064	0.0684310207266	0.049421824694	0.1545262342	0.4186919052	0.0758433214	0.057402492604
a10	0.05204598054	0.105284894668	0.0528727418228	0.05146033068	0.1665158296	0.429710512	0.0822128112	0.059896880596
a32	0.05098295332	0.0813963777	0.059453999708	0.05730511262	0.197962374	0.3921864152	0.089994914	0.07071785518
a19	0.0550748868	0.07893246188	0.074491000894	0.05505242668	0.2152517282	0.2906594658	0.1047710356	0.12576701438
a31	0.0971397066	0.0877324376	0.058511403596	0.042447272546	0.189983158	0.3575749	0.0789744534	0.087636629186
</S>	0.05782915246	0.06643934492	0.062239148972	0.06387429882	0.1505651458	0.1876842196	0.144803886	0.26656482602
