 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a43	0.0634422743	0.016971410793	0.007958717188	0.02009966726	0.0082571072	0.02143095566	0.058558122	0.0881644714	0.2470270802	0.1970771814	0.2710129988
a20	0.0954615625962	0.156449442396	0.00748102252	0.02086496336	0.066481883086	0.0152996822	0.2195134858	0.117159757792	0.27105625252	0.022242394108	0.0079895573986
a31	0.038413661342	0.0359209988468	0.002081361188	0.0199167050163	0.14656251104	0.067784469206	0.273792509	0.193117059874	0.094424086	0.09516823346	0.032818397216
a39	0.0177197402848	0.187804373195	0.006860855314	0.00583739810242	0.01944436082	0.01328029442	0.2814633618	0.09993620403	0.2273498366	0.0978788432	0.0424247767397
a31	0.0188367576061	0.020042695152	0.025404137252	0.0109870685159	0.09217928334	0.04707153102	0.2583419534	0.07356028308	0.298010351	0.1134480228	0.042117895812
a46	0.0363474104	0.0113554538287	0.006422422346	0.0041571797306	0.06623462338	0.0897424287	0.287190664	0.07091118842	0.2222699508	0.1582068198	0.04716185364
a37	0.0447695087867	0.0186407534355	0.011748514138	0.003915896038	0.0278470434	0.11986923486	0.2203122994	0.04360932308	0.20610682592	0.2449571822	0.058223393328
a31	0.04828439202	0.048905837651	0.0203871164	0.007869430184	0.0615963166	0.1048506896	0.11579638232	0.0377844004	0.2210351348	0.2795442544	0.0539460596
a13	0.04400455922	0.0824212281584	0.008124341756	0.00999325068	0.04228968468	0.0494593929	0.2176777654	0.08092661088	0.178356558	0.2087776292	0.0779689438
a11	0.076377255206	0.028445938543	0.00991541831	0.011790344356	0.0343479358	0.12194210448	0.15485704558	0.05683910934	0.2016134124	0.2604294268	0.0434419934
a31	0.0689046072	0.0491513487562	0.029626925324	0.019409805286	0.0353086234	0.0991448794	0.0955497916	0.05919717076	0.2170462734	0.2405967614	0.086063817
a20	0.0280862631	0.047249817498	0.02393587323	0.03933843194	0.07686027155	0.04958518584	0.1337484148	0.12669492648	0.2556900094	0.158322933	0.060487873
a31	0.08182193322	0.020115894578	0.01450728004	0.0213460427	0.0480714884	0.10653665556	0.09163350574	0.07892446154	0.20589668	0.26547255	0.0656734834
a41	0.03709205486	0.021779801428	0.035064004336	0.07276175128	0.11004824328	0.06554655328	0.0744430798	0.11586624258	0.2022677998	0.1631337524	0.1019967298
a31	0.08285256448	0.0372497157466	0.042644743126	0.0382985726	0.08655265094	0.11699193192	0.1072144964	0.078635297	0.1204529594	0.2321378098	0.0569692522
a24	0.0510854564	0.02796833921	0.037345322988	0.06424227848	0.13398227946	0.06709386134	0.0620145374	0.10833981182	0.1641361278	0.1666972596	0.117094723
a31	0.0741818566	0.035180411178	0.04110842484	0.0330736154	0.0708739948	0.08987558256	0.087225775	0.0629815554	0.1078113058	0.249085063	0.1486024016
a10	0.0590275566	0.02521082672	0.05731602888	0.059982558	0.087767841	0.06319248388	0.04809147792	0.10308761554	0.1639122344	0.1942778088	0.1381335834
a31	0.0515660058	0.035565321046	0.044059251368	0.0416636174	0.1055277658	0.12426595196	0.0799173314	0.0616398386	0.087945596	0.255485303	0.112364019
a46	0.081635178	0.04341741984	0.06027679892	0.0574789064	0.056834017392	0.04720408874	0.04536550184	0.0887411234	0.142022093	0.2209000048	0.156124869
a20	0.0541572781	0.0488851479	0.05679822885	0.045405326	0.1068575586	0.1572580702	0.07203772366	0.0748986536	0.0875987176	0.222989802	0.0731134754
a46	0.1030438754	0.086010446284	0.11052492576	0.0690527608	0.06011386	0.05284231996	0.058608653	0.0583989056	0.0751188626	0.1987242754	0.1275611122
a31	0.059832506	0.058206305342	0.071785319914	0.0844145438	0.0567242986	0.06949904756	0.064683836	0.0695884612	0.0835906872	0.2345712712	0.14710376
a7	0.110523473	0.11447834692	0.07811527792	0.0747979718	0.0340467986	0.03698068572	0.0747786273	0.0715416996	0.0728252902	0.1796506012	0.15226123568
a31	0.07224026828	0.07555361432	0.07702448129	0.0940231066	0.0708707914	0.08208112312	0.0705899312	0.0710705634	0.07298869	0.1905862428	0.1229711934
a39	0.142413661	0.1356716581	0.1010910454	0.091192815	0.03398082786	0.0343855485	0.06759473232	0.0626579782	0.0634346952	0.150953334	0.11662368966
a31	0.0569307492	0.067198064188	0.06589723714	0.0965304742	0.0940753572	0.07586683434	0.0614471428	0.0711955406	0.0771768706	0.1934849898	0.14019671
a15	0.1634329288	0.1441915088	0.1054671704	0.0976602394	0.0333588426	0.03419457166	0.0702219086	0.060788214	0.0577097974	0.1249407962	0.1080340276
a20	0.0502425346	0.06129594042	0.05865438484	0.1159203048	0.1041895378	0.05531403612	0.0481080084	0.0697050104	0.0894064142	0.2065016292	0.1406622144
a35	0.0933345102	0.119922468586	0.09889375154	0.1001689144	0.04510752	0.0425128858	0.063586104	0.0707977086	0.068315842	0.1797831634	0.1175771522
a28	0.0638467036	0.07317782354	0.0986643244	0.0909276636	0.0552996256	0.0535318712	0.0627742168	0.0817990632	0.0814299408	0.1900301196	0.148518629
a31	0.0829211352	0.12312310277	0.08838213456	0.0838317086	0.0644483832	0.0617617548	0.083338588	0.086063847	0.0804629776	0.1554824992	0.0901838782
