 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.10479722926	0.1736565684	0.0860196498	0.127584595213	0.01519175319	0.06242506755	0.0411494386	0.1206473396	0.107091051592	0.16143731066
a37	0.0851371266994	0.119859672648	0.1761852932	0.2783688938	0.1177392624	0.05599160466	0.037668221784	0.102248273126	0.0158564686932	0.0109451359
a31	0.0592964250118	0.1079959501	0.1173609114	0.201912285612	0.11599988412	0.0402354616	0.070889400362	0.185813687798	0.084952862548	0.01554312412
a20	0.012313718716	0.04055273984	0.15252770912	0.14780159244	0.26769612432	0.0819691404	0.020795215216	0.13642154088	0.121401962124	0.01852026176
a31	0.01762767403	0.02695393734	0.166604825	0.1571532874	0.0798976152	0.16699807892	0.0430380520994	0.228538167532	0.0590514903902	0.054136857098
a13	0.048139437984	0.2030354381	0.2176196316	0.0817147144	0.089196097	0.1252974572	0.08616884206	0.10764860346	0.0210416823148	0.020138107762
a31	0.057079469834	0.07210566165	0.125609757	0.0742624756	0.1583471918	0.1023147406	0.0947609541	0.2344991888	0.038481412248	0.0425391411196
a20	0.02768760631	0.10693825364	0.1694335056	0.09490268064	0.1654714402	0.0718127524	0.169905526	0.132177078	0.03244260382	0.029228546656
a17	0.029531955146	0.14435218514	0.122854116	0.12250953826	0.0842756318	0.07381382	0.16361617568	0.19343437	0.0407328562	0.0248793584
a20	0.0351079169	0.1123921508	0.180858154	0.0833545763	0.0940942626	0.090316239	0.1424202896	0.169604248	0.04898452216	0.04286764154
a31	0.03364280658	0.0678763794	0.1415155956	0.0921995376	0.0643315682	0.16126653796	0.1090900686	0.161162694	0.076915190172	0.0919996476
a20	0.05194348553	0.109880665	0.223134062	0.0987327874	0.0639144772	0.13007854824	0.0613077884	0.1329799334	0.0609542372	0.06707402594
a31	0.060234283408	0.1001707838	0.1044712082	0.10411487988	0.0350737502	0.09942629496	0.10340385	0.1572793736	0.0852131022	0.1506124752
a3	0.04986389526	0.097233978	0.20158216968	0.10295007966	0.0294089523	0.06251376914	0.06448428766	0.1220187666	0.08990096752	0.18004313942
a8	0.04074740348	0.082821768	0.1112550212	0.0950176896	0.0360685674	0.143179421	0.0862716318	0.149887276	0.0623835484	0.1923676584
</S>	0.0575445668	0.0847624392	0.1248100122	0.0830930996	0.04624612312	0.1022651584	0.09089105	0.144120034	0.06737401888	0.1988934804
