 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.2272106084	0.1903285396	0.0361055443748	0.010969280566	0.0242252287262	0.04454578284	0.23157142509	0.235043598675
a46	0.25268491798	0.099069068492	0.00325603105	0.002868651738	0.006703223096	0.00748749357	0.443047282	0.184883288778
a39	0.346166273892	0.07136539082	0.0439302409168	0.059127049134	0.0521673874928	0.0293549044858	0.3127664042	0.0851223678576
a31	0.2472797912	0.2198652662	0.0908863218202	0.150930350228	0.061758513315	0.009670440162	0.1380189648	0.081590350308
a20	0.2464689242	0.1022415346	0.158017808166	0.109233466408	0.0879158447928	0.002105386715	0.2803586627	0.013658381464
a31	0.25913721356	0.1341643719	0.18222655539	0.105694575978	0.0797664708382	0.002590284074	0.1735788732	0.062841639392
a15	0.2899471188	0.053619372	0.166214926799	0.149887957438	0.033039988526	0.0070550862	0.27058720192	0.029648349262
a11	0.283433839708	0.20839770808	0.0391149524908	0.07966894958	0.0440548930832	0.01671166574	0.1611086709	0.16750930163
a31	0.2769403054	0.0688195524	0.0949000514038	0.14363685084	0.116523236535	0.00925369157	0.17997727634	0.10994902204
a46	0.2475794326	0.0821339378	0.151544774608	0.144239637816	0.063779423404	0.04301684227	0.18853354968	0.079172386174
a31	0.2342727717	0.19388336776	0.0649453248737	0.0917378524268	0.101176731405	0.03527719998	0.12995339298	0.148753359068
a46	0.259996195	0.0943728866	0.127276865554	0.18599951532	0.105332330174	0.028083606124	0.098927803154	0.100010807266
a31	0.26384011968	0.1804935345	0.0685707117482	0.096578555856	0.132376817387	0.04427756388	0.069392154	0.144470529328
a15	0.2653462237	0.0945237494	0.100471571707	0.15464279476	0.121397884863	0.05194120068	0.09065868364	0.121017904264
a31	0.29760384366	0.1617803028	0.0661218394	0.08101408396	0.119917696054	0.0727124522	0.0732872168	0.12756260118
a20	0.2797728182	0.0943891542	0.0719130774812	0.11323010826	0.119662027628	0.083675154268	0.06571725926	0.171640425892
a18	0.30278879968	0.1385694702	0.0658312704884	0.09127614684	0.097587763008	0.1009908224	0.102841968	0.1001137501
a46	0.317547506	0.165668435	0.06742028891	0.06907159186	0.08394724026	0.1000958438	0.096584484	0.09966460872
a31	0.3172567192	0.1286629148	0.0731222520086	0.07835797776	0.0829337127364	0.0955523642	0.092896307	0.13121774376
a15	0.3217507314	0.1854379366	0.0597158695334	0.091235621272	0.0876905747772	0.08180579582	0.0549854028	0.117378055012
a31	0.2597137358	0.133776437	0.079511249638	0.0832761244	0.079430570036	0.0967540092	0.1377187222	0.129819133
a37	0.334492842	0.1935327241	0.065932358188	0.098254695728	0.0847611717994	0.06956302858	0.06386941506	0.0895937527
a35	0.2693989072	0.1352743986	0.0739518764754	0.08440799496	0.0815511136666	0.092830504	0.152858649	0.10972655174
a31	0.2825482312	0.149253328	0.0737345797346	0.08138057267	0.0841236257464	0.093921075	0.1357646768	0.09927388104
a46	0.33121196	0.18365399	0.07073434048	0.10518247858	0.080797145264	0.066755626	0.073021446	0.08864306156
a31	0.262794008	0.1450893636	0.0831204281336	0.083333606374	0.079511660128	0.0840959746	0.1374472382	0.12460769328
a11	0.328895602	0.1584656764	0.077911740468	0.117913829214	0.0849322626868	0.067156501368	0.08034451874	0.084379886213
a31	0.259830452	0.1547454794	0.08084245551	0.0862124903	0.081838706106	0.0860712402	0.1478611718	0.10259803164
a46	0.31977393	0.1401523716	0.0820728701788	0.128770203784	0.0902896684602	0.069986984028	0.08441195328	0.084542046626
a20	0.2648031952	0.1348493902	0.085657763486	0.0910085274	0.086612004148	0.088761039	0.1298413978	0.11846666546
</S>	0.2619189252	0.119038526	0.087330219728	0.09871488396	0.093797717254	0.0973150876	0.13831079	0.1035738546
