 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.1193820032	0.1532689573	0.06143906192	0.09763762118	0.1154872158	0.206996697	0.24578845
a31	0.31997618844	0.20187027124	0.12544633098	0.03362078544	0.03019815028	0.251425765856	0.037462502018
a21	0.0867631673962	0.21484406072	0.121139802176	0.0277343530772	0.018068558186	0.478970079256	0.0524799728061
a37	0.21722346638	0.16684533832	0.0029214827496	0.00626332746	0.0286769269705	0.373601935763	0.204467533658
a8	0.17669393894	0.0900381876	0.018642355	0.027274418053	0.054610717362	0.386974304966	0.245766099756
a31	0.3148336272	0.091641178	0.01934668312	0.0375367483	0.03460363512	0.251699195	0.250338948968
a13	0.3005863156	0.0999050696	0.01635552108	0.08023376814	0.0509663498	0.261277427	0.1906755476
a20	0.2451747802	0.075795471	0.0150797296	0.105629572844	0.09540639062	0.2484413908	0.2144726252
a3	0.2696448484	0.11375859928	0.016428994292	0.10577269774	0.0741792612	0.2228359932	0.1973796106
a31	0.1588546976	0.09301973032	0.03166149788	0.1233176692	0.152183319	0.2285314716	0.212431586
a29	0.10753069236	0.110739371826	0.034941918276	0.09196369478	0.176627803	0.406151944	0.0720445282
a31	0.031151573	0.056824650922	0.030066100204	0.20448892752	0.1356740209	0.4470273816	0.09476735608
a3	0.0706174443	0.1046419242	0.04627770534	0.12984654795	0.15092624916	0.405544267	0.09214586234
a31	0.0551950796	0.0671699788	0.05557204504	0.1409427762	0.1493310292	0.4417321716	0.09005692714
a24	0.1059124384	0.1204124464	0.057536215	0.13256050151	0.15645277952	0.311127714	0.1159978882
a31	0.078089651	0.0889078358	0.0691238063	0.08605431934	0.1130648248	0.4351260098	0.1296335686
a39	0.0916486094	0.089507756	0.05610862046	0.1034581054	0.1102068569	0.352460416	0.1966096652
a31	0.078270633	0.08135568704	0.06103416952	0.08671164474	0.108880148	0.411505227	0.1722424664
a33	0.0891836992	0.0925175	0.05468208514	0.09666608048	0.08346894156	0.3227253	0.260756382
a31	0.11731634754	0.07665182808	0.06251933744	0.07510932382	0.08373200492	0.35730639	0.2273647674
a23	0.0870297986	0.1016183794	0.05856162068	0.08811302326	0.07760703156	0.312100062	0.2749701142
</S>	0.12801589076	0.0741121792	0.06519460862	0.07200559506	0.0730899972	0.332341898	0.255239826
