 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.928156	0.0414584	0.00366846	0.00522042	0.00783062	0.00535616	0.00830971
n	0.316084	0.321626	0.0281379	0.0548894	0.0535005	0.103396	0.122366
a	0.114044	0.641048	0.0561388	0.0236186	0.0239311	0.0460163	0.0952033
a	0.106146	0.511747	0.0564779	0.0292651	0.0303032	0.0978991	0.168162
f	0.0803218	0.272599	0.197305	0.0424581	0.0323355	0.0899031	0.285077
o	0.0169252	0.074292	0.4394	0.0911931	0.10618	0.0679725	0.204038
r	0.0427731	0.134045	0.326539	0.048715	0.0428884	0.0678007	0.337238
à	0.0131534	0.0334895	0.141203	0.183098	0.22046	0.113183	0.295414
s	0.01356	0.0410034	0.200536	0.282118	0.208718	0.0475823	0.206482
o	0.00916649	0.0208103	0.120519	0.389145	0.258405	0.0281932	0.17376
t	0.00966693	0.0301137	0.0495493	0.346796	0.362032	0.0693937	0.132448
o	0.00637419	0.0177175	0.0859232	0.297167	0.298227	0.075532	0.219059
t	0.00873212	0.0233419	0.036364	0.242647	0.255292	0.177884	0.255739
s	0.00407061	0.0102359	0.0398187	0.196906	0.3057	0.219451	0.223818
o	0.0128765	0.0339532	0.11183	0.215854	0.339321	0.12395	0.162214
m	0.0037085	0.00880563	0.0135225	0.055513	0.0616678	0.588889	0.267894
ì	0.00395185	0.0107961	0.0283242	0.162484	0.310512	0.314343	0.169588
p	0.00200746	0.00552341	0.0186833	0.040554	0.0639607	0.534306	0.334965
à	0.00180642	0.00341918	0.0121736	0.0397116	0.0794735	0.540751	0.322665
s	0.00292485	0.00718878	0.0120941	0.0389702	0.0615392	0.541329	0.335954
s	0.00274106	0.004315	0.0112925	0.0375214	0.0357642	0.495527	0.412839
i	0.00731786	0.015342	0.0239191	0.0690046	0.071624	0.217783	0.59501
n	0.00831141	0.00954092	0.02831	0.0395925	0.0477094	0.319179	0.547357
i	0.00110025	0.00143984	0.00316063	0.0272536	0.0783762	0.52587	0.3628
m	0.00965266	0.00679124	0.0114401	0.0135675	0.023597	0.400789	0.534162
è	0.00124633	0.00217593	0.0162799	0.0666897	0.122864	0.496982	0.293762
r	0.00274474	0.00311121	0.00753729	0.0332732	0.0539385	0.457179	0.442216
a	0.00427835	0.00350135	0.00496573	0.0112985	0.0248508	0.400081	0.551024
</S>	0.00952993	0.00813346	0.0183767	0.0229645	0.0292986	0.360856	0.550841
