 	credo	che	stanno	ancora	svegli	</S>
p	0.868962	0.0502476	0.0286489	0.0138001	0.0181486	0.0201927
i	0.653902	0.175064	0.0237377	0.011051	0.0260611	0.110184
s	0.629979	0.213683	0.0301578	0.030139	0.032192	0.063849
t	0.182822	0.666039	0.0488505	0.0164478	0.0204715	0.0653696
è	0.194686	0.592364	0.0424585	0.0257802	0.0336004	0.11111
o	0.240539	0.678423	0.030274	0.0136359	0.0191454	0.0179828
k	0.105719	0.690542	0.0832204	0.0297034	0.0336498	0.0571655
a	0.0445294	0.308957	0.206831	0.0187793	0.0507039	0.3702
s	0.0778698	0.321175	0.415387	0.029059	0.0539371	0.102572
t	0.0438251	0.119609	0.325747	0.115043	0.069382	0.326393
è	0.0471401	0.113436	0.338909	0.075112	0.0342604	0.391143
o	0.0352992	0.12826	0.452164	0.233101	0.0421224	0.109053
n	0.07833	0.0957273	0.236918	0.219037	0.113792	0.256196
e	0.0151686	0.0927144	0.171703	0.146082	0.104198	0.470134
a	0.106498	0.122994	0.146607	0.239039	0.224293	0.160569
n	0.0643507	0.0692466	0.0883773	0.281292	0.235981	0.260751
k	0.00716095	0.0383122	0.0821995	0.157033	0.277127	0.438168
ò	0.0337819	0.0416585	0.054529	0.19553	0.0568614	0.617639
r	0.0294983	0.0853135	0.0983001	0.360801	0.137721	0.288366
a	0.0613641	0.0817061	0.13411	0.261613	0.207733	0.253473
a	0.155091	0.14593	0.152953	0.195633	0.0748285	0.275564
t	0.0869603	0.0650828	0.0812001	0.224089	0.268671	0.273996
s	0.00641588	0.0080853	0.0318907	0.0901819	0.294793	0.568633
ù	0.0347302	0.027798	0.0287023	0.0462652	0.0966668	0.765837
n	0.0354125	0.0526007	0.0570807	0.12649	0.263248	0.465168
n	0.00519982	0.0107813	0.0373942	0.0700609	0.304106	0.572458
i	0.0337483	0.0266728	0.0296545	0.0645688	0.0851816	0.760174
t	0.0561979	0.0575999	0.0569355	0.0659076	0.179605	0.583754
i	0.0182122	0.0149915	0.0164819	0.0293215	0.146037	0.774956
</S>	0.0469333	0.0520791	0.0477556	0.0573748	0.300528	0.495329
