 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.93583	0.0396179	0.00761661	0.00193456	0.00156778	0.00150848	0.00151726	0.00143524	0.00142587	0.00143204	0.00144232	0.0017555	0.00291682
n	0.566348	0.268815	0.0265515	0.0113037	0.008642	0.0102685	0.0076016	0.0089278	0.0110886	0.00923365	0.0289586	0.0201225	0.0221387
ì	0.142693	0.358237	0.282352	0.0183721	0.00723122	0.00413518	0.00409123	0.00414613	0.00616761	0.00546643	0.0133255	0.0280239	0.125759
c	0.136918	0.648962	0.154933	0.0109685	0.0054716	0.00452955	0.00472894	0.00259149	0.00329997	0.00329124	0.00745962	0.0102585	0.00658791
h	0.0469704	0.380968	0.416734	0.0701028	0.0129209	0.00488568	0.00542101	0.00357838	0.00283883	0.00292749	0.00285955	0.0303256	0.0194673
a	0.276509	0.250292	0.108136	0.0935804	0.0392855	0.0270792	0.0228472	0.0246781	0.0254454	0.0234997	0.0288952	0.0609843	0.0187676
n	0.157845	0.20532	0.230429	0.076748	0.0259424	0.0254232	0.0242616	0.0255833	0.0272867	0.0264568	0.0289846	0.0871164	0.0586024
d	0.0849506	0.0943056	0.114607	0.245736	0.0612495	0.0289132	0.0241039	0.0261744	0.0272099	0.0245141	0.0421873	0.12552	0.100527
ì	0.075445	0.0824589	0.090491	0.215764	0.0892358	0.0317257	0.027088	0.0261777	0.0263411	0.0238466	0.0486683	0.172358	0.0903997
s	0.16543	0.244874	0.191255	0.231037	0.0469969	0.016769	0.019419	0.015564	0.0101707	0.0105477	0.00946723	0.0136727	0.024796
o	0.0402566	0.0779368	0.0963209	0.284399	0.208201	0.0404631	0.0492286	0.0250324	0.0162499	0.018051	0.0155005	0.104749	0.0236108
n	0.0435884	0.117806	0.13869	0.452834	0.0779424	0.0166636	0.0199212	0.0159313	0.0137298	0.0137172	0.0147634	0.0242362	0.0501759
t	0.0287948	0.0298434	0.0329691	0.313265	0.264529	0.0423319	0.0307136	0.0196472	0.0112102	0.00941812	0.0140793	0.102267	0.100931
a	0.029782	0.038267	0.0436444	0.318323	0.247727	0.0312405	0.034677	0.0196043	0.0125767	0.0127709	0.0143942	0.136619	0.0603739
i	0.032418	0.0477658	0.0560965	0.352809	0.229368	0.030982	0.0374435	0.0218657	0.0122747	0.0123629	0.0140303	0.0965985	0.0559854
k	0.0348914	0.0431289	0.048196	0.273832	0.236518	0.0539919	0.0593151	0.0351947	0.0146335	0.0148541	0.0150839	0.0889451	0.0814151
i	0.0107665	0.0118178	0.0137742	0.119653	0.263783	0.149692	0.0995279	0.0666948	0.0107507	0.0134592	0.0123069	0.0581024	0.169671
a	0.0323939	0.0411862	0.0464041	0.178794	0.202904	0.100855	0.117085	0.0520273	0.01076	0.0141562	0.0135076	0.0854746	0.104452
t	0.0238656	0.032475	0.0373323	0.13436	0.163742	0.130066	0.153277	0.0757106	0.0174578	0.0242731	0.0103546	0.0884522	0.108633
è	0.0119947	0.0127647	0.013311	0.0374786	0.0674251	0.197334	0.150226	0.132616	0.0303661	0.0479178	0.00810011	0.055127	0.235339
r	0.0113258	0.0285918	0.0319111	0.0683224	0.10288	0.184132	0.226782	0.12709	0.030466	0.0609359	0.00463689	0.0329133	0.0900121
a	0.00536241	0.00613756	0.00665734	0.0260454	0.0727763	0.212936	0.172377	0.21171	0.0669787	0.0968756	0.00291441	0.0253865	0.0938425
m	0.0137563	0.0250846	0.0297484	0.0604875	0.0706802	0.156379	0.200971	0.172462	0.0583954	0.123415	0.00575019	0.0183982	0.0644718
u	0.00652367	0.00687521	0.00751723	0.0377311	0.0765753	0.198025	0.122287	0.155974	0.0501027	0.0596309	0.00754061	0.0541748	0.217043
t	0.013717	0.0156144	0.0168433	0.0357226	0.0429028	0.0890483	0.129484	0.142777	0.172496	0.210108	0.00748849	0.0181401	0.105659
i	0.00737482	0.00750037	0.00764342	0.0118034	0.0243599	0.100603	0.105488	0.143611	0.172744	0.150845	0.0071294	0.0306319	0.230266
n	0.0119762	0.0134385	0.0144056	0.0305113	0.0380535	0.0927273	0.127623	0.144679	0.14514	0.200754	0.00634968	0.0252737	0.149068
ì	0.00466551	0.0047636	0.00501236	0.0243529	0.0631745	0.168769	0.0984432	0.140376	0.128786	0.103649	0.011495	0.0730187	0.173494
c	0.00491798	0.00756135	0.00894508	0.0202798	0.0462031	0.090269	0.165012	0.147461	0.183315	0.239067	0.00474779	0.0172894	0.0649309
h	0.00243796	0.00349763	0.00474399	0.0336278	0.0510912	0.129867	0.114239	0.1416	0.137186	0.13095	0.0169675	0.130484	0.103308
a	0.018595	0.0191449	0.0199147	0.0379007	0.0781308	0.120659	0.115362	0.121037	0.141663	0.145756	0.045193	0.0157811	0.120863
p	0.01205	0.0098257	0.0101292	0.0136733	0.0199315	0.055135	0.0495888	0.0673617	0.221935	0.168837	0.0457695	0.0433893	0.282374
à	0.00475799	0.00491924	0.00520003	0.013863	0.0336839	0.11087	0.107448	0.149392	0.17805	0.147002	0.0137249	0.051278	0.179811
r	0.00507852	0.00962784	0.0114439	0.0201872	0.0399526	0.0696857	0.113383	0.0995645	0.189522	0.232814	0.0292921	0.0327189	0.14673
o	0.00660992	0.00719674	0.00764795	0.0186997	0.0485163	0.093504	0.090983	0.112012	0.214313	0.212218	0.0446735	0.0217349	0.12189
n	0.0107623	0.0147615	0.0171182	0.0345609	0.0385591	0.0577574	0.0941674	0.0879886	0.224867	0.233175	0.0496468	0.0354278	0.101208
t	0.00619945	0.00641087	0.00690323	0.017444	0.0315818	0.0926616	0.103682	0.119541	0.174719	0.120437	0.0238492	0.0623415	0.234229
a	0.0099584	0.00950648	0.00960614	0.0114847	0.0185741	0.0468426	0.0340483	0.0455128	0.115933	0.0860748	0.0903801	0.0635479	0.45853
s	0.0138454	0.00956622	0.010267	0.0145501	0.0187996	0.0356489	0.0232515	0.0357107	0.100926	0.0838506	0.132532	0.0306824	0.49037
i	0.00595702	0.00589726	0.00612834	0.0110885	0.0227046	0.0693143	0.0791705	0.102576	0.217924	0.185867	0.0156454	0.0640586	0.213668
n	0.0122298	0.0116284	0.0125158	0.0246403	0.0290538	0.0466338	0.0506075	0.0584561	0.14121	0.149016	0.0376689	0.0521588	0.374181
a	0.00282536	0.00291572	0.0032476	0.0281559	0.0600178	0.133288	0.0737288	0.114365	0.122669	0.0941307	0.0287268	0.206497	0.129433
g	0.0137839	0.0128553	0.0132326	0.0198564	0.0235011	0.0426275	0.0244542	0.0388563	0.0815154	0.0562054	0.152139	0.0405567	0.480416
l	0.00282902	0.00297019	0.00322126	0.0219673	0.054491	0.138507	0.0789953	0.122916	0.134517	0.102359	0.029063	0.187126	0.121037
i	0.021335	0.0206411	0.0207316	0.0213446	0.0255461	0.0398888	0.0382057	0.0421592	0.0848967	0.0783634	0.115649	0.0874625	0.403776
s	0.0113727	0.00756458	0.00847787	0.0079762	0.0104891	0.0161921	0.00916985	0.0139705	0.0315581	0.021962	0.472799	0.0210314	0.367436
ì	0.00690097	0.00571823	0.00636137	0.0124654	0.0153589	0.0246779	0.0266652	0.0307	0.0794034	0.0912139	0.11869	0.124735	0.45711
a	0.00276097	0.00417935	0.00496216	0.00910704	0.0126197	0.0208131	0.0211037	0.0235269	0.0427633	0.0474906	0.0939652	0.298314	0.418394
</S>	0.00853449	0.00646132	0.00757796	0.0104898	0.0151212	0.0191312	0.0123871	0.0187057	0.0351017	0.034411	0.236775	0.103186	0.492118
