 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
m	0.852415	0.0661813	0.0275812	0.00922887	0.00637252	0.00619952	0.00613815	0.00611359	0.00637082	0.013399
ò	0.302033	0.23774	0.0718264	0.0135719	0.0100387	0.0158	0.00301259	0.0209923	0.0641892	0.260796
t	0.12394	0.710515	0.0657045	0.0198708	0.0042869	0.00288562	0.00467264	0.00701603	0.0157759	0.0453323
t	0.142134	0.524243	0.189106	0.0457848	0.0133317	0.0140204	0.0109621	0.0118739	0.0273989	0.0211456
i	0.0540076	0.363361	0.334301	0.0819495	0.0218862	0.0297005	0.016428	0.0291279	0.0381703	0.0310677
ì	0.0580019	0.499037	0.219089	0.0629365	0.0215117	0.0158318	0.0164436	0.0190447	0.035627	0.0524766
r	0.0423474	0.454364	0.326387	0.0490168	0.0255382	0.019371	0.0131126	0.00945707	0.0182011	0.0422048
t	0.0293681	0.390346	0.352784	0.0593992	0.0275152	0.0432164	0.00979284	0.00763274	0.0241176	0.0558272
e	0.0349808	0.286331	0.302982	0.134534	0.0554283	0.0813357	0.0193288	0.0189923	0.0320363	0.0340509
è	0.0340207	0.243299	0.493931	0.0648217	0.0275124	0.0286557	0.0156902	0.0112665	0.024111	0.0566914
t	0.0222611	0.237151	0.551861	0.0674154	0.0256639	0.0336657	0.0132828	0.005772	0.0103242	0.0326025
t	0.0195305	0.229556	0.36186	0.130823	0.057638	0.0971049	0.0127351	0.00700278	0.0214301	0.06232
a	0.0236179	0.119533	0.36639	0.157621	0.0853774	0.113399	0.0315715	0.0178604	0.0287446	0.0558849
s	0.0251465	0.114697	0.472087	0.139137	0.0390655	0.068659	0.024198	0.0113491	0.0238619	0.0817995
e	0.0172618	0.0448329	0.250287	0.309502	0.0856061	0.143148	0.0281074	0.010403	0.0250131	0.0858393
o	0.028244	0.101421	0.338361	0.175985	0.0432482	0.112913	0.0366491	0.0123351	0.0324748	0.118369
G	0.0164249	0.036159	0.15272	0.341463	0.112881	0.23485	0.0311092	0.00740063	0.0155539	0.0514384
i	0.0135858	0.0542557	0.216695	0.239397	0.0881306	0.219145	0.0249625	0.0203853	0.0477301	0.0757127
