 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.896799	0.0492296	0.0227501	0.00501774	0.00300356	0.00259179	0.00253515	0.00251457	0.00247734	0.00246755	0.00248391	0.00273814	0.00539159
s	0.54274	0.213213	0.0551971	0.0101502	0.00706973	0.00879737	0.00504049	0.00851029	0.0133836	0.0134893	0.024474	0.071998	0.0259363
t	0.111901	0.498805	0.171175	0.010108	0.0108677	0.0136222	0.0120877	0.0139606	0.015053	0.00651584	0.00873069	0.0365473	0.0906258
è	0.227129	0.471163	0.0618093	0.0239987	0.0209236	0.0146583	0.0117791	0.0116473	0.0129543	0.010812	0.030619	0.0614557	0.0410513
o	0.124777	0.663954	0.129048	0.0180865	0.00841504	0.00616498	0.00598094	0.00515485	0.00565083	0.00468543	0.00607402	0.0126757	0.00933266
s	0.0954306	0.447792	0.200726	0.0235152	0.0242933	0.0241711	0.0214326	0.0208803	0.0203836	0.0159597	0.0196653	0.0442793	0.0414707
t	0.0577342	0.242411	0.251085	0.0346725	0.0379172	0.0471171	0.0426462	0.0486846	0.0434819	0.0184987	0.0194823	0.0534891	0.10278
o	0.0518213	0.230395	0.303073	0.0390468	0.0379549	0.0410844	0.0422542	0.0433078	0.0427489	0.0178194	0.0246973	0.0543484	0.0714488
t	0.0482708	0.216839	0.344775	0.0345846	0.0326634	0.0353739	0.037725	0.0376294	0.0406431	0.0163484	0.0212743	0.0489801	0.084893
e	0.0370895	0.0728716	0.163999	0.115239	0.086415	0.0481061	0.0392405	0.0484043	0.0585452	0.0376836	0.0254046	0.0725516	0.19445
l	0.0451181	0.172582	0.338744	0.0470702	0.0371234	0.0334716	0.0365455	0.0369458	0.0509507	0.0183269	0.0208283	0.048265	0.114029
è	0.0155321	0.0714346	0.0752617	0.234214	0.240158	0.0549202	0.0308697	0.0355102	0.0247804	0.0209558	0.0176023	0.10109	0.0776714
f	0.0369805	0.23111	0.316736	0.107924	0.0662103	0.0411786	0.0422909	0.0404764	0.0384692	0.0157345	0.00996906	0.0180216	0.0348989
o	0.0164662	0.125189	0.132255	0.174394	0.171256	0.0990748	0.0605829	0.059357	0.0307984	0.0176122	0.00807587	0.0237966	0.081142
n	0.0215936	0.080555	0.190248	0.269121	0.165531	0.0497311	0.0481238	0.0421129	0.038794	0.0171284	0.00992168	0.0225662	0.044573
o	0.0130875	0.0576456	0.113009	0.202696	0.216141	0.115424	0.0560804	0.0631243	0.026728	0.0165719	0.00793097	0.028441	0.08312
e	0.022051	0.0490809	0.0955164	0.268564	0.24438	0.0654845	0.0570313	0.045188	0.0403652	0.021574	0.0110946	0.0331634	0.046507
a	0.0131534	0.0171329	0.0242912	0.197117	0.289893	0.169486	0.0917754	0.0847643	0.0340248	0.0243202	0.00806149	0.0202998	0.0256805
d	0.0125885	0.0161066	0.0200719	0.145448	0.232388	0.208737	0.12306	0.117081	0.0402073	0.0305306	0.0101988	0.0185944	0.0249877
r	0.00523937	0.0121629	0.0288907	0.11287	0.159411	0.196616	0.101151	0.139003	0.051091	0.0395239	0.0234224	0.0764332	0.0541851
e	0.0144521	0.0239044	0.0399567	0.181526	0.237029	0.138176	0.102328	0.0771826	0.0368537	0.0290303	0.0156681	0.0234969	0.0803961
f	0.00830972	0.013327	0.0141277	0.112352	0.17667	0.213624	0.168182	0.152822	0.0502003	0.0336896	0.00951645	0.0179543	0.0292243
f	0.00475243	0.00969786	0.0296249	0.104596	0.148057	0.193154	0.101886	0.151767	0.0633021	0.0482092	0.0213479	0.0555197	0.068086
ì	0.0113057	0.013716	0.0156866	0.0899574	0.146472	0.162881	0.106126	0.130049	0.0707392	0.0574488	0.0285948	0.0319607	0.135063
m	0.00321588	0.0108813	0.0151671	0.156334	0.176435	0.177281	0.169417	0.150447	0.0590776	0.0411615	0.00838403	0.00425995	0.027939
m	0.00730097	0.0215845	0.0643431	0.0908788	0.113398	0.143051	0.0803616	0.118163	0.0678073	0.0592167	0.0242394	0.0611819	0.148474
u	0.00762507	0.0127831	0.0347156	0.129576	0.155456	0.127719	0.0689877	0.0953772	0.0706678	0.067585	0.0530287	0.0674761	0.109002
e	0.00588957	0.00666734	0.00710591	0.0437312	0.0847294	0.176703	0.116356	0.179499	0.15165	0.124135	0.0202429	0.032263	0.0510275
t	0.00465813	0.00533825	0.00525038	0.0322272	0.0714207	0.170204	0.111163	0.181712	0.172266	0.155477	0.0264538	0.0203698	0.0434597
i	0.0047317	0.00531104	0.00629344	0.0587488	0.0943017	0.160173	0.0960962	0.150146	0.121643	0.109805	0.0292398	0.0384267	0.125085
n	0.00691129	0.00989038	0.00855714	0.0329633	0.0712157	0.141049	0.128388	0.164447	0.177145	0.13842	0.0322518	0.0264056	0.0623549
è	0.00379717	0.00666514	0.0239166	0.0656042	0.078819	0.112503	0.0700302	0.104687	0.109077	0.118034	0.0874246	0.092828	0.126613
c	0.00337241	0.00610498	0.0049823	0.0476738	0.0929532	0.163746	0.149642	0.176425	0.149796	0.130592	0.0281812	0.01151	0.0350219
h	0.00325649	0.00968949	0.0276262	0.0596535	0.0877441	0.111178	0.0713167	0.107928	0.105898	0.103793	0.0755102	0.149128	0.0872779
i	0.0105979	0.0115013	0.0123153	0.0448885	0.0583273	0.105128	0.141782	0.139161	0.142491	0.142021	0.0561889	0.0368903	0.098708
e	0.00726668	0.00698225	0.00703722	0.0201015	0.0260863	0.0576358	0.0804842	0.0826173	0.121557	0.159466	0.134322	0.0904372	0.206007
s	0.00630182	0.00638447	0.00642205	0.0200313	0.0284725	0.0719484	0.0831519	0.0997673	0.147115	0.190608	0.126688	0.0761426	0.136967
t	0.00421491	0.00446672	0.0046437	0.0252216	0.0464614	0.105576	0.0785392	0.114271	0.137605	0.154761	0.0847195	0.0843862	0.155133
è	0.00361498	0.00418368	0.00390188	0.010845	0.0226018	0.07489	0.0681165	0.104689	0.152161	0.161077	0.149826	0.0983315	0.145762
c	0.00230322	0.00458725	0.00347498	0.0193843	0.0317955	0.0693431	0.0932757	0.0988956	0.126195	0.140335	0.129179	0.168838	0.112393
e	0.00217211	0.00540309	0.0141027	0.0382534	0.0576279	0.0798035	0.0465007	0.0773202	0.0830321	0.0865238	0.0987228	0.307278	0.10326
p	0.00594583	0.00616699	0.0059273	0.00752282	0.0105744	0.022377	0.0230029	0.0314431	0.0789392	0.112532	0.219275	0.246446	0.229848
l	0.0025879	0.00304463	0.00552997	0.0373721	0.0442244	0.0597602	0.0440299	0.0576947	0.0671193	0.0800852	0.177373	0.24958	0.171599
ò	0.0125529	0.0125416	0.0125297	0.0134713	0.01449	0.0197384	0.0312623	0.0269995	0.0522308	0.0692765	0.195403	0.18805	0.351454
n	0.00284363	0.00310188	0.00293503	0.00814725	0.0125251	0.0299618	0.0277817	0.0401037	0.0678601	0.103247	0.146542	0.420661	0.13429
n	0.00248689	0.00296228	0.00374416	0.0222693	0.0323097	0.045349	0.0397406	0.0461946	0.0524372	0.0602317	0.0804418	0.31779	0.294042
i	0.00698815	0.00686415	0.00687429	0.0120157	0.0127569	0.0199533	0.0243792	0.0236579	0.0328686	0.0419464	0.186779	0.210376	0.41454
</S>	0.0103415	0.0100312	0.00996358	0.00981878	0.00789601	0.0113839	0.0174268	0.0150809	0.0253699	0.0400905	0.118025	0.317878	0.406694
